product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,size_category,weight_category,shipping_type
PROD_000377,Garden,41,900,4,13486,100,41,39,159900,Large,Heavy,Special Handling
PROD_000405,Electronics,59,702,1,25946,14,46,15,9660,Medium,Heavy,Special Handling
PROD_000413,Fashion,25,714,6,25180,86,37,61,194102,Large,Heavy,Special Handling
PROD_000415,Food,33,866,4,25906,45,30,64,86400,Large,Heavy,Special Handling
PROD_000417,Food,61,882,6,13481,75,36,10,27000,Large,Heavy,Special Handling
PROD_000428,Beauty,49,406,3,27219,26,5,34,4420,Medium,Heavy,Special Handling
PROD_000439,Toys,53,959,1,12446,68,27,32,58752,Large,Heavy,Special Handling
PROD_000444,Automotive,49,862,2,25106,16,42,23,15456,Large,Heavy,Special Handling
PROD_000476,Books,64,728,5,27283,40,9,36,12960,Large,Heavy,Special Handling
PROD_000486,Music,56,439,6,7343,26,47,60,73320,Large,Heavy,Special Handling
PROD_000503,Health,40,173,3,25614,92,32,49,144256,Large,Heavy,Special Handling
PROD_000520,Health,52,473,6,1495,31,10,55,17050,Large,Medium,Standard
PROD_000535,Fashion,41,980,4,26337,82,16,28,36736,Large,Heavy,Special Handling
PROD_000542,Food,41,510,3,3503,38,26,44,43472,Large,Heavy,Standard
PROD_000557,Health,26,548,6,1255,59,34,44,88264,Large,Medium,Standard
PROD_000586,Electronics,24,367,6,17212,41,17,41,28577,Large,Heavy,Special Handling
PROD_000592,Furniture,46,769,4,22678,18,45,63,51030,Large,Heavy,Special Handling
PROD_000600,Garden,20,334,3,4382,53,47,24,59784,Large,Heavy,Standard
PROD_000614,Food,60,696,6,15900,82,42,11,37884,Large,Heavy,Special Handling
PROD_000659,Food,50,679,5,25552,71,15,76,80940,Large,Heavy,Special Handling
PROD_000664,Furniture,20,119,3,2674,99,7,32,22176,Large,Heavy,Standard
PROD_000722,Sports,35,947,5,3331,38,20,12,9120,Medium,Heavy,Standard
PROD_000726,Toys,32,831,4,5253,17,20,39,13260,Large,Heavy,Special Handling
PROD_000744,Electronics,52,143,6,25182,85,7,23,13685,Large,Heavy,Special Handling
PROD_000751,Toys,45,876,5,17673,30,29,71,61770,Large,Heavy,Special Handling
PROD_000759,Books,44,639,5,23798,63,33,57,118503,Large,Heavy,Special Handling
PROD_000806,Sports,24,122,2,3526,43,27,59,68499,Large,Heavy,Standard
PROD_000807,Beauty,40,585,2,25153,29,34,51,50286,Large,Heavy,Special Handling
PROD_000808,Garden,50,714,3,26005,16,34,44,23936,Large,Heavy,Special Handling
PROD_000861,Music,21,259,2,13648,43,12,65,33540,Large,Heavy,Special Handling
PROD_000880,Furniture,57,423,3,2310,82,46,28,105616,Large,Heavy,Standard
PROD_000896,Food,27,733,3,22665,78,21,26,42588,Large,Heavy,Special Handling
PROD_000901,Furniture,41,926,2,18919,24,32,28,21504,Large,Heavy,Special Handling
PROD_000928,Music,36,432,6,3510,21,29,10,6090,Medium,Heavy,Standard
PROD_000940,Books,64,348,1,23423,82,5,10,4100,Medium,Heavy,Special Handling
PROD_000944,Automotive,30,861,4,4538,59,45,53,140715,Large,Heavy,Standard
PROD_000955,Automotive,30,252,2,6567,74,25,46,85100,Large,Heavy,Special Handling
PROD_000965,Fashion,32,528,3,8798,56,41,45,103320,Large,Heavy,Special Handling
PROD_001039,Furniture,67,705,1,3284,24,10,17,4080,Medium,Heavy,Standard
PROD_001063,Fashion,24,468,4,18266,61,13,26,20618,Large,Heavy,Special Handling
PROD_001077,Books,57,831,5,17335,49,16,78,61152,Large,Heavy,Special Handling
PROD_001079,Home_appliances,22,348,1,22049,38,48,31,56544,Large,Heavy,Special Handling
PROD_001102,Furniture,64,548,1,446,94,32,30,90240,Large,Light,Standard
PROD_001125,Home_appliances,66,193,2,24277,46,23,11,11638,Large,Heavy,Special Handling
PROD_001126,Office,64,277,5,6662,65,19,47,58045,Large,Heavy,Special Handling
PROD_001135,Books,54,525,1,6183,73,20,47,68620,Large,Heavy,Special Handling
PROD_001151,Home_appliances,34,177,4,24869,36,12,60,25920,Large,Heavy,Special Handling
PROD_001162,Beauty,64,654,6,17340,80,17,31,42160,Large,Heavy,Special Handling
PROD_001164,Home_appliances,29,637,3,17851,98,14,57,78204,Large,Heavy,Special Handling
PROD_001180,Toys,65,745,3,12521,54,21,32,36288,Large,Heavy,Special Handling
PROD_001189,Automotive,40,957,6,20775,67,6,34,13668,Large,Heavy,Special Handling
PROD_001196,Beauty,31,708,3,8458,46,44,59,119416,Large,Heavy,Special Handling
PROD_001197,Books,56,437,3,4628,20,49,70,68600,Large,Heavy,Standard
PROD_001219,Office,69,786,5,18011,93,26,33,79794,Large,Heavy,Special Handling
PROD_001227,Fashion,69,834,1,27268,11,17,70,13090,Large,Heavy,Special Handling
PROD_001236,Books,43,793,3,3042,86,37,30,95460,Large,Heavy,Standard
PROD_001249,Health,69,632,2,15348,27,19,73,37449,Large,Heavy,Special Handling
PROD_001283,Office,33,391,5,14911,44,41,37,66748,Large,Heavy,Special Handling
PROD_001324,Electronics,51,818,1,19766,64,10,29,18560,Large,Heavy,Special Handling
PROD_001356,Automotive,20,237,6,12794,26,43,67,74906,Large,Heavy,Special Handling
PROD_001372,Beauty,21,926,5,25987,72,37,38,101232,Large,Heavy,Special Handling
PROD_001380,Beauty,69,991,3,28504,26,31,37,29822,Large,Heavy,Special Handling
PROD_001400,Beauty,39,714,5,16363,56,50,79,221200,Large,Heavy,Special Handling
PROD_001415,Beauty,65,909,2,19718,36,17,11,6732,Medium,Heavy,Special Handling
PROD_001423,Food,65,843,2,25963,58,21,77,93786,Large,Heavy,Special Handling
PROD_001428,Automotive,51,281,4,13198,69,32,76,167808,Large,Heavy,Special Handling
PROD_001433,Sports,58,721,1,22368,72,30,24,51840,Large,Heavy,Special Handling
PROD_001438,Health,36,945,4,23169,87,6,49,25578,Large,Heavy,Special Handling
PROD_001474,Beauty,27,443,5,4904,16,50,46,36800,Large,Heavy,Standard
PROD_001480,Beauty,65,584,5,19434,36,26,12,11232,Large,Heavy,Special Handling
PROD_001485,Music,33,683,1,4273,34,36,69,84456,Large,Heavy,Standard
PROD_001503,Books,32,324,1,19773,31,20,55,34100,Large,Heavy,Special Handling
PROD_001514,Garden,63,435,2,17344,23,28,20,12880,Large,Heavy,Special Handling
PROD_001517,Music,26,616,3,6151,56,28,69,108192,Large,Heavy,Special Handling
PROD_001521,Beauty,67,613,4,12803,23,48,53,58512,Large,Heavy,Special Handling
PROD_001524,Garden,36,395,4,23425,47,7,40,13160,Large,Heavy,Special Handling
PROD_001532,Automotive,22,117,4,2135,100,23,52,119600,Large,Heavy,Standard
PROD_001547,Food,40,884,2,3163,90,50,68,306000,Large,Heavy,Standard
PROD_001557,Food,39,390,4,17130,22,31,67,45694,Large,Heavy,Special Handling
PROD_001560,Home_appliances,67,884,4,14352,47,35,45,74025,Large,Heavy,Special Handling
PROD_001563,Automotive,47,516,2,14594,86,46,51,201756,Large,Heavy,Special Handling
PROD_001585,Office,26,986,3,4598,16,20,51,16320,Large,Heavy,Standard
PROD_001587,Health,41,518,3,20656,22,20,38,16720,Large,Heavy,Special Handling
PROD_001599,Electronics,47,178,1,19608,29,13,23,8671,Medium,Heavy,Special Handling
PROD_001629,Automotive,48,483,1,11719,87,11,73,69861,Large,Heavy,Special Handling
PROD_001656,Books,60,584,2,11998,79,12,80,75840,Large,Heavy,Special Handling
PROD_001660,Automotive,57,704,4,24732,25,16,54,21600,Large,Heavy,Special Handling
PROD_001680,Garden,42,527,2,29003,88,21,35,64680,Large,Heavy,Special Handling
PROD_001691,Furniture,43,505,1,21170,21,31,46,29946,Large,Heavy,Special Handling
PROD_001708,Office,41,281,6,26412,48,42,32,64512,Large,Heavy,Special Handling
PROD_001722,Electronics,53,422,2,7234,23,27,61,37881,Large,Heavy,Special Handling
PROD_001738,Health,55,273,5,18992,34,29,34,33524,Large,Heavy,Special Handling
PROD_001781,Computers,49,602,4,15701,66,28,18,33264,Large,Heavy,Special Handling
PROD_001789,Sports,60,748,1,11497,72,25,75,135000,Large,Heavy,Special Handling
PROD_001793,Furniture,25,790,5,10461,42,6,62,15624,Large,Heavy,Special Handling
PROD_001802,Health,68,733,3,16303,18,12,32,6912,Medium,Heavy,Special Handling
PROD_001838,Music,51,833,6,16761,21,42,67,59094,Large,Heavy,Special Handling
PROD_001879,Music,34,207,2,20163,70,17,45,53550,Large,Heavy,Special Handling
PROD_001891,Computers,21,148,4,16917,90,39,64,224640,Large,Heavy,Special Handling
PROD_001895,Books,46,736,3,22289,60,13,67,52260,Large,Heavy,Special Handling
PROD_001898,Beauty,68,778,3,1606,97,49,43,204379,Large,Medium,Standard
PROD_001924,Books,22,125,4,9024,58,11,45,28710,Large,Heavy,Special Handling
PROD_001954,Fashion,54,813,2,18668,40,20,12,9600,Medium,Heavy,Special Handling
PROD_001987,Furniture,60,758,2,16140,65,27,53,93015,Large,Heavy,Special Handling
PROD_002023,Furniture,57,749,3,27598,35,34,26,30940,Large,Heavy,Special Handling
PROD_002057,Sports,57,201,3,5077,37,9,34,11322,Large,Heavy,Special Handling
PROD_002113,Home_appliances,49,275,5,20012,34,18,53,32436,Large,Heavy,Special Handling
PROD_002118,Toys,66,877,4,26185,96,27,26,67392,Large,Heavy,Special Handling
PROD_002123,Fashion,36,807,2,3110,57,30,35,59850,Large,Heavy,Standard
PROD_002130,Food,65,406,2,28159,90,24,58,125280,Large,Heavy,Special Handling
PROD_002131,Sports,52,212,3,2544,30,44,24,31680,Large,Heavy,Standard
PROD_002147,Toys,57,109,1,3621,31,25,10,7750,Medium,Heavy,Standard
PROD_002161,Toys,40,610,4,18934,70,47,78,256620,Large,Heavy,Special Handling
PROD_002196,Garden,21,745,5,6627,21,19,70,27930,Large,Heavy,Special Handling
PROD_002225,Computers,22,860,2,29839,74,49,13,47138,Large,Heavy,Special Handling
PROD_002231,Beauty,61,283,6,16576,95,17,26,41990,Large,Heavy,Special Handling
PROD_002235,Toys,46,793,4,2752,63,31,48,93744,Large,Heavy,Standard
PROD_002241,Fashion,29,756,6,14178,82,33,49,132594,Large,Heavy,Special Handling
PROD_002251,Sports,44,104,4,25925,29,16,34,15776,Large,Heavy,Special Handling
PROD_002270,Furniture,26,696,6,11316,16,20,16,5120,Medium,Heavy,Special Handling
PROD_002276,Beauty,56,191,2,13205,20,31,55,34100,Large,Heavy,Special Handling
PROD_002313,Music,67,114,5,9727,31,47,46,67022,Large,Heavy,Special Handling
PROD_002340,Garden,46,868,5,402,87,39,35,118755,Large,Light,Standard
PROD_002348,Health,30,375,6,24315,28,34,21,19992,Large,Heavy,Special Handling
PROD_002355,Fashion,69,913,6,5857,99,19,27,50787,Large,Heavy,Special Handling
PROD_002389,Office,36,967,1,15203,19,9,11,1881,Medium,Heavy,Special Handling
PROD_002403,Office,68,272,4,8311,86,30,29,74820,Large,Heavy,Special Handling
PROD_002433,Music,66,411,4,10882,44,36,35,55440,Large,Heavy,Special Handling
PROD_002449,Automotive,45,126,6,17461,47,11,54,27918,Large,Heavy,Special Handling
PROD_002470,Home_appliances,50,895,1,14446,24,14,67,22512,Large,Heavy,Special Handling
PROD_002475,Home_appliances,30,968,4,1235,28,27,49,37044,Large,Medium,Standard
PROD_002499,Beauty,68,989,3,26551,52,38,12,23712,Large,Heavy,Special Handling
PROD_002500,Garden,24,739,4,13964,98,15,24,35280,Large,Heavy,Special Handling
PROD_002510,Food,57,722,1,10903,93,37,15,51615,Large,Heavy,Special Handling
PROD_002514,Health,57,704,1,20899,33,11,40,14520,Large,Heavy,Special Handling
PROD_002520,Music,55,902,3,19262,98,25,19,46550,Large,Heavy,Special Handling
PROD_002586,Furniture,27,700,4,5188,52,9,33,15444,Large,Heavy,Special Handling
PROD_002611,Health,68,300,6,24003,70,45,41,129150,Large,Heavy,Special Handling
PROD_002634,Food,27,766,1,10587,77,5,23,8855,Medium,Heavy,Special Handling
PROD_002661,Food,43,391,1,10668,82,9,38,28044,Large,Heavy,Special Handling
PROD_002664,Toys,35,307,3,28846,34,50,57,96900,Large,Heavy,Special Handling
PROD_002665,Automotive,50,421,5,22072,79,6,60,28440,Large,Heavy,Special Handling
PROD_002674,Home_appliances,59,846,6,991,97,10,12,11640,Large,Medium,Standard
PROD_002677,Books,35,116,3,20453,48,47,20,45120,Large,Heavy,Special Handling
PROD_002680,Health,60,423,5,3067,85,40,68,231200,Large,Heavy,Standard
PROD_002713,Furniture,28,991,2,10074,56,25,75,105000,Large,Heavy,Special Handling
PROD_002734,Music,36,368,1,12223,33,32,43,45408,Large,Heavy,Special Handling
PROD_002762,Automotive,20,449,2,10009,15,18,80,21600,Large,Heavy,Special Handling
PROD_002764,Health,62,845,1,16880,12,11,60,7920,Medium,Heavy,Special Handling
PROD_002818,Music,63,739,5,27855,73,49,54,193158,Large,Heavy,Special Handling
PROD_002833,Music,28,899,4,23784,17,50,66,56100,Large,Heavy,Special Handling
PROD_002834,Food,29,972,3,2561,25,31,45,34875,Large,Heavy,Standard
PROD_002839,Computers,52,367,4,1896,38,38,54,77976,Large,Medium,Standard
PROD_002852,Books,68,717,4,1228,22,47,64,66176,Large,Medium,Standard
PROD_002861,Fashion,47,750,1,3061,86,27,44,102168,Large,Heavy,Standard
PROD_002864,Food,67,863,6,1867,60,37,35,77700,Large,Medium,Standard
PROD_002870,Sports,37,910,2,16379,93,50,73,339450,Large,Heavy,Special Handling
PROD_002905,Books,46,797,4,2094,92,47,61,263764,Large,Heavy,Standard
PROD_000003,Office,69,121,5,24989,45,16,10,7200,Medium,Heavy,Special Handling
PROD_000054,Automotive,62,741,5,28000,58,29,36,60552,Large,Heavy,Special Handling
PROD_000072,Furniture,55,977,6,28103,99,47,10,46530,Large,Heavy,Special Handling
PROD_000093,Beauty,36,753,1,2107,46,8,44,16192,Large,Heavy,Standard
PROD_000115,Garden,43,930,6,23369,17,15,50,12750,Large,Heavy,Special Handling
PROD_000117,Health,54,578,2,350,78,41,70,223860,Large,Light,Standard
PROD_000133,Furniture,62,349,4,1740,24,26,73,45552,Large,Medium,Standard
PROD_000150,Office,23,1000,6,22908,35,20,50,35000,Large,Heavy,Special Handling
PROD_000153,Food,58,702,2,2261,80,33,76,200640,Large,Heavy,Standard
PROD_000156,Food,58,874,2,20579,97,8,39,30264,Large,Heavy,Special Handling
PROD_000195,Beauty,45,779,5,12141,62,48,73,217248,Large,Heavy,Special Handling
PROD_000272,Books,50,288,1,1500,12,27,26,8424,Medium,Medium,Standard
PROD_000286,Fashion,39,404,4,29124,58,16,73,67744,Large,Heavy,Special Handling
PROD_000294,Books,66,332,6,27721,20,27,33,17820,Large,Heavy,Special Handling
PROD_000303,Toys,30,989,2,3588,72,12,24,20736,Large,Heavy,Standard
PROD_000312,Furniture,24,536,4,11505,34,48,31,50592,Large,Heavy,Special Handling
PROD_000322,Garden,67,963,3,27365,73,31,32,72416,Large,Heavy,Special Handling
PROD_000336,Office,59,637,6,7621,17,31,41,21607,Large,Heavy,Special Handling
PROD_000369,Furniture,64,973,6,829,65,42,16,43680,Large,Medium,Standard
PROD_000383,Garden,46,878,2,17050,92,23,41,86756,Large,Heavy,Special Handling
PROD_000393,Food,24,790,2,6528,38,28,66,70224,Large,Heavy,Special Handling
PROD_000408,Sports,53,919,3,21553,94,32,56,168448,Large,Heavy,Special Handling
PROD_000427,Automotive,25,359,4,24126,74,26,31,59644,Large,Heavy,Special Handling
PROD_000450,Toys,59,662,3,21846,50,25,68,85000,Large,Heavy,Special Handling
PROD_000480,Health,56,730,1,7122,75,6,36,16200,Large,Heavy,Special Handling
PROD_000481,Toys,27,878,6,24029,42,38,51,81396,Large,Heavy,Special Handling
PROD_000485,Computers,25,853,4,15639,37,45,17,28305,Large,Heavy,Special Handling
PROD_000491,Computers,20,878,1,17366,37,14,41,21238,Large,Heavy,Special Handling
PROD_000516,Music,37,865,4,20841,99,13,73,93951,Large,Heavy,Special Handling
PROD_000518,Automotive,56,164,1,19737,98,14,77,105644,Large,Heavy,Special Handling
PROD_000526,Music,41,184,6,25700,82,49,22,88396,Large,Heavy,Special Handling
PROD_000552,Garden,57,600,6,26621,98,20,47,92120,Large,Heavy,Special Handling
PROD_000595,Food,44,933,5,7386,15,19,30,8550,Medium,Heavy,Special Handling
PROD_000597,Furniture,39,211,5,20182,20,30,14,8400,Medium,Heavy,Special Handling
PROD_000620,Sports,35,558,4,18404,43,12,68,35088,Large,Heavy,Special Handling
PROD_000630,Health,50,523,1,3546,23,8,71,13064,Large,Heavy,Standard
PROD_000636,Electronics,47,488,6,19437,86,16,62,85312,Large,Heavy,Special Handling
PROD_000649,Food,41,348,4,23542,16,7,58,6496,Medium,Heavy,Special Handling
PROD_000656,Electronics,34,839,5,4361,31,12,41,15252,Large,Heavy,Standard
PROD_000665,Food,51,419,3,22538,20,14,12,3360,Medium,Heavy,Special Handling
PROD_000687,Food,49,946,2,19197,62,15,59,54870,Large,Heavy,Special Handling
PROD_000694,Computers,45,870,6,27998,49,19,76,70756,Large,Heavy,Special Handling
PROD_000699,Office,42,594,2,15759,63,13,46,37674,Large,Heavy,Special Handling
PROD_000758,Books,49,181,3,12798,71,21,14,20874,Large,Heavy,Special Handling
PROD_000777,Fashion,48,681,5,21196,62,25,44,68200,Large,Heavy,Special Handling
PROD_000793,Music,27,645,1,22888,29,29,58,48778,Large,Heavy,Special Handling
PROD_000805,Furniture,26,403,6,26888,74,34,77,193732,Large,Heavy,Special Handling
PROD_000815,Electronics,54,717,4,21202,52,23,62,74152,Large,Heavy,Special Handling
PROD_000825,Electronics,37,730,1,5677,21,22,46,21252,Large,Heavy,Special Handling
PROD_000836,Books,41,777,2,27480,89,14,71,88466,Large,Heavy,Special Handling
PROD_000839,Furniture,22,540,1,12069,56,40,22,49280,Large,Heavy,Special Handling
PROD_000840,Furniture,34,944,3,15255,87,13,25,28275,Large,Heavy,Special Handling
PROD_000852,Fashion,28,189,2,139,16,48,75,57600,Large,Light,Standard
PROD_000859,Books,33,868,1,17344,60,23,25,34500,Large,Heavy,Special Handling
PROD_000868,Toys,31,729,4,25056,42,21,48,42336,Large,Heavy,Special Handling
PROD_000887,Garden,55,242,5,15380,38,15,24,13680,Large,Heavy,Special Handling
PROD_000898,Sports,46,110,4,4511,26,20,51,26520,Large,Heavy,Standard
PROD_000936,Furniture,26,748,3,22904,60,8,38,18240,Large,Heavy,Special Handling
PROD_000950,Garden,55,173,4,15728,77,24,37,68376,Large,Heavy,Special Handling
PROD_000964,Computers,29,137,1,13570,24,35,42,35280,Large,Heavy,Special Handling
PROD_001003,Food,23,914,5,4567,75,14,61,64050,Large,Heavy,Standard
PROD_001013,Electronics,64,221,4,138,98,37,61,221186,Large,Light,Standard
PROD_001030,Computers,69,727,2,28555,66,32,60,126720,Large,Heavy,Special Handling
PROD_001035,Fashion,37,379,5,20163,14,37,17,8806,Medium,Heavy,Special Handling
PROD_001051,Computers,49,206,4,23727,80,21,70,117600,Large,Heavy,Special Handling
PROD_001075,Home_appliances,41,242,1,5714,94,38,79,282188,Large,Heavy,Special Handling
PROD_001083,Home_appliances,47,654,6,21838,53,16,70,59360,Large,Heavy,Special Handling
PROD_001120,Music,24,724,6,23357,33,10,48,15840,Large,Heavy,Special Handling
PROD_001140,Automotive,44,793,4,9996,56,15,34,28560,Large,Heavy,Special Handling
PROD_001186,Home_appliances,51,894,2,7326,76,29,70,154280,Large,Heavy,Special Handling
PROD_001199,Toys,30,612,1,492,24,31,18,13392,Large,Light,Standard
PROD_001211,Electronics,28,524,3,12498,45,45,68,137700,Large,Heavy,Special Handling
PROD_001238,Electronics,22,298,3,11039,26,14,17,6188,Medium,Heavy,Special Handling
PROD_001254,Sports,34,879,2,22473,25,45,78,87750,Large,Heavy,Special Handling
PROD_001256,Home_appliances,43,761,4,29291,80,45,11,39600,Large,Heavy,Special Handling
PROD_001265,Sports,58,567,5,29924,87,34,76,224808,Large,Heavy,Special Handling
PROD_001280,Electronics,29,856,1,614,94,14,69,90804,Large,Medium,Standard
PROD_001348,Automotive,55,325,6,20358,91,39,54,191646,Large,Heavy,Special Handling
PROD_001360,Furniture,61,147,1,13070,57,29,30,49590,Large,Heavy,Special Handling
PROD_001367,Computers,66,333,3,6627,21,17,25,8925,Medium,Heavy,Special Handling
PROD_001376,Furniture,59,679,6,29630,76,10,74,56240,Large,Heavy,Special Handling
PROD_001378,Home_appliances,39,266,4,11365,69,38,65,170430,Large,Heavy,Special Handling
PROD_001421,Home_appliances,36,285,1,1053,59,20,69,81420,Large,Medium,Standard
PROD_001437,Fashion,20,984,6,17289,60,11,59,38940,Large,Heavy,Special Handling
PROD_001461,Food,66,379,6,27354,77,44,60,203280,Large,Heavy,Special Handling
PROD_001487,Office,67,312,2,16425,62,37,67,153698,Large,Heavy,Special Handling
PROD_001490,Computers,21,938,4,8859,15,36,14,7560,Medium,Heavy,Special Handling
PROD_001496,Music,48,667,5,8123,94,29,42,114492,Large,Heavy,Special Handling
PROD_001498,Music,37,367,3,29222,15,40,50,30000,Large,Heavy,Special Handling
PROD_001510,Health,23,408,5,28755,25,49,14,17150,Large,Heavy,Special Handling
PROD_001530,Computers,65,220,2,7204,75,33,28,69300,Large,Heavy,Special Handling
PROD_001555,Home_appliances,20,781,6,29246,40,39,67,104520,Large,Heavy,Special Handling
PROD_001562,Furniture,61,672,2,25216,97,15,73,106215,Large,Heavy,Special Handling
PROD_001605,Food,21,528,2,8309,68,25,52,88400,Large,Heavy,Special Handling
PROD_001616,Home_appliances,37,280,4,22493,43,31,77,102641,Large,Heavy,Special Handling
PROD_001628,Garden,54,483,4,17440,23,34,58,45356,Large,Heavy,Special Handling
PROD_001652,Home_appliances,22,462,1,6806,57,30,40,68400,Large,Heavy,Special Handling
PROD_001659,Garden,55,414,2,17697,40,28,59,66080,Large,Heavy,Special Handling
PROD_001661,Home_appliances,69,136,1,20142,35,8,58,16240,Large,Heavy,Special Handling
PROD_001689,Toys,33,641,3,26202,74,45,19,63270,Large,Heavy,Special Handling
PROD_001710,Garden,38,263,5,19200,87,22,74,141636,Large,Heavy,Special Handling
PROD_001719,Furniture,62,434,5,3435,63,24,44,66528,Large,Heavy,Standard
PROD_001720,Office,60,690,1,29881,50,17,29,24650,Large,Heavy,Special Handling
PROD_001736,Automotive,31,597,4,24756,100,50,39,195000,Large,Heavy,Special Handling
PROD_001743,Garden,25,766,2,10544,41,24,69,67896,Large,Heavy,Special Handling
PROD_001758,Office,32,945,6,5752,37,45,79,131535,Large,Heavy,Special Handling
PROD_001794,Sports,53,421,4,29473,68,5,27,9180,Medium,Heavy,Special Handling
PROD_001801,Furniture,69,243,6,21926,11,22,12,2904,Medium,Heavy,Special Handling
PROD_001843,Electronics,44,681,5,28732,75,13,59,57525,Large,Heavy,Special Handling
PROD_001867,Automotive,42,273,5,23632,27,33,63,56133,Large,Heavy,Special Handling
PROD_001890,Furniture,41,112,2,26160,45,12,38,20520,Large,Heavy,Special Handling
PROD_001892,Furniture,61,457,5,23059,72,25,53,95400,Large,Heavy,Special Handling
PROD_001964,Garden,54,244,3,22464,59,7,25,10325,Large,Heavy,Special Handling
PROD_001970,Music,20,234,6,26863,73,9,17,11169,Large,Heavy,Special Handling
PROD_001973,Health,43,752,1,18847,15,45,45,30375,Large,Heavy,Special Handling
PROD_001979,Electronics,61,606,3,10368,86,38,46,150328,Large,Heavy,Special Handling
PROD_001999,Garden,25,394,2,2861,21,31,33,21483,Large,Heavy,Standard
PROD_002014,Office,38,939,4,11690,93,47,62,271002,Large,Heavy,Special Handling
PROD_002026,Electronics,54,179,2,25989,72,14,32,32256,Large,Heavy,Special Handling
PROD_002045,Fashion,54,149,4,28611,75,30,31,69750,Large,Heavy,Special Handling
PROD_002049,Food,47,736,6,10717,63,10,39,24570,Large,Heavy,Special Handling
PROD_002051,Office,61,340,1,17940,41,39,13,20787,Large,Heavy,Special Handling
PROD_002065,Music,41,963,2,26996,32,23,49,36064,Large,Heavy,Special Handling
PROD_002085,Health,24,162,6,11330,13,33,51,21879,Large,Heavy,Special Handling
PROD_002086,Health,40,102,5,8601,74,25,30,55500,Large,Heavy,Special Handling
PROD_002121,Music,35,977,3,29425,10,29,30,8700,Medium,Heavy,Special Handling
PROD_002122,Electronics,26,520,4,6471,41,22,17,15334,Large,Heavy,Special Handling
PROD_002125,Home_appliances,53,669,4,6062,37,17,56,35224,Large,Heavy,Special Handling
PROD_002135,Computers,51,483,6,18775,25,28,40,28000,Large,Heavy,Special Handling
PROD_002163,Office,60,202,1,12190,85,18,44,67320,Large,Heavy,Special Handling
PROD_002177,Fashion,30,274,3,26896,80,23,63,115920,Large,Heavy,Special Handling
PROD_002180,Automotive,37,676,6,25029,64,25,30,48000,Large,Heavy,Special Handling
PROD_002198,Electronics,57,346,4,16009,62,36,68,151776,Large,Heavy,Special Handling
PROD_002213,Toys,30,782,1,5266,39,28,74,80808,Large,Heavy,Special Handling
PROD_002216,Automotive,62,947,6,19415,48,43,55,113520,Large,Heavy,Special Handling
PROD_002233,Computers,25,463,6,1811,64,30,76,145920,Large,Medium,Standard
PROD_002237,Books,60,114,3,18734,57,25,25,35625,Large,Heavy,Special Handling
PROD_002242,Food,68,816,4,19096,72,40,48,138240,Large,Heavy,Special Handling
PROD_002249,Fashion,68,720,1,18799,74,32,41,97088,Large,Heavy,Special Handling
PROD_002271,Toys,45,613,4,18300,17,34,18,10404,Large,Heavy,Special Handling
PROD_002280,Food,36,694,3,6316,95,21,50,99750,Large,Heavy,Special Handling
PROD_002285,Home_appliances,33,677,6,21437,56,42,34,79968,Large,Heavy,Special Handling
PROD_002312,Fashion,25,696,6,1471,35,27,48,45360,Large,Medium,Standard
PROD_002320,Electronics,53,202,5,6540,62,20,30,37200,Large,Heavy,Special Handling
PROD_002324,Food,40,220,2,7415,23,9,70,14490,Large,Heavy,Special Handling
PROD_002329,Automotive,68,290,2,22368,11,18,63,12474,Large,Heavy,Special Handling
PROD_002331,Beauty,68,711,4,21805,32,29,51,47328,Large,Heavy,Special Handling
PROD_002349,Books,27,781,5,24592,95,29,30,82650,Large,Heavy,Special Handling
PROD_002365,Books,31,970,5,13462,78,25,59,115050,Large,Heavy,Special Handling
PROD_002382,Computers,20,403,4,19470,12,45,23,12420,Large,Heavy,Special Handling
PROD_002385,Electronics,46,498,6,16208,79,39,46,141726,Large,Heavy,Special Handling
PROD_002391,Home_appliances,35,777,6,936,54,45,13,31590,Large,Medium,Standard
PROD_002401,Beauty,67,714,1,7691,86,23,40,79120,Large,Heavy,Special Handling
PROD_002426,Books,50,635,1,15171,50,14,43,30100,Large,Heavy,Special Handling
PROD_002446,Toys,50,810,2,18096,18,40,28,20160,Large,Heavy,Special Handling
PROD_002460,Automotive,65,597,5,27062,86,14,57,68628,Large,Heavy,Special Handling
PROD_002522,Sports,34,180,6,27737,43,32,57,78432,Large,Heavy,Special Handling
PROD_002540,Sports,59,857,5,23159,54,26,70,98280,Large,Heavy,Special Handling
PROD_002542,Computers,52,118,1,28309,68,36,20,48960,Large,Heavy,Special Handling
PROD_002549,Computers,47,532,6,16036,42,35,71,104370,Large,Heavy,Special Handling
PROD_002574,Food,70,697,4,29045,55,23,73,92345,Large,Heavy,Special Handling
PROD_002582,Electronics,20,830,3,20781,55,37,71,144485,Large,Heavy,Special Handling
PROD_002598,Health,32,496,5,12280,28,28,51,39984,Large,Heavy,Special Handling
PROD_002640,Office,56,518,2,6608,71,41,28,81508,Large,Heavy,Special Handling
PROD_002651,Computers,61,993,3,14933,24,20,24,11520,Large,Heavy,Special Handling
PROD_002658,Automotive,62,650,2,4256,33,43,15,21285,Large,Heavy,Standard
