order_id,payment_sequential,payment_type,payment_installments,payment_value,is_installment,payment_value_category,installment_category
ORD_0011839,1,Credit_card,3,706.73,Yes,High Value,Short Term EMI
ORD_0011858,1,Debit_card,2,125.68,Yes,Medium Value,Short Term EMI
ORD_0011861,1,Voucher,12,2831.78,Yes,Premium Value,Long Term EMI
ORD_0011890,1,Debit_card,3,1452.4,Yes,Premium Value,Short Term EMI
ORD_0011903,1,Credit_card,3,332.86,Yes,Medium Value,Short Term EMI
ORD_0011904,1,Voucher,1,868.09,No,High Value,Single Payment
ORD_0011914,1,Credit_card,1,531.32,No,High Value,Single Payment
ORD_0011942,1,Voucher,2,391.45,Yes,Medium Value,Short Term EMI
ORD_0011953,1,Credit_card,12,42.67,Yes,Low Value,Long Term EMI
ORD_0011965,1,Boleto,1,58.32,No,Low Value,Single Payment
ORD_0012009,1,Credit_card,3,973.36,Yes,High Value,Short Term EMI
ORD_0012020,1,Credit_card,2,981.81,Yes,High Value,Short Term EMI
ORD_0012048,1,Boleto,1,1686.99,No,Premium Value,Single Payment
ORD_0012058,1,Credit_card,12,1895.07,Yes,Premium Value,Long Term EMI
ORD_0012064,1,Voucher,3,886.28,Yes,High Value,Short Term EMI
ORD_0012083,1,Credit_card,2,2230.17,Yes,Premium Value,Short Term EMI
ORD_0012103,1,Debit_card,6,326.04,Yes,Medium Value,Medium Term EMI
ORD_0012112,1,Debit_card,1,226.14,No,Medium Value,Single Payment
ORD_0012121,1,Credit_card,6,2997.59,Yes,Premium Value,Medium Term EMI
ORD_0012144,1,Voucher,1,2377.52,No,Premium Value,Single Payment
ORD_0012147,1,Voucher,1,711.16,No,High Value,Single Payment
ORD_0012149,2,Debit_card,1,84.3,No,Low Value,Single Payment
ORD_0012152,1,Credit_card,6,1701.24,Yes,Premium Value,Medium Term EMI
ORD_0012178,1,Credit_card,3,1661.62,Yes,Premium Value,Short Term EMI
ORD_0012199,2,Credit_card,6,71.35,Yes,Low Value,Medium Term EMI
ORD_0012212,1,Boleto,1,2524.2,No,Premium Value,Single Payment
ORD_0012259,2,Credit_card,1,84.87,No,Low Value,Single Payment
ORD_0012261,1,Credit_card,1,1072.76,No,Premium Value,Single Payment
ORD_0012262,1,Credit_card,6,2326.26,Yes,Premium Value,Medium Term EMI
ORD_0012277,1,Credit_card,1,2721.53,No,Premium Value,Single Payment
ORD_0012278,1,Boleto,3,2387.92,Yes,Premium Value,Short Term EMI
ORD_0012294,1,Credit_card,12,2595.09,Yes,Premium Value,Long Term EMI
ORD_0012296,1,Credit_card,1,1845.58,No,Premium Value,Single Payment
ORD_0012307,1,Boleto,1,1306.8,No,Premium Value,Single Payment
ORD_0012322,1,Credit_card,1,2730.1,No,Premium Value,Single Payment
ORD_0012328,1,Debit_card,2,354.19,Yes,Medium Value,Short Term EMI
ORD_0012343,1,Credit_card,3,1863.4,Yes,Premium Value,Short Term EMI
ORD_0012347,2,Credit_card,1,47.46,No,Low Value,Single Payment
ORD_0012399,1,Credit_card,3,2615.53,Yes,Premium Value,Short Term EMI
ORD_0012403,1,Debit_card,6,1481.12,Yes,Premium Value,Medium Term EMI
ORD_0012418,1,Credit_card,3,2546.74,Yes,Premium Value,Short Term EMI
ORD_0012424,2,Credit_card,12,92.97,Yes,Low Value,Long Term EMI
ORD_0012447,1,Credit_card,1,1769.24,No,Premium Value,Single Payment
ORD_0012450,1,Credit_card,6,1918.84,Yes,Premium Value,Medium Term EMI
ORD_0012451,1,Credit_card,12,782.44,Yes,High Value,Long Term EMI
ORD_0012462,1,Credit_card,1,1281.49,No,Premium Value,Single Payment
ORD_0012487,1,Voucher,2,2847.98,Yes,Premium Value,Short Term EMI
ORD_0012514,1,Credit_card,2,2766.6,Yes,Premium Value,Short Term EMI
ORD_0012515,1,Voucher,3,2411.67,Yes,Premium Value,Short Term EMI
ORD_0012527,1,Credit_card,1,1810.28,No,Premium Value,Single Payment
ORD_0012545,1,Credit_card,6,2563.13,Yes,Premium Value,Medium Term EMI
ORD_0012567,1,Debit_card,1,383.1,No,Medium Value,Single Payment
ORD_0012567,2,Credit_card,6,57.92,Yes,Low Value,Medium Term EMI
ORD_0012576,1,Credit_card,1,988.38,No,High Value,Single Payment
ORD_0012581,1,Credit_card,12,1995.63,Yes,Premium Value,Long Term EMI
ORD_0012603,1,Credit_card,1,1384.35,No,Premium Value,Single Payment
ORD_0012629,1,Debit_card,2,1999.72,Yes,Premium Value,Short Term EMI
ORD_0012631,1,Debit_card,1,1464.97,No,Premium Value,Single Payment
ORD_0012641,1,Boleto,1,815.62,No,High Value,Single Payment
ORD_0012653,1,Debit_card,3,221.94,Yes,Medium Value,Short Term EMI
ORD_0012688,1,Credit_card,1,2907.67,No,Premium Value,Single Payment
ORD_0012701,2,Debit_card,6,43.74,Yes,Low Value,Medium Term EMI
ORD_0012714,1,Credit_card,12,2939.08,Yes,Premium Value,Long Term EMI
ORD_0012721,1,Boleto,12,1186.86,Yes,Premium Value,Long Term EMI
ORD_0012742,1,Credit_card,12,1909.98,Yes,Premium Value,Long Term EMI
ORD_0012790,2,Voucher,1,40.73,No,Low Value,Single Payment
ORD_0012797,1,Credit_card,3,784.97,Yes,High Value,Short Term EMI
ORD_0012804,1,Credit_card,1,108.89,No,Medium Value,Single Payment
ORD_0012807,2,Voucher,12,39.15,Yes,Low Value,Long Term EMI
ORD_0012810,2,Boleto,2,66.65,Yes,Low Value,Short Term EMI
ORD_0012821,1,Voucher,1,2882.54,No,Premium Value,Single Payment
ORD_0012848,1,Credit_card,1,450.69,No,Medium Value,Single Payment
ORD_0012887,1,Credit_card,3,988.39,Yes,High Value,Short Term EMI
ORD_0012890,1,Credit_card,12,2658.99,Yes,Premium Value,Long Term EMI
ORD_0012904,1,Boleto,1,2911.14,No,Premium Value,Single Payment
ORD_0012915,2,Voucher,2,54.88,Yes,Low Value,Short Term EMI
ORD_0012924,1,Credit_card,3,2629.47,Yes,Premium Value,Short Term EMI
ORD_0012926,2,Voucher,2,60.23,Yes,Low Value,Short Term EMI
ORD_0012932,1,Voucher,6,1663.13,Yes,Premium Value,Medium Term EMI
ORD_0012934,1,Voucher,1,1174.42,No,Premium Value,Single Payment
ORD_0012942,1,Voucher,2,362.59,Yes,Medium Value,Short Term EMI
ORD_0012980,1,Debit_card,12,608.31,Yes,High Value,Long Term EMI
ORD_0012981,1,Credit_card,2,1657.9,Yes,Premium Value,Short Term EMI
ORD_0012986,1,Voucher,3,196.62,Yes,Medium Value,Short Term EMI
ORD_0013023,1,Credit_card,12,2160.01,Yes,Premium Value,Long Term EMI
ORD_0013026,1,Voucher,12,1783.23,Yes,Premium Value,Long Term EMI
ORD_0013029,1,Credit_card,1,310.57,No,Medium Value,Single Payment
ORD_0013041,1,Credit_card,12,2153.83,Yes,Premium Value,Long Term EMI
ORD_0013075,1,Credit_card,6,778.1,Yes,High Value,Medium Term EMI
ORD_0013076,2,Boleto,2,37.59,Yes,Low Value,Short Term EMI
ORD_0013085,1,Credit_card,1,391.2,No,Medium Value,Single Payment
ORD_0013103,1,Debit_card,3,1714.73,Yes,Premium Value,Short Term EMI
ORD_0013113,1,Credit_card,1,1123.08,No,Premium Value,Single Payment
ORD_0013150,1,Credit_card,2,2046.91,Yes,Premium Value,Short Term EMI
ORD_0013155,1,Credit_card,1,1212.56,No,Premium Value,Single Payment
ORD_0013165,1,Credit_card,1,2745.52,No,Premium Value,Single Payment
ORD_0013172,1,Debit_card,2,356.57,Yes,Medium Value,Short Term EMI
ORD_0013190,1,Credit_card,6,964.35,Yes,High Value,Medium Term EMI
ORD_0013209,1,Voucher,3,993.29,Yes,High Value,Short Term EMI
ORD_0013214,1,Credit_card,1,2886.83,No,Premium Value,Single Payment
ORD_0013225,1,Credit_card,3,2816.01,Yes,Premium Value,Short Term EMI
ORD_0013226,1,Voucher,2,954.87,Yes,High Value,Short Term EMI
ORD_0013242,1,Credit_card,1,2417.19,No,Premium Value,Single Payment
ORD_0013245,1,Credit_card,3,921.96,Yes,High Value,Short Term EMI
ORD_0013248,1,Credit_card,1,2391.93,No,Premium Value,Single Payment
ORD_0013250,1,Debit_card,12,88.1,Yes,Low Value,Long Term EMI
ORD_0013266,1,Boleto,1,1822.78,No,Premium Value,Single Payment
ORD_0013291,1,Boleto,2,1984.34,Yes,Premium Value,Short Term EMI
ORD_0013298,1,Voucher,6,2336.7,Yes,Premium Value,Medium Term EMI
ORD_0013329,1,Credit_card,12,2491.27,Yes,Premium Value,Long Term EMI
ORD_0013336,2,Debit_card,1,87.27,No,Low Value,Single Payment
ORD_0013340,1,Credit_card,6,1956.2,Yes,Premium Value,Medium Term EMI
ORD_0013347,1,Voucher,3,1208.29,Yes,Premium Value,Short Term EMI
ORD_0013350,1,Credit_card,3,399.8,Yes,Medium Value,Short Term EMI
ORD_0013376,1,Debit_card,1,161.11,No,Medium Value,Single Payment
ORD_0013428,1,Debit_card,1,2949.02,No,Premium Value,Single Payment
ORD_0013429,1,Credit_card,3,1634.22,Yes,Premium Value,Short Term EMI
ORD_0013434,2,Boleto,1,89.33,No,Low Value,Single Payment
ORD_0013456,1,Credit_card,1,321.28,No,Medium Value,Single Payment
ORD_0013465,1,Credit_card,1,1653.95,No,Premium Value,Single Payment
ORD_0013471,1,Debit_card,6,390.15,Yes,Medium Value,Medium Term EMI
ORD_0013485,1,Boleto,1,1028.5,No,Premium Value,Single Payment
ORD_0013509,1,Credit_card,6,2252.33,Yes,Premium Value,Medium Term EMI
ORD_0013512,1,Boleto,2,818.98,Yes,High Value,Short Term EMI
ORD_0013514,1,Credit_card,2,1957.41,Yes,Premium Value,Short Term EMI
ORD_0013540,2,Credit_card,6,81.62,Yes,Low Value,Medium Term EMI
ORD_0013581,1,Credit_card,6,2456.05,Yes,Premium Value,Medium Term EMI
ORD_0013585,1,Credit_card,3,2339.74,Yes,Premium Value,Short Term EMI
ORD_0013586,1,Voucher,2,2632.57,Yes,Premium Value,Short Term EMI
ORD_0013604,1,Boleto,1,2675.38,No,Premium Value,Single Payment
ORD_0013623,1,Debit_card,3,2838.66,Yes,Premium Value,Short Term EMI
ORD_0013631,1,Voucher,1,212,No,Medium Value,Single Payment
ORD_0013633,1,Credit_card,6,50.46,Yes,Low Value,Medium Term EMI
ORD_0013635,1,Debit_card,2,1533.78,Yes,Premium Value,Short Term EMI
ORD_0013645,1,Debit_card,6,2563.76,Yes,Premium Value,Medium Term EMI
ORD_0013687,1,Boleto,2,75.27,Yes,Low Value,Short Term EMI
ORD_0013714,2,Credit_card,12,41.36,Yes,Low Value,Long Term EMI
ORD_0013765,1,Credit_card,1,2452.83,No,Premium Value,Single Payment
ORD_0013767,1,Credit_card,3,2824.56,Yes,Premium Value,Short Term EMI
ORD_0013777,2,Voucher,1,38.82,No,Low Value,Single Payment
ORD_0013787,1,Credit_card,2,2938.9,Yes,Premium Value,Short Term EMI
ORD_0013794,2,Voucher,3,13.75,Yes,Low Value,Short Term EMI
ORD_0013830,1,Voucher,1,1334.03,No,Premium Value,Single Payment
ORD_0013833,1,Credit_card,3,720.39,Yes,High Value,Short Term EMI
ORD_0013842,1,Credit_card,6,927.72,Yes,High Value,Medium Term EMI
ORD_0013882,2,Credit_card,6,16.47,Yes,Low Value,Medium Term EMI
ORD_0013891,1,Boleto,2,2646.19,Yes,Premium Value,Short Term EMI
ORD_0013898,1,Credit_card,3,333.71,Yes,Medium Value,Short Term EMI
ORD_0013899,1,Credit_card,1,1090.87,No,Premium Value,Single Payment
ORD_0013901,1,Boleto,1,2861.73,No,Premium Value,Single Payment
ORD_0013909,1,Voucher,2,2893.84,Yes,Premium Value,Short Term EMI
ORD_0013939,1,Boleto,6,889.45,Yes,High Value,Medium Term EMI
ORD_0013974,1,Voucher,6,2231.56,Yes,Premium Value,Medium Term EMI
ORD_0013989,1,Credit_card,1,589.23,No,High Value,Single Payment
ORD_0013995,1,Debit_card,2,1467.58,Yes,Premium Value,Short Term EMI
ORD_0014004,1,Credit_card,6,1727.16,Yes,Premium Value,Medium Term EMI
ORD_0014011,1,Credit_card,1,742.69,No,High Value,Single Payment
ORD_0014045,1,Credit_card,1,719.22,No,High Value,Single Payment
ORD_0014051,1,Debit_card,1,1421.86,No,Premium Value,Single Payment
ORD_0014052,1,Credit_card,6,1608.27,Yes,Premium Value,Medium Term EMI
ORD_0014069,1,Voucher,1,1020.55,No,Premium Value,Single Payment
ORD_0014078,1,Voucher,3,977.4,Yes,High Value,Short Term EMI
ORD_0014079,2,Credit_card,12,58.69,Yes,Low Value,Long Term EMI
ORD_0014080,1,Boleto,3,2170.88,Yes,Premium Value,Short Term EMI
ORD_0014113,1,Voucher,3,2540.77,Yes,Premium Value,Short Term EMI
ORD_0014134,1,Boleto,2,1101.45,Yes,Premium Value,Short Term EMI
ORD_0014136,1,Voucher,6,840.66,Yes,High Value,Medium Term EMI
ORD_0014154,1,Boleto,6,1909.7,Yes,Premium Value,Medium Term EMI
ORD_0014172,1,Credit_card,1,1037.38,No,Premium Value,Single Payment
ORD_0014175,1,Boleto,3,1026.97,Yes,Premium Value,Short Term EMI
ORD_0014180,1,Voucher,2,250.12,Yes,Medium Value,Short Term EMI
ORD_0014182,1,Boleto,2,721.85,Yes,High Value,Short Term EMI
ORD_0014186,2,Voucher,2,51.73,Yes,Low Value,Short Term EMI
ORD_0014191,2,Credit_card,1,89.72,No,Low Value,Single Payment
ORD_0014205,1,Boleto,12,2781.27,Yes,Premium Value,Long Term EMI
ORD_0014206,1,Debit_card,1,1127.42,No,Premium Value,Single Payment
ORD_0014219,1,Credit_card,3,221.33,Yes,Medium Value,Short Term EMI
ORD_0014239,1,Debit_card,1,2487.82,No,Premium Value,Single Payment
ORD_0014278,2,Credit_card,12,20.3,Yes,Low Value,Long Term EMI
ORD_0014296,2,Boleto,1,84.65,No,Low Value,Single Payment
ORD_0014308,2,Boleto,1,64.18,No,Low Value,Single Payment
ORD_0014321,2,Credit_card,1,85.35,No,Low Value,Single Payment
ORD_0014331,1,Boleto,6,878.89,Yes,High Value,Medium Term EMI
ORD_0014344,2,Voucher,12,83.9,Yes,Low Value,Long Term EMI
ORD_0014361,1,Credit_card,1,2305.2,No,Premium Value,Single Payment
ORD_0014396,1,Debit_card,1,2185.41,No,Premium Value,Single Payment
ORD_0014404,1,Voucher,1,2995.45,No,Premium Value,Single Payment
ORD_0014443,1,Credit_card,1,2019.44,No,Premium Value,Single Payment
ORD_0014456,1,Credit_card,2,2292.42,Yes,Premium Value,Short Term EMI
ORD_0014467,1,Credit_card,2,427.6,Yes,Medium Value,Short Term EMI
ORD_0014470,1,Debit_card,1,2199.03,No,Premium Value,Single Payment
ORD_0014496,1,Credit_card,12,385.23,Yes,Medium Value,Long Term EMI
ORD_0014500,1,Credit_card,6,1613.09,Yes,Premium Value,Medium Term EMI
ORD_0014503,1,Debit_card,1,553.65,No,High Value,Single Payment
ORD_0014533,1,Credit_card,3,627.99,Yes,High Value,Short Term EMI
ORD_0014539,2,Credit_card,12,96.65,Yes,Low Value,Long Term EMI
ORD_0014559,1,Credit_card,3,2933.66,Yes,Premium Value,Short Term EMI
ORD_0014569,1,Debit_card,1,381.17,No,Medium Value,Single Payment
ORD_0014570,1,Credit_card,1,704.27,No,High Value,Single Payment
ORD_0014578,1,Debit_card,1,1979.95,No,Premium Value,Single Payment
ORD_0014622,2,Debit_card,1,95.08,No,Low Value,Single Payment
ORD_0014635,1,Voucher,6,2538.07,Yes,Premium Value,Medium Term EMI
ORD_0014663,2,Voucher,1,78.82,No,Low Value,Single Payment
ORD_0014673,2,Credit_card,1,52.14,No,Low Value,Single Payment
ORD_0014740,1,Voucher,1,1908.86,No,Premium Value,Single Payment
ORD_0014747,1,Boleto,1,2869.75,No,Premium Value,Single Payment
ORD_0014760,1,Credit_card,1,1079.79,No,Premium Value,Single Payment
ORD_0014786,1,Credit_card,3,100.49,Yes,Medium Value,Short Term EMI
ORD_0014815,1,Credit_card,1,1859.35,No,Premium Value,Single Payment
ORD_0014817,1,Boleto,1,505.05,No,High Value,Single Payment
ORD_0014822,1,Debit_card,6,1531.15,Yes,Premium Value,Medium Term EMI
ORD_0014830,1,Voucher,2,2852.34,Yes,Premium Value,Short Term EMI
ORD_0014833,1,Boleto,1,1809.87,No,Premium Value,Single Payment
ORD_0014836,1,Boleto,12,1455.02,Yes,Premium Value,Long Term EMI
ORD_0014843,1,Credit_card,6,369.37,Yes,Medium Value,Medium Term EMI
ORD_0014869,1,Boleto,1,1967.56,No,Premium Value,Single Payment
ORD_0014880,1,Credit_card,12,601.52,Yes,High Value,Long Term EMI
ORD_0014883,1,Debit_card,2,684.19,Yes,High Value,Short Term EMI
ORD_0014909,1,Credit_card,6,1605.13,Yes,Premium Value,Medium Term EMI
ORD_0014913,2,Credit_card,2,62.12,Yes,Low Value,Short Term EMI
ORD_0014918,1,Credit_card,12,2539.25,Yes,Premium Value,Long Term EMI
ORD_0014934,1,Credit_card,1,2071.93,No,Premium Value,Single Payment
ORD_0014951,1,Credit_card,2,899.89,Yes,High Value,Short Term EMI
ORD_0014964,1,Credit_card,12,319.59,Yes,Medium Value,Long Term EMI
ORD_0014981,1,Voucher,1,882.88,No,High Value,Single Payment
ORD_0014987,1,Credit_card,1,172.34,No,Medium Value,Single Payment
ORD_0014988,1,Boleto,1,451.35,No,Medium Value,Single Payment
ORD_0014989,1,Voucher,12,1981.9,Yes,Premium Value,Long Term EMI
ORD_0014999,1,Credit_card,2,2967.13,Yes,Premium Value,Short Term EMI
ORD_0015002,2,Credit_card,1,12.11,No,Low Value,Single Payment
ORD_0015005,1,Credit_card,12,1059.92,Yes,Premium Value,Long Term EMI
ORD_0015018,1,Credit_card,1,1338.9,No,Premium Value,Single Payment
ORD_0015056,2,Voucher,1,38.24,No,Low Value,Single Payment
ORD_0015091,1,Credit_card,1,686.49,No,High Value,Single Payment
ORD_0015113,2,Debit_card,12,40,Yes,Low Value,Long Term EMI
ORD_0015122,1,Boleto,2,351.57,Yes,Medium Value,Short Term EMI
ORD_0015131,1,Voucher,1,491.25,No,Medium Value,Single Payment
ORD_0015132,1,Boleto,6,2190.13,Yes,Premium Value,Medium Term EMI
ORD_0015151,1,Debit_card,1,2483.01,No,Premium Value,Single Payment
ORD_0015155,1,Voucher,12,1959.71,Yes,Premium Value,Long Term EMI
ORD_0015158,1,Credit_card,12,2968.79,Yes,Premium Value,Long Term EMI
ORD_0015178,1,Voucher,3,1914.11,Yes,Premium Value,Short Term EMI
ORD_0015188,1,Credit_card,2,1003.38,Yes,Premium Value,Short Term EMI
ORD_0015198,1,Debit_card,1,835.47,No,High Value,Single Payment
ORD_0015199,1,Credit_card,1,1945.88,No,Premium Value,Single Payment
ORD_0015265,1,Credit_card,1,1166.76,No,Premium Value,Single Payment
ORD_0015277,1,Credit_card,6,2516.35,Yes,Premium Value,Medium Term EMI
ORD_0015337,2,Voucher,1,36.25,No,Low Value,Single Payment
ORD_0015342,1,Credit_card,3,2920.92,Yes,Premium Value,Short Term EMI
ORD_0015365,1,Credit_card,1,2431.89,No,Premium Value,Single Payment
ORD_0015367,1,Credit_card,12,1764.67,Yes,Premium Value,Long Term EMI
ORD_0015380,1,Credit_card,1,2491.58,No,Premium Value,Single Payment
ORD_0015390,1,Boleto,12,2861.4,Yes,Premium Value,Long Term EMI
ORD_0015400,1,Debit_card,3,2729.26,Yes,Premium Value,Short Term EMI
ORD_0015405,2,Voucher,1,14.23,No,Low Value,Single Payment
ORD_0015418,2,Credit_card,12,62.9,Yes,Low Value,Long Term EMI
ORD_0015421,1,Credit_card,1,1898.69,No,Premium Value,Single Payment
ORD_0015432,1,Credit_card,1,986,No,High Value,Single Payment
ORD_0015433,1,Credit_card,6,261.17,Yes,Medium Value,Medium Term EMI
ORD_0015445,2,Voucher,2,86.81,Yes,Low Value,Short Term EMI
ORD_0015476,1,Voucher,2,1628.72,Yes,Premium Value,Short Term EMI
ORD_0015494,2,Boleto,12,15.97,Yes,Low Value,Long Term EMI
ORD_0015498,1,Debit_card,1,769.57,No,High Value,Single Payment
ORD_0015539,2,Credit_card,6,12.57,Yes,Low Value,Medium Term EMI
ORD_0015554,2,Voucher,2,52.71,Yes,Low Value,Short Term EMI
ORD_0015565,1,Credit_card,1,1324.22,No,Premium Value,Single Payment
ORD_0015605,1,Credit_card,6,2738.83,Yes,Premium Value,Medium Term EMI
ORD_0015646,1,Credit_card,1,2688.61,No,Premium Value,Single Payment
ORD_0015652,1,Credit_card,6,2258.43,Yes,Premium Value,Medium Term EMI
ORD_0015667,1,Boleto,1,2385.74,No,Premium Value,Single Payment
ORD_0015668,1,Debit_card,1,2356.55,No,Premium Value,Single Payment
ORD_0015671,1,Debit_card,1,2306.23,No,Premium Value,Single Payment
ORD_0015690,1,Voucher,1,750.66,No,High Value,Single Payment
ORD_0015744,1,Voucher,1,1563.77,No,Premium Value,Single Payment
ORD_0015748,2,Credit_card,1,99.88,No,Low Value,Single Payment
ORD_0015753,1,Credit_card,12,2708.79,Yes,Premium Value,Long Term EMI
ORD_0015797,1,Debit_card,1,452.45,No,Medium Value,Single Payment
ORD_0015805,1,Credit_card,2,1782.07,Yes,Premium Value,Short Term EMI
ORD_0015808,1,Debit_card,1,2901.71,No,Premium Value,Single Payment
ORD_0015815,1,Voucher,6,1750.42,Yes,Premium Value,Medium Term EMI
ORD_0015819,1,Debit_card,1,2857.11,No,Premium Value,Single Payment
ORD_0015853,2,Credit_card,1,35.74,No,Low Value,Single Payment
ORD_0015876,1,Credit_card,2,632.55,Yes,High Value,Short Term EMI
ORD_0015921,1,Boleto,1,1564.31,No,Premium Value,Single Payment
ORD_0015936,1,Credit_card,6,2700.42,Yes,Premium Value,Medium Term EMI
ORD_0015947,1,Voucher,1,1396.7,No,Premium Value,Single Payment
ORD_0015960,1,Debit_card,2,2221.68,Yes,Premium Value,Short Term EMI
ORD_0015974,1,Voucher,12,262.65,Yes,Medium Value,Long Term EMI
ORD_0015979,1,Voucher,1,1426.81,No,Premium Value,Single Payment
ORD_0015981,1,Credit_card,1,2497.13,No,Premium Value,Single Payment
ORD_0015994,1,Voucher,6,875.76,Yes,High Value,Medium Term EMI
ORD_0016001,1,Debit_card,1,1067.52,No,Premium Value,Single Payment
ORD_0016027,1,Credit_card,1,1673.1,No,Premium Value,Single Payment
ORD_0016032,1,Voucher,1,1309.25,No,Premium Value,Single Payment
ORD_0016036,1,Boleto,2,2212.14,Yes,Premium Value,Short Term EMI
ORD_0016053,1,Credit_card,1,1879.33,No,Premium Value,Single Payment
ORD_0016068,1,Credit_card,1,1134,No,Premium Value,Single Payment
ORD_0016077,1,Credit_card,1,2762.69,No,Premium Value,Single Payment
ORD_0016079,1,Credit_card,1,2749.57,No,Premium Value,Single Payment
ORD_0016090,2,Boleto,3,24.92,Yes,Low Value,Short Term EMI
ORD_0016116,2,Credit_card,2,11.57,Yes,Low Value,Short Term EMI
ORD_0016168,1,Boleto,3,870.39,Yes,High Value,Short Term EMI
ORD_0016174,1,Credit_card,12,1246.24,Yes,Premium Value,Long Term EMI
ORD_0016182,1,Boleto,6,2645.46,Yes,Premium Value,Medium Term EMI
ORD_0016197,1,Boleto,6,911.35,Yes,High Value,Medium Term EMI
ORD_0016205,1,Voucher,12,613.36,Yes,High Value,Long Term EMI
ORD_0016222,1,Credit_card,6,2009.13,Yes,Premium Value,Medium Term EMI
ORD_0016224,1,Credit_card,1,2430.99,No,Premium Value,Single Payment
ORD_0016274,2,Debit_card,2,20.65,Yes,Low Value,Short Term EMI
ORD_0016275,1,Credit_card,3,2723.97,Yes,Premium Value,Short Term EMI
ORD_0016295,1,Debit_card,1,2464.17,No,Premium Value,Single Payment
ORD_0016341,1,Credit_card,3,797.45,Yes,High Value,Short Term EMI
ORD_0016346,1,Credit_card,3,1661.9,Yes,Premium Value,Short Term EMI
ORD_0016348,1,Credit_card,2,1733.18,Yes,Premium Value,Short Term EMI
ORD_0016350,1,Debit_card,3,2761.75,Yes,Premium Value,Short Term EMI
ORD_0016353,1,Credit_card,2,252.88,Yes,Medium Value,Short Term EMI
ORD_0016367,1,Boleto,3,395.96,Yes,Medium Value,Short Term EMI
ORD_0016374,1,Boleto,3,1146.91,Yes,Premium Value,Short Term EMI
ORD_0016394,1,Debit_card,12,2710.02,Yes,Premium Value,Long Term EMI
ORD_0016407,1,Credit_card,1,625.57,No,High Value,Single Payment
ORD_0016416,1,Voucher,1,2945.12,No,Premium Value,Single Payment
ORD_0016417,2,Credit_card,1,53.29,No,Low Value,Single Payment
ORD_0016426,1,Credit_card,3,2858.98,Yes,Premium Value,Short Term EMI
ORD_0016458,1,Credit_card,2,2253.25,Yes,Premium Value,Short Term EMI
ORD_0016475,2,Credit_card,1,19.64,No,Low Value,Single Payment
ORD_0016476,1,Voucher,2,1594.35,Yes,Premium Value,Short Term EMI
ORD_0016505,1,Boleto,1,595.14,No,High Value,Single Payment
ORD_0016525,1,Boleto,1,2159.26,No,Premium Value,Single Payment
ORD_0016545,1,Voucher,1,1090.53,No,Premium Value,Single Payment
ORD_0016557,1,Boleto,6,2947.68,Yes,Premium Value,Medium Term EMI
ORD_0016573,1,Voucher,12,1782.59,Yes,Premium Value,Long Term EMI
ORD_0016584,1,Credit_card,6,2920,Yes,Premium Value,Medium Term EMI
ORD_0016603,1,Debit_card,3,2028.88,Yes,Premium Value,Short Term EMI
ORD_0016606,1,Credit_card,6,1558.71,Yes,Premium Value,Medium Term EMI
ORD_0016617,1,Credit_card,1,1140.96,No,Premium Value,Single Payment
ORD_0016625,1,Credit_card,12,2023.83,Yes,Premium Value,Long Term EMI
ORD_0016655,1,Credit_card,3,641.77,Yes,High Value,Short Term EMI
ORD_0016663,1,Credit_card,3,2142.5,Yes,Premium Value,Short Term EMI
ORD_0016665,1,Credit_card,1,1344.91,No,Premium Value,Single Payment
ORD_0016688,1,Credit_card,2,2782.43,Yes,Premium Value,Short Term EMI
ORD_0016699,1,Credit_card,3,2811.86,Yes,Premium Value,Short Term EMI
ORD_0016714,1,Voucher,1,1001.85,No,Premium Value,Single Payment
ORD_0016726,1,Credit_card,3,1673.83,Yes,Premium Value,Short Term EMI
ORD_0016752,1,Debit_card,12,703.97,Yes,High Value,Long Term EMI
ORD_0016754,2,Credit_card,2,17.72,Yes,Low Value,Short Term EMI
ORD_0016756,1,Credit_card,6,2150.87,Yes,Premium Value,Medium Term EMI
ORD_0016769,1,Credit_card,6,367.21,Yes,Medium Value,Medium Term EMI
ORD_0016780,1,Credit_card,1,608.96,No,High Value,Single Payment
ORD_0016783,1,Debit_card,1,734.99,No,High Value,Single Payment
ORD_0016792,1,Voucher,1,1483.06,No,Premium Value,Single Payment
ORD_0016804,1,Boleto,1,2820.33,No,Premium Value,Single Payment
ORD_0016830,1,Credit_card,3,1516.89,Yes,Premium Value,Short Term EMI
ORD_0016840,1,Credit_card,1,1678.72,No,Premium Value,Single Payment
ORD_0016849,1,Voucher,6,501.64,Yes,High Value,Medium Term EMI
ORD_0016868,1,Credit_card,1,686.13,No,High Value,Single Payment
ORD_0016912,1,Voucher,3,1038.87,Yes,Premium Value,Short Term EMI
ORD_0016922,2,Voucher,1,32,No,Low Value,Single Payment
ORD_0016932,1,Debit_card,3,83.83,Yes,Low Value,Short Term EMI
ORD_0016936,1,Voucher,6,172.53,Yes,Medium Value,Medium Term EMI
ORD_0016938,2,Credit_card,12,89.12,Yes,Low Value,Long Term EMI
ORD_0016954,1,Credit_card,2,2895.06,Yes,Premium Value,Short Term EMI
ORD_0016983,1,Voucher,6,1521.78,Yes,Premium Value,Medium Term EMI
ORD_0016987,1,Credit_card,1,2963.12,No,Premium Value,Single Payment
ORD_0016993,1,Credit_card,1,2406.55,No,Premium Value,Single Payment
