order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD_0001641,1,credit_card,2,814.71
ORD_0001642,1,voucher,2,1439.35
ORD_0001642,2,credit_card,1,33.39
ORD_0001643,1,credit_card,6,2223.23
ORD_0001644,1,debit_card,2,839.93
ORD_0001645,1,credit_card,1,119.1
ORD_0001645,2,credit_card,6,78.56
ORD_0001646,1,credit_card,12,458.38
ORD_0001647,1,credit_card,12,2919.52
ORD_0001648,1,credit_card,1,778.94
ORD_0001649,1,credit_card,1,648.81
ORD_0001649,2,debit_card,6,75.66
ORD_0001650,1,credit_card,1,2958.28
ORD_0001651,1,debit_card,6,298.41
ORD_0001652,1,debit_card,1,2081.34
ORD_0001653,1,debit_card,1,706.89
ORD_0001654,1,debit_card,3,1411.25
ORD_0001655,1,credit_card,12,1137.3
ORD_0001656,1,credit_card,1,1329.38
ORD_0001657,1,credit_card,1,2089.12
ORD_0001658,1,credit_card,2,1266.55
ORD_0001659,1,credit_card,6,1273.26
ORD_0001660,1,voucher,12,94.33
ORD_0001661,1,voucher,12,424.06
ORD_0001661,2,boleto,1,25.77
ORD_0001662,1,credit_card,6,2200.73
ORD_0001663,1,credit_card,1,567.93
ORD_0001664,1,voucher,2,1546.13
ORD_0001665,1,debit_card,1,1826.33
ORD_0001666,1,credit_card,1,2183.73
ORD_0001667,1,credit_card,1,897.72
ORD_0001668,1,credit_card,6,1197.21
ORD_0001669,1,debit_card,1,1413.43
ORD_0001670,1,debit_card,3,1231.12
ORD_0001671,1,debit_card,2,733.23
ORD_0001672,1,credit_card,12,505.35
ORD_0001672,2,credit_card,6,86.28
ORD_0001673,1,credit_card,3,882.58
ORD_0001673,2,boleto,1,39.04
ORD_0001674,1,credit_card,1,574.99
ORD_0001675,1,credit_card,1,2665.05
ORD_0001676,1,credit_card,1,1154.77
ORD_0001677,1,voucher,3,1161.78
ORD_0001677,2,voucher,2,20.1
ORD_0001678,1,debit_card,1,1438.02
ORD_0001679,1,boleto,2,644.88
ORD_0001679,2,credit_card,1,49.26
ORD_0001680,1,voucher,6,1484.1
ORD_0001680,2,credit_card,1,66.78
ORD_0001681,1,debit_card,3,1171.19
ORD_0001682,1,voucher,1,597.04
ORD_0001683,1,credit_card,1,42.01
ORD_0001684,1,boleto,12,2566.78
ORD_0001685,1,credit_card,1,256.76
ORD_0001686,1,credit_card,6,2243.8
ORD_0001687,1,boleto,3,807.94
ORD_0001687,2,voucher,12,24.61
ORD_0001688,1,boleto,6,1708.43
ORD_0001689,1,credit_card,1,951.91
ORD_0001690,1,credit_card,1,1817.75
ORD_0001691,1,credit_card,3,2253.76
ORD_0001692,1,boleto,12,745.43
ORD_0001693,1,debit_card,12,839.89
ORD_0001694,1,boleto,6,423.51
ORD_0001695,1,voucher,3,474.25
ORD_0001696,1,credit_card,12,2333.75
ORD_0001697,1,credit_card,12,578.81
ORD_0001698,1,credit_card,2,1422.85
ORD_0001699,1,voucher,1,2008.06
ORD_0001700,1,credit_card,1,2580.2
ORD_0001701,1,boleto,6,2977.96
ORD_0001702,1,credit_card,1,732.18
ORD_0001703,1,credit_card,12,1456.52
ORD_0001703,2,credit_card,3,59.52
ORD_0001704,1,debit_card,6,2104.19
ORD_0001705,1,credit_card,6,2751.54
ORD_0001706,1,credit_card,3,1820.33
ORD_0001707,1,boleto,1,1527.68
ORD_0001707,2,credit_card,1,86.2
ORD_0001708,1,credit_card,2,2900.64
ORD_0001709,1,debit_card,3,2105.31
ORD_0001710,1,debit_card,1,1820.67
ORD_0001711,1,boleto,3,2083.2
ORD_0001712,1,credit_card,6,1302.89
ORD_0001713,1,boleto,3,1583.39
ORD_0001714,1,voucher,3,1219.61
ORD_0001715,1,credit_card,3,2924.37
ORD_0001715,2,credit_card,2,62.31
ORD_0001716,1,boleto,1,1613.75
ORD_0001716,2,voucher,1,40.27
ORD_0001717,1,debit_card,6,696.56
ORD_0001718,1,credit_card,12,1004.4
ORD_0001719,1,credit_card,2,1235.38
ORD_0001720,1,credit_card,6,1847.01
ORD_0001721,1,credit_card,1,822.23
ORD_0001722,1,credit_card,1,2433.19
ORD_0001722,2,credit_card,12,54.37
ORD_0001723,1,boleto,6,715.42
ORD_0001724,1,voucher,12,383.32
ORD_0001725,1,boleto,12,731.15
ORD_0001726,1,credit_card,1,170.74
ORD_0001727,1,credit_card,3,429.1
ORD_0001727,2,credit_card,12,90.55
ORD_0001728,1,credit_card,6,1486.04
ORD_0001729,1,credit_card,1,2407.87
ORD_0001730,1,credit_card,12,2723.15
ORD_0001731,1,boleto,1,749.32
ORD_0001732,1,boleto,2,770.44
ORD_0001733,1,voucher,1,2452.01
ORD_0001734,1,credit_card,12,2831.08
ORD_0001734,2,voucher,12,80.92
ORD_0001735,1,credit_card,1,1490.79
ORD_0001736,1,debit_card,12,1812.43
ORD_0001737,1,boleto,2,1471.02
ORD_0001738,1,credit_card,1,2264.77
ORD_0001739,1,debit_card,6,2428.85
ORD_0001740,1,voucher,12,1958.91
ORD_0001741,1,credit_card,1,222.24
ORD_0001742,1,boleto,1,657.19
ORD_0001743,1,voucher,1,1889.75
ORD_0001744,1,credit_card,3,849.44
ORD_0001745,1,debit_card,2,245.75
ORD_0001746,1,credit_card,1,708.37
ORD_0001747,1,credit_card,1,1710.22
ORD_0001747,2,voucher,2,38.27
ORD_0001748,1,credit_card,12,342.65
ORD_0001749,1,credit_card,2,660.73
ORD_0001750,1,credit_card,1,2996.91
ORD_0001751,1,credit_card,3,888.83
ORD_0001752,1,boleto,6,1472.73
ORD_0001753,1,credit_card,1,681.82
ORD_0001754,1,boleto,2,2030.45
ORD_0001755,1,voucher,1,1597.8
ORD_0001756,1,credit_card,3,1314.51
ORD_0001757,1,credit_card,1,1138.13
ORD_0001758,1,credit_card,1,2917.28
ORD_0001759,1,credit_card,6,2696.32
ORD_0001759,2,debit_card,1,22.14
ORD_0001760,1,credit_card,12,2941.72
ORD_0001761,1,credit_card,1,1836.42
ORD_0001762,1,boleto,1,49.65
ORD_0001762,2,credit_card,1,23.42
ORD_0001763,1,debit_card,6,2122
ORD_0001764,1,credit_card,1,2780.34
ORD_0001765,1,credit_card,3,2853.6
ORD_0001766,1,credit_card,1,1696.17
ORD_0001767,1,voucher,1,1958.18
ORD_0001768,1,credit_card,1,553.43
ORD_0001769,1,voucher,1,2150.48
ORD_0001770,1,debit_card,3,1209.34
ORD_0001771,1,voucher,1,2617.99
ORD_0001772,1,voucher,6,2971.66
ORD_0001773,1,credit_card,3,959.66
ORD_0001773,2,credit_card,1,81.74
ORD_0001774,1,debit_card,6,1400.91
ORD_0001775,1,voucher,3,1983.62
ORD_0001776,1,credit_card,3,166.27
ORD_0001777,1,debit_card,12,1215.7
ORD_0001778,1,credit_card,1,1877.89
ORD_0001778,2,credit_card,3,53.23
ORD_0001779,1,credit_card,3,2594.91
ORD_0001780,1,voucher,6,1102.48
ORD_0001780,2,voucher,2,30.35
ORD_0001781,1,voucher,1,1787.79
ORD_0001781,2,credit_card,1,11.72
ORD_0001782,1,credit_card,3,2650.46
ORD_0001783,1,credit_card,3,662.33
ORD_0001784,1,debit_card,12,644.02
ORD_0001785,1,credit_card,1,2678.48
ORD_0001786,1,voucher,1,1741.75
ORD_0001787,1,credit_card,1,2190.41
ORD_0001788,1,credit_card,3,1887.54
ORD_0001789,1,credit_card,1,2116.18
ORD_0001790,1,credit_card,1,2719.36
ORD_0001791,1,credit_card,1,525.18
ORD_0001792,1,credit_card,6,121.33
ORD_0001793,1,voucher,12,2246.15
ORD_0001794,1,credit_card,1,286.12
ORD_0001795,1,credit_card,2,1583.36
ORD_0001796,1,credit_card,1,209.95
ORD_0001797,1,debit_card,3,1549.93
ORD_0001797,2,voucher,2,56.14
ORD_0001798,1,credit_card,2,912.99
ORD_0001799,1,boleto,2,1327.19
ORD_0001800,1,voucher,2,1873.71
ORD_0001801,1,boleto,1,516.25
ORD_0001801,2,credit_card,1,29.26
ORD_0001802,1,voucher,3,1379.52
ORD_0001803,1,debit_card,1,265.12
ORD_0001803,2,credit_card,2,85.95
ORD_0001804,1,credit_card,3,286.67
ORD_0001804,2,credit_card,1,81.08
ORD_0001805,1,voucher,1,642.06
ORD_0001806,1,credit_card,6,2545.79
ORD_0001807,1,credit_card,1,2773.11
ORD_0001808,1,credit_card,2,962.97
ORD_0001809,1,debit_card,12,2658.9
ORD_0001810,1,credit_card,2,2945.13
ORD_0001811,1,credit_card,1,1365.26
ORD_0001812,1,boleto,1,1373.2
ORD_0001813,1,debit_card,12,838.91
ORD_0001814,1,credit_card,1,1228.92
ORD_0001815,1,boleto,1,2951.15
ORD_0001815,2,credit_card,1,32.9
ORD_0001816,1,credit_card,3,528.08
ORD_0001817,1,credit_card,12,234.57
ORD_0001818,1,voucher,12,1105.48
ORD_0001819,1,debit_card,1,2477.29
ORD_0001820,1,voucher,1,1025.87
ORD_0001821,1,credit_card,1,1810.72
ORD_0001822,1,credit_card,1,1534.32
ORD_0001822,2,credit_card,1,66.71
ORD_0001823,1,credit_card,12,1712.37
ORD_0001824,1,credit_card,2,293.26
ORD_0001825,1,credit_card,2,1060.52
ORD_0001826,1,voucher,1,747.45
ORD_0001827,1,credit_card,12,2084.37
ORD_0001828,1,boleto,3,223.24
ORD_0001829,1,debit_card,2,343.81
ORD_0001829,2,boleto,1,66.29
ORD_0001830,1,debit_card,1,813.23
ORD_0001831,1,credit_card,1,1359.58
ORD_0001832,1,credit_card,1,330.86
ORD_0001833,1,credit_card,2,2685.96
ORD_0001833,2,voucher,12,80.11
ORD_0001834,1,boleto,6,1496.69
ORD_0001835,1,credit_card,1,2659.26
ORD_0001836,1,credit_card,3,1749.14
ORD_0001837,1,voucher,1,457.83
ORD_0001838,1,voucher,6,2609.63
ORD_0001838,2,credit_card,2,15.05
ORD_0001839,1,credit_card,12,2452.01
ORD_0001840,1,boleto,3,1918.93
ORD_0001841,1,credit_card,1,2624.27
ORD_0001841,2,voucher,3,48.51
ORD_0001842,1,credit_card,3,1169.03
ORD_0001843,1,debit_card,3,2535.48
ORD_0001843,2,credit_card,1,63.77
ORD_0001844,1,credit_card,1,1273.77
ORD_0001845,1,credit_card,1,2578.34
ORD_0001846,1,debit_card,12,2371.9
ORD_0001846,2,debit_card,6,66.45
ORD_0001847,1,credit_card,1,443.62
ORD_0001848,1,debit_card,6,2886.9
ORD_0001849,1,boleto,2,2356.2
ORD_0001849,2,credit_card,2,70.62
ORD_0001850,1,credit_card,2,875.97
ORD_0001851,1,credit_card,1,1392.71
ORD_0001852,1,boleto,1,798.19
ORD_0001853,1,debit_card,2,2118.11
ORD_0001853,2,boleto,2,69.26
ORD_0001854,1,boleto,1,1506.25
ORD_0001855,1,credit_card,2,1362.37
ORD_0001855,2,credit_card,2,15.51
ORD_0001856,1,credit_card,3,360.36
ORD_0001857,1,boleto,2,2240.23
ORD_0001858,1,credit_card,12,1850.1
ORD_0001859,1,credit_card,6,1460.01
ORD_0001860,1,credit_card,3,1304.08
ORD_0001860,2,debit_card,3,84.58
ORD_0001861,1,boleto,1,1499.9
ORD_0001862,1,voucher,12,934.05
ORD_0001863,1,credit_card,3,552.08
ORD_0001864,1,credit_card,12,1864.62
ORD_0001865,1,credit_card,6,2429.96
ORD_0001866,1,credit_card,1,1685.63
ORD_0001867,1,voucher,6,802
ORD_0001868,1,debit_card,6,1969.82
ORD_0001869,1,credit_card,1,1717.44
ORD_0001870,1,boleto,2,722.05
ORD_0001871,1,voucher,6,571.36
ORD_0001872,1,voucher,3,1582.9
ORD_0001873,1,credit_card,1,378.79
ORD_0001874,1,boleto,6,834.4
ORD_0001875,1,credit_card,6,1099.56
ORD_0001876,1,boleto,2,1690.11
ORD_0001876,2,credit_card,12,93.02
ORD_0001877,1,credit_card,1,2300.3
ORD_0001878,1,voucher,1,1999.65
ORD_0001878,2,boleto,1,54.36
ORD_0001879,1,credit_card,1,206.62
ORD_0001880,1,voucher,1,2251.86
ORD_0001881,1,debit_card,1,1841.67
ORD_0001882,1,credit_card,12,708.73
ORD_0001883,1,boleto,1,1612.99
ORD_0001884,1,credit_card,2,1386.23
ORD_0001885,1,boleto,1,1429.36
ORD_0001886,1,credit_card,3,1314.62
ORD_0001887,1,debit_card,3,2326.44
ORD_0001888,1,credit_card,3,1024.59
ORD_0001889,1,credit_card,1,1941.28
ORD_0001890,1,voucher,12,2329.57
ORD_0001891,1,debit_card,6,1323.47
ORD_0001892,1,credit_card,3,261.28
ORD_0001893,1,credit_card,1,1006.53
ORD_0001894,1,credit_card,12,2331.09
ORD_0001895,1,debit_card,6,846.33
ORD_0001896,1,debit_card,1,1098.04
ORD_0001897,1,credit_card,2,1318.78
ORD_0001898,1,credit_card,1,1865.23
ORD_0001899,1,credit_card,1,2692.6
ORD_0001900,1,voucher,1,313.79
ORD_0001901,1,voucher,1,2185.94
ORD_0001902,1,credit_card,12,2217.86
ORD_0001903,1,credit_card,3,2936.24
ORD_0001903,2,debit_card,1,68.27
ORD_0001904,1,boleto,6,904.99
ORD_0001905,1,credit_card,1,1194.77
ORD_0001906,1,debit_card,12,2880.9
ORD_0001907,1,boleto,12,974.16
ORD_0001908,1,credit_card,6,1994.59
ORD_0001909,1,debit_card,1,223.63
ORD_0001910,1,credit_card,3,1303.78
ORD_0001911,1,debit_card,6,2113.97
ORD_0001912,1,credit_card,2,1539.05
ORD_0001913,1,boleto,6,2152.44
ORD_0001914,1,debit_card,1,573.99
ORD_0001915,1,credit_card,1,1988.63
ORD_0001916,1,debit_card,6,73.8
ORD_0001917,1,debit_card,6,2720.56
ORD_0001918,1,credit_card,6,1993.63
ORD_0001919,1,credit_card,1,1766.63
ORD_0001919,2,boleto,1,84.99
ORD_0001920,1,debit_card,2,1456.42
ORD_0001921,1,boleto,2,942.38
ORD_0001922,1,credit_card,1,1254.65
ORD_0001923,1,credit_card,2,2162.39
ORD_0001924,1,credit_card,1,965.99
ORD_0001925,1,boleto,1,2908.08
ORD_0001926,1,credit_card,1,2535.3
ORD_0001927,1,credit_card,1,775.01
ORD_0001928,1,boleto,3,1578.78
ORD_0001929,1,credit_card,1,2420.1
ORD_0001930,1,debit_card,2,73.6
ORD_0001931,1,voucher,1,318.03
ORD_0001932,1,credit_card,1,1338.4
ORD_0001933,1,boleto,2,571.51
ORD_0001934,1,credit_card,6,292.03
ORD_0001935,1,credit_card,12,1524
ORD_0001935,2,credit_card,2,88.59
ORD_0001936,1,debit_card,1,1393.63
ORD_0001937,1,debit_card,1,2759.17
ORD_0001938,1,boleto,12,1056
ORD_0001939,1,credit_card,2,1899.81
ORD_0001940,1,credit_card,1,428.26
ORD_0001941,1,voucher,3,2308.7
ORD_0001942,1,credit_card,12,2934.46
ORD_0001943,1,debit_card,1,2700.21
ORD_0001944,1,boleto,6,2549.85
ORD_0001945,1,credit_card,1,1311.71
ORD_0001945,2,voucher,1,26.55
ORD_0001946,1,boleto,6,1382.77
ORD_0001947,1,boleto,12,2638.05
ORD_0001948,1,credit_card,1,1778.56
ORD_0001949,1,debit_card,12,240.73
ORD_0001950,1,boleto,1,265.81
ORD_0001951,1,debit_card,2,1619.3
ORD_0001952,1,credit_card,1,812.54
ORD_0001953,1,boleto,2,1895
ORD_0001954,1,boleto,6,1645.34
ORD_0001955,1,credit_card,1,2858.74
ORD_0001955,2,credit_card,2,54.87
ORD_0001956,1,voucher,1,1563.36
ORD_0001957,1,boleto,1,1823.65
ORD_0001957,2,voucher,1,46.39
ORD_0001958,1,boleto,2,2433.79
ORD_0001958,2,debit_card,3,30.84
ORD_0001959,1,voucher,3,2636.98
ORD_0001960,1,credit_card,1,376.49
ORD_0001961,1,boleto,1,183.6
ORD_0001962,1,credit_card,1,699.05
ORD_0001963,1,credit_card,1,2107.98
ORD_0001964,1,debit_card,1,1597.21
ORD_0001965,1,boleto,1,1884.25
ORD_0001966,1,voucher,1,321.77
ORD_0001967,1,boleto,6,1258.46
ORD_0001968,1,voucher,3,2840.23
ORD_0001969,1,voucher,6,554.95
ORD_0001970,1,boleto,6,306.76
ORD_0001971,1,credit_card,6,2816.68
ORD_0001972,1,voucher,3,1187.31
ORD_0001973,1,voucher,2,2861.83
ORD_0001974,1,credit_card,12,2113.37
ORD_0001975,1,credit_card,1,92.13
ORD_0001976,1,boleto,6,1774.56
ORD_0001977,1,credit_card,12,350.68
ORD_0001977,2,credit_card,12,74.46
ORD_0001978,1,boleto,1,2541.61
ORD_0001979,1,credit_card,12,533.99
ORD_0001980,1,credit_card,3,309.82
ORD_0001981,1,credit_card,1,1411.83
ORD_0001982,1,voucher,3,2723.41
ORD_0001982,2,voucher,6,99.97
ORD_0001983,1,debit_card,1,1732.64
ORD_0001984,1,credit_card,1,491.95
ORD_0001985,1,debit_card,1,1326.28
ORD_0001986,1,boleto,1,1142.84
ORD_0001987,1,credit_card,1,1778.36
ORD_0001987,2,credit_card,12,72.15
ORD_0001988,1,credit_card,3,1996.73
ORD_0001988,2,boleto,2,39.31
ORD_0001989,1,boleto,1,2704.07
ORD_0001990,1,credit_card,1,2894.54
ORD_0001991,1,debit_card,1,2196.86
ORD_0001992,1,boleto,1,2684.06
ORD_0001993,1,credit_card,3,707.16
ORD_0001994,1,voucher,3,1889.77
ORD_0001995,1,boleto,1,1662.07
ORD_0001996,1,credit_card,2,2426.88
ORD_0001997,1,boleto,6,2325.19
ORD_0001998,1,credit_card,3,2331.41
ORD_0001999,1,boleto,1,488
ORD_0002000,1,credit_card,12,1030.51
ORD_0002000,2,credit_card,12,44
ORD_0002001,1,debit_card,2,767.83
ORD_0002002,1,credit_card,1,2735.32
ORD_0002003,1,boleto,1,2156.7
ORD_0002004,1,debit_card,2,2601.12
ORD_0002005,1,boleto,1,2353.61
ORD_0002006,1,debit_card,1,1604.04
ORD_0002006,2,debit_card,12,52.49
ORD_0002007,1,credit_card,12,2428.47
ORD_0002008,1,boleto,6,1376.39
ORD_0002009,1,boleto,6,607.41
ORD_0002010,1,boleto,6,192
ORD_0002011,1,credit_card,1,2274.45
ORD_0002012,1,boleto,1,916.61
ORD_0002013,1,credit_card,1,2437.26
ORD_0002013,2,debit_card,1,93.45
ORD_0002014,1,voucher,2,304.35
ORD_0002015,1,credit_card,1,2859.32
ORD_0002015,2,credit_card,6,78.77
ORD_0002016,1,credit_card,3,1779.39
ORD_0002017,1,voucher,1,1077.17
ORD_0002017,2,voucher,1,24.92
ORD_0002018,1,credit_card,12,1536.66
ORD_0002019,1,debit_card,1,598.26
ORD_0002020,1,debit_card,6,1487.88
ORD_0002020,2,voucher,3,45.71
ORD_0002021,1,credit_card,6,2847.48
ORD_0002022,1,credit_card,2,2507.88
ORD_0002023,1,credit_card,6,1551.82
ORD_0002024,1,credit_card,6,954.96
ORD_0002025,1,credit_card,1,505.91
ORD_0002026,1,credit_card,1,1465.9
ORD_0002026,2,credit_card,1,10.22
ORD_0002027,1,credit_card,3,2852.21
ORD_0002028,1,credit_card,6,2979.89
ORD_0002029,1,voucher,3,1421.81
ORD_0002030,1,voucher,3,2376.68
ORD_0002031,1,debit_card,12,739.26
ORD_0002032,1,voucher,6,100.54
ORD_0002033,1,credit_card,6,1788.78
ORD_0002034,1,credit_card,12,2704.16
ORD_0002035,1,credit_card,1,1188.2
ORD_0002036,1,boleto,6,288.95
ORD_0002036,2,credit_card,1,29.6
ORD_0002037,1,voucher,2,2490.21
ORD_0002038,1,credit_card,1,2613.45
ORD_0002039,1,credit_card,12,2668.46
ORD_0002040,1,credit_card,1,773.72
ORD_0002041,1,boleto,1,2074.4
ORD_0002042,1,credit_card,3,1392.44
ORD_0002043,1,boleto,3,662.72
ORD_0002044,1,credit_card,1,334.22
ORD_0002045,1,credit_card,1,1673.8
ORD_0002046,1,debit_card,6,920.44
ORD_0002047,1,credit_card,1,2677.17
ORD_0002048,1,voucher,1,1622.76
ORD_0002049,1,debit_card,6,1860.77
ORD_0002050,1,voucher,3,2583.38
ORD_0002051,1,boleto,1,2317.76
ORD_0002051,2,credit_card,1,11.33
ORD_0002052,1,credit_card,1,660
ORD_0002053,1,voucher,1,461.74
ORD_0002054,1,credit_card,2,2156.83
ORD_0002055,1,boleto,3,1764.92
ORD_0002056,1,credit_card,1,1372.62
ORD_0002056,2,credit_card,12,97.24
ORD_0002057,1,boleto,12,1050.1
ORD_0002058,1,credit_card,2,157.11
ORD_0002059,1,credit_card,1,577.18
ORD_0002059,2,credit_card,1,99.05
ORD_0002060,1,boleto,1,2705.7
ORD_0002061,1,voucher,3,864.45
ORD_0002062,1,boleto,12,2662.41
ORD_0002063,1,credit_card,6,2111.91
ORD_0002064,1,credit_card,1,1220.13
ORD_0002065,1,credit_card,1,1519.23
ORD_0002066,1,credit_card,6,2876.37
ORD_0002067,1,credit_card,3,934.12
ORD_0002068,1,debit_card,6,905.39
ORD_0002069,1,voucher,1,794.3
ORD_0002069,2,boleto,1,57.99
ORD_0002070,1,voucher,1,48.6
ORD_0002070,2,debit_card,2,16.67
ORD_0002071,1,credit_card,6,241.27
ORD_0002072,1,credit_card,1,979.8
ORD_0002073,1,boleto,3,685.15
ORD_0002074,1,credit_card,12,1799.26
ORD_0002075,1,credit_card,6,2065.41
ORD_0002076,1,voucher,12,935.94
ORD_0002077,1,voucher,6,567.11
ORD_0002078,1,debit_card,1,2601.35
ORD_0002079,1,credit_card,1,825.28
ORD_0002079,2,boleto,1,86.06
ORD_0002080,1,boleto,1,2159.27
ORD_0002080,2,voucher,12,40.3
ORD_0002081,1,credit_card,1,1441.6
ORD_0002081,2,voucher,3,99.26
ORD_0002082,1,credit_card,1,843.9
ORD_0002083,1,boleto,6,873.17
ORD_0002084,1,credit_card,3,2100.81
ORD_0002085,1,boleto,3,160.26
ORD_0002086,1,credit_card,2,82.33
ORD_0002087,1,debit_card,3,1380.19
ORD_0002087,2,debit_card,1,49.29
ORD_0002088,1,credit_card,6,890.53
ORD_0002088,2,credit_card,2,97.05
ORD_0002089,1,debit_card,1,2453.17
ORD_0002090,1,credit_card,6,1848.45
ORD_0002091,1,voucher,2,2236.37
ORD_0002092,1,credit_card,12,543.51
ORD_0002093,1,boleto,1,1883.33
ORD_0002094,1,debit_card,3,579.26
ORD_0002095,1,debit_card,2,2872.65
ORD_0002096,1,credit_card,3,788.76
ORD_0002097,1,credit_card,1,693.69
ORD_0002098,1,voucher,1,1829.44
ORD_0002099,1,voucher,1,2267.35
ORD_0002100,1,boleto,1,2596.34
ORD_0002101,1,boleto,1,196.48
ORD_0002102,1,credit_card,2,2685.44
ORD_0002103,1,credit_card,1,1768.26
ORD_0002104,1,boleto,1,746.01
ORD_0002105,1,credit_card,1,1092.86
ORD_0002106,1,credit_card,1,1326.48
ORD_0002107,1,credit_card,1,2142.1
ORD_0002108,1,voucher,1,144.67
ORD_0002109,1,debit_card,1,1575.43
ORD_0002110,1,credit_card,1,746.74
ORD_0002110,2,credit_card,3,80.16
ORD_0002111,1,credit_card,2,910.06
ORD_0002112,1,voucher,1,2268.5
ORD_0002113,1,credit_card,1,2100.99
ORD_0002113,2,voucher,1,33.04
ORD_0002114,1,voucher,1,641.92
ORD_0002115,1,boleto,1,1690.36
ORD_0002116,1,voucher,3,1386.32
ORD_0002117,1,credit_card,3,2430.24
ORD_0002118,1,debit_card,12,1846.35
ORD_0002119,1,voucher,1,2072.96
ORD_0002120,1,credit_card,3,1148.33
ORD_0002121,1,credit_card,2,2839.73
ORD_0002122,1,credit_card,1,2612.86
ORD_0002122,2,credit_card,3,60.58
ORD_0002123,1,credit_card,1,925.19
ORD_0002124,1,boleto,2,2513.14
ORD_0002125,1,debit_card,6,1636.57
ORD_0002126,1,credit_card,3,2901.01
ORD_0002127,1,credit_card,1,2252.7
ORD_0002128,1,credit_card,3,223.5
ORD_0002129,1,debit_card,1,2034.44
ORD_0002130,1,credit_card,12,2054.6
ORD_0002131,1,voucher,12,1345.03
ORD_0002132,1,voucher,1,147.31
ORD_0002133,1,voucher,1,1093.42
ORD_0002134,1,credit_card,3,2351.91
ORD_0002135,1,credit_card,12,1885.91
ORD_0002136,1,debit_card,1,2189.29
ORD_0002137,1,credit_card,12,1335.62
ORD_0002138,1,credit_card,2,2805.25
ORD_0002139,1,credit_card,1,2000.82
ORD_0002139,2,credit_card,1,34.49
ORD_0002140,1,credit_card,1,2009.87
ORD_0002141,1,boleto,6,2455.51
ORD_0002142,1,debit_card,1,1486.87
ORD_0002143,1,credit_card,12,2096.48
ORD_0002144,1,voucher,3,1816.14
ORD_0002145,1,boleto,12,1333.68
ORD_0002145,2,voucher,1,87
ORD_0002146,1,boleto,1,1692.5
ORD_0002147,1,voucher,3,1840.67
ORD_0002148,1,credit_card,1,1897.7
ORD_0002148,2,voucher,3,36.86
ORD_0002149,1,credit_card,6,116.91
ORD_0002150,1,voucher,1,1621.44
ORD_0002151,1,boleto,12,807.38
ORD_0002152,1,credit_card,2,1394.94
ORD_0002153,1,boleto,1,705.33
ORD_0002154,1,debit_card,2,1512.81
ORD_0002154,2,debit_card,12,21.65
ORD_0002155,1,credit_card,6,1933.99
ORD_0002156,1,voucher,1,1509.76
ORD_0002157,1,credit_card,1,1701.22
ORD_0002158,1,credit_card,1,2401.88
ORD_0002159,1,boleto,6,1271.41
ORD_0002160,1,credit_card,1,722.94
ORD_0002161,1,debit_card,1,115.2
ORD_0002161,2,credit_card,1,38.5
ORD_0002162,1,boleto,2,2131.98
ORD_0002163,1,boleto,3,2169.67
ORD_0002164,1,debit_card,12,1076.99
ORD_0002165,1,credit_card,12,667.16
ORD_0002165,2,credit_card,1,42.05
ORD_0002166,1,debit_card,12,633.19
ORD_0002167,1,boleto,1,1732.98
ORD_0002167,2,voucher,3,57.23
ORD_0002168,1,credit_card,12,1690.67
ORD_0002169,1,boleto,6,957.06
ORD_0002169,2,voucher,1,22.04
ORD_0002170,1,credit_card,2,1421.04
ORD_0002171,1,credit_card,2,805.75
ORD_0002172,1,debit_card,1,1545.14
ORD_0002173,1,credit_card,1,2975.24
ORD_0002174,1,credit_card,2,2066.43
ORD_0002175,1,credit_card,12,2176.2
ORD_0002175,2,credit_card,12,97.4
ORD_0002176,1,credit_card,1,2418.69
ORD_0002177,1,debit_card,1,91.4
ORD_0002178,1,debit_card,1,2989.89
ORD_0002179,1,debit_card,1,1885.6
ORD_0002180,1,credit_card,1,1461.62
ORD_0002181,1,boleto,3,409.33
ORD_0002182,1,credit_card,12,84.14
ORD_0002182,2,boleto,1,12.55
ORD_0002183,1,credit_card,6,718.2
ORD_0002184,1,credit_card,6,1665.18
ORD_0002185,1,credit_card,1,1644.24
ORD_0002186,1,debit_card,1,53.18
ORD_0002187,1,voucher,6,1180.93
ORD_0002188,1,credit_card,1,637.33
ORD_0002189,1,credit_card,1,2885.18
ORD_0002190,1,boleto,3,542.55
ORD_0002191,1,boleto,6,2190.16
ORD_0002192,1,credit_card,1,1110.01
ORD_0002193,1,voucher,3,297.83
ORD_0002194,1,credit_card,6,1411.73
ORD_0002194,2,credit_card,1,49.58
ORD_0002195,1,credit_card,1,1444.81
ORD_0002196,1,credit_card,3,2988.57
ORD_0002197,1,debit_card,1,1286.49
ORD_0002197,2,voucher,3,48.47
ORD_0002198,1,boleto,12,215.55
ORD_0002199,1,voucher,6,482.55
ORD_0002200,1,credit_card,1,2405.43
ORD_0002201,1,voucher,2,724.35
ORD_0002202,1,boleto,1,198.49
ORD_0002203,1,credit_card,3,1624.99
ORD_0002204,1,credit_card,3,399.66
ORD_0002205,1,debit_card,1,509.27
ORD_0002205,2,credit_card,1,91.91
ORD_0002206,1,debit_card,2,1856.97
ORD_0002207,1,voucher,12,2029.79
ORD_0002208,1,credit_card,12,2606.23
ORD_0002209,1,credit_card,6,1723.6
ORD_0002210,1,credit_card,2,141.72
ORD_0002210,2,boleto,2,31.69
