order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD_0000777,CUST_005971,delivered,2022-12-03T06:04:00.000Z,2022-12-03T18:04:00.000Z,2022-12-05T18:04:00.000Z,2022-12-07T06:04:00.000Z,2022-12-22T06:04:00.000Z
ORD_0000778,CUST_006342,invoiced,2023-01-16T16:32:00.000Z,2023-01-17T10:32:00.000Z,2023-01-19T10:32:00.000Z,null,2023-01-23T16:32:00.000Z
ORD_0000779,CUST_001897,processing,2022-03-02T00:49:00.000Z,2022-03-02T15:49:00.000Z,2022-03-04T15:49:00.000Z,null,2022-03-19T00:49:00.000Z
ORD_0000780,CUST_005754,delivered,2021-10-01T03:16:00.000Z,2021-10-01T15:16:00.000Z,2021-10-02T15:16:00.000Z,2021-10-13T03:16:00.000Z,2021-10-13T03:16:00.000Z
ORD_0000781,CUST_005616,delivered,2021-05-04T08:46:00.000Z,2021-05-04T23:46:00.000Z,2021-05-06T23:46:00.000Z,2021-05-08T08:46:00.000Z,2021-05-11T08:46:00.000Z
ORD_0000782,CUST_002002,processing,2023-03-09T07:34:00.000Z,2023-03-09T11:34:00.000Z,2023-03-10T11:34:00.000Z,null,2023-03-21T07:34:00.000Z
ORD_0000783,CUST_013863,processing,2021-05-01T02:58:00.000Z,2021-05-01T08:58:00.000Z,2021-05-04T08:58:00.000Z,null,2021-05-15T02:58:00.000Z
ORD_0000784,CUST_001833,cancelled,2021-04-09T08:13:00.000Z,2021-04-10T04:13:00.000Z,2021-04-11T04:13:00.000Z,null,2021-04-20T08:13:00.000Z
ORD_0000785,CUST_004174,processing,2021-02-06T12:06:00.000Z,2021-02-06T23:06:00.000Z,2021-02-07T23:06:00.000Z,null,2021-02-23T12:06:00.000Z
ORD_0000786,CUST_013916,cancelled,2022-12-16T15:11:00.000Z,2022-12-17T03:11:00.000Z,2022-12-18T03:11:00.000Z,null,2022-12-24T15:11:00.000Z
ORD_0000787,CUST_002377,delivered,2022-12-17T01:31:00.000Z,2022-12-17T17:31:00.000Z,2022-12-18T17:31:00.000Z,2022-12-27T01:31:00.000Z,2022-12-26T01:31:00.000Z
ORD_0000788,CUST_002897,shipped,2021-11-26T23:02:00.000Z,2021-11-27T10:02:00.000Z,2021-11-30T10:02:00.000Z,null,2021-12-14T23:02:00.000Z
ORD_0000789,CUST_009990,processing,2021-11-04T00:35:00.000Z,2021-11-05T00:35:00.000Z,2021-11-06T00:35:00.000Z,null,2021-11-22T00:35:00.000Z
ORD_0000790,CUST_001625,delivered,2022-03-15T21:37:00.000Z,2022-03-16T08:37:00.000Z,2022-03-17T08:37:00.000Z,2022-03-18T21:37:00.000Z,2022-04-04T21:37:00.000Z
ORD_0000791,CUST_012659,delivered,2022-11-20T00:59:00.000Z,2022-11-20T03:59:00.000Z,2022-11-23T03:59:00.000Z,2022-12-03T00:59:00.000Z,2022-11-28T00:59:00.000Z
ORD_0000792,CUST_001813,delivered,2021-03-02T00:51:00.000Z,2021-03-02T06:51:00.000Z,2021-03-05T06:51:00.000Z,2021-03-16T00:51:00.000Z,2021-03-22T00:51:00.000Z
ORD_0000793,CUST_012010,delivered,2023-03-22T18:08:00.000Z,2023-03-23T11:08:00.000Z,2023-03-26T11:08:00.000Z,2023-04-10T18:08:00.000Z,2023-04-05T18:08:00.000Z
ORD_0000794,CUST_005832,shipped,2021-03-20T10:45:00.000Z,2021-03-21T06:45:00.000Z,2021-03-22T06:45:00.000Z,null,2021-04-08T10:45:00.000Z
ORD_0000795,CUST_000721,shipped,2021-09-29T20:12:00.000Z,2021-09-30T19:12:00.000Z,2021-10-02T19:12:00.000Z,null,2021-10-19T20:12:00.000Z
ORD_0000796,CUST_003979,shipped,2021-06-02T12:27:00.000Z,2021-06-03T09:27:00.000Z,2021-06-04T09:27:00.000Z,null,2021-06-16T12:27:00.000Z
ORD_0000797,CUST_001025,processing,2022-06-30T22:27:00.000Z,2022-07-01T12:27:00.000Z,2022-07-03T12:27:00.000Z,null,2022-07-15T22:27:00.000Z
ORD_0000798,CUST_010495,cancelled,2023-06-19T02:02:00.000Z,2023-06-19T05:02:00.000Z,2023-06-20T05:02:00.000Z,null,2023-07-05T02:02:00.000Z
ORD_0000799,CUST_000316,invoiced,2023-01-18T04:44:00.000Z,2023-01-18T09:44:00.000Z,2023-01-20T09:44:00.000Z,null,2023-01-28T04:44:00.000Z
ORD_0000800,CUST_003827,invoiced,2023-01-24T13:31:00.000Z,2023-01-25T05:31:00.000Z,2023-01-28T05:31:00.000Z,null,2023-02-08T13:31:00.000Z
ORD_0000801,CUST_008081,invoiced,2022-11-11T12:29:00.000Z,2022-11-12T05:29:00.000Z,2022-11-13T05:29:00.000Z,null,2022-11-18T12:29:00.000Z
ORD_0000802,CUST_010372,delivered,2021-01-04T16:44:00.000Z,2021-01-05T01:44:00.000Z,2021-01-06T01:44:00.000Z,2021-01-10T16:44:00.000Z,2021-01-19T16:44:00.000Z
ORD_0000803,CUST_007445,delivered,2022-01-03T02:45:00.000Z,2022-01-03T09:45:00.000Z,2022-01-06T09:45:00.000Z,2022-01-11T02:45:00.000Z,2022-01-22T02:45:00.000Z
ORD_0000804,CUST_013577,delivered,2022-08-14T05:03:00.000Z,2022-08-15T03:03:00.000Z,2022-08-16T03:03:00.000Z,2022-08-18T05:03:00.000Z,2022-09-02T05:03:00.000Z
ORD_0000805,CUST_009661,delivered,2022-12-29T12:41:00.000Z,2022-12-29T13:41:00.000Z,2022-12-30T13:41:00.000Z,2023-01-03T12:41:00.000Z,2023-01-12T12:41:00.000Z
ORD_0000806,CUST_000950,delivered,2023-04-12T10:46:00.000Z,2023-04-13T08:46:00.000Z,2023-04-14T08:46:00.000Z,2023-04-21T10:46:00.000Z,2023-04-25T10:46:00.000Z
ORD_0000807,CUST_001809,processing,2022-11-30T17:58:00.000Z,2022-12-01T12:58:00.000Z,2022-12-03T12:58:00.000Z,null,2022-12-19T17:58:00.000Z
ORD_0000808,CUST_010237,shipped,2021-03-31T00:35:00.000Z,2021-03-31T01:35:00.000Z,2021-04-03T01:35:00.000Z,null,2021-04-10T00:35:00.000Z
ORD_0000809,CUST_006408,delivered,2021-01-28T23:36:00.000Z,2021-01-29T21:36:00.000Z,2021-02-01T21:36:00.000Z,2021-02-22T23:36:00.000Z,2021-02-14T23:36:00.000Z
ORD_0000810,CUST_003745,processing,2022-05-11T06:48:00.000Z,2022-05-11T07:48:00.000Z,2022-05-14T07:48:00.000Z,null,2022-05-24T06:48:00.000Z
ORD_0000811,CUST_011505,cancelled,2023-04-04T06:13:00.000Z,2023-04-04T08:13:00.000Z,2023-04-06T08:13:00.000Z,null,2023-04-17T06:13:00.000Z
ORD_0000812,CUST_005804,processing,2022-02-19T20:31:00.000Z,2022-02-19T21:31:00.000Z,2022-02-22T21:31:00.000Z,null,2022-03-03T20:31:00.000Z
ORD_0000813,CUST_011122,delivered,2021-01-21T16:41:00.000Z,2021-01-22T13:41:00.000Z,2021-01-23T13:41:00.000Z,2021-01-24T16:41:00.000Z,2021-02-02T16:41:00.000Z
ORD_0000814,CUST_000786,delivered,2022-09-16T01:35:00.000Z,2022-09-16T03:35:00.000Z,2022-09-18T03:35:00.000Z,2022-09-24T01:35:00.000Z,2022-10-03T01:35:00.000Z
ORD_0000815,CUST_013107,delivered,2022-12-10T22:37:00.000Z,2022-12-11T10:37:00.000Z,2022-12-13T10:37:00.000Z,2022-12-28T22:37:00.000Z,2022-12-23T22:37:00.000Z
ORD_0000816,CUST_003461,shipped,2021-03-21T18:36:00.000Z,2021-03-21T21:36:00.000Z,2021-03-22T21:36:00.000Z,null,2021-04-01T18:36:00.000Z
ORD_0000817,CUST_012315,delivered,2022-03-04T02:25:00.000Z,2022-03-04T14:25:00.000Z,2022-03-05T14:25:00.000Z,2022-03-17T02:25:00.000Z,2022-03-22T02:25:00.000Z
ORD_0000818,CUST_001928,invoiced,2022-08-22T19:02:00.000Z,2022-08-23T08:02:00.000Z,2022-08-24T08:02:00.000Z,null,2022-09-07T19:02:00.000Z
ORD_0000819,CUST_006768,delivered,2023-02-20T20:32:00.000Z,2023-02-21T20:32:00.000Z,2023-02-23T20:32:00.000Z,2023-03-12T20:32:00.000Z,2023-03-08T20:32:00.000Z
ORD_0000820,CUST_007250,delivered,2022-05-21T16:16:00.000Z,2022-05-22T00:16:00.000Z,2022-05-23T00:16:00.000Z,2022-06-18T16:16:00.000Z,2022-06-10T16:16:00.000Z
ORD_0000821,CUST_000382,delivered,2021-10-13T18:53:00.000Z,2021-10-13T22:53:00.000Z,2021-10-15T22:53:00.000Z,2021-10-21T18:53:00.000Z,2021-10-26T18:53:00.000Z
ORD_0000822,CUST_014268,delivered,2022-12-11T21:50:00.000Z,2022-12-12T06:50:00.000Z,2022-12-13T06:50:00.000Z,2022-12-24T21:50:00.000Z,2022-12-31T21:50:00.000Z
ORD_0000823,CUST_014085,delivered,2021-07-23T23:55:00.000Z,2021-07-24T10:55:00.000Z,2021-07-26T10:55:00.000Z,2021-08-05T23:55:00.000Z,2021-08-04T23:55:00.000Z
ORD_0000824,CUST_004060,cancelled,2021-05-16T05:39:00.000Z,2021-05-16T07:39:00.000Z,2021-05-19T07:39:00.000Z,null,2021-05-31T05:39:00.000Z
ORD_0000825,CUST_004770,delivered,2023-04-24T17:25:00.000Z,2023-04-25T00:25:00.000Z,2023-04-28T00:25:00.000Z,2023-05-04T17:25:00.000Z,2023-05-01T17:25:00.000Z
ORD_0000826,CUST_013983,cancelled,2022-07-23T13:28:00.000Z,2022-07-24T02:28:00.000Z,2022-07-26T02:28:00.000Z,null,2022-08-04T13:28:00.000Z
ORD_0000827,CUST_011448,cancelled,2021-07-28T10:04:00.000Z,2021-07-28T18:04:00.000Z,2021-07-30T18:04:00.000Z,null,2021-08-14T10:04:00.000Z
ORD_0000828,CUST_007508,delivered,2022-05-21T09:12:00.000Z,2022-05-22T01:12:00.000Z,2022-05-23T01:12:00.000Z,2022-05-24T09:12:00.000Z,2022-06-05T09:12:00.000Z
ORD_0000829,CUST_001896,delivered,2022-07-13T01:48:00.000Z,2022-07-13T08:48:00.000Z,2022-07-15T08:48:00.000Z,2022-07-16T01:48:00.000Z,2022-07-28T01:48:00.000Z
ORD_0000830,CUST_014855,delivered,2021-01-04T07:40:00.000Z,2021-01-04T08:40:00.000Z,2021-01-07T08:40:00.000Z,2021-01-11T07:40:00.000Z,2021-01-13T07:40:00.000Z
ORD_0000831,CUST_008762,delivered,2021-04-10T12:00:00.000Z,2021-04-11T07:00:00.000Z,2021-04-13T07:00:00.000Z,2021-04-21T12:00:00.000Z,2021-04-22T12:00:00.000Z
ORD_0000832,CUST_000303,processing,2023-04-06T11:07:00.000Z,2023-04-07T00:07:00.000Z,2023-04-08T00:07:00.000Z,null,2023-04-22T11:07:00.000Z
ORD_0000833,CUST_004599,shipped,2022-05-26T12:16:00.000Z,2022-05-26T21:16:00.000Z,2022-05-29T21:16:00.000Z,null,2022-06-02T12:16:00.000Z
ORD_0000834,CUST_010599,processing,2021-08-17T18:18:00.000Z,2021-08-18T17:18:00.000Z,2021-08-19T17:18:00.000Z,null,2021-08-30T18:18:00.000Z
ORD_0000835,CUST_007071,delivered,2021-05-25T04:44:00.000Z,2021-05-25T19:44:00.000Z,2021-05-28T19:44:00.000Z,2021-06-17T04:44:00.000Z,2021-06-14T04:44:00.000Z
ORD_0000836,CUST_011865,shipped,2021-04-18T00:21:00.000Z,2021-04-18T21:21:00.000Z,2021-04-19T21:21:00.000Z,null,2021-04-27T00:21:00.000Z
ORD_0000837,CUST_005828,delivered,2022-01-26T00:47:00.000Z,2022-01-26T17:47:00.000Z,2022-01-29T17:47:00.000Z,2022-02-13T00:47:00.000Z,2022-02-06T00:47:00.000Z
ORD_0000838,CUST_008863,delivered,2023-01-09T10:37:00.000Z,2023-01-09T13:37:00.000Z,2023-01-12T13:37:00.000Z,2023-01-18T10:37:00.000Z,2023-01-24T10:37:00.000Z
ORD_0000839,CUST_013924,shipped,2022-06-04T12:57:00.000Z,2022-06-05T08:57:00.000Z,2022-06-08T08:57:00.000Z,null,2022-06-14T12:57:00.000Z
ORD_0000840,CUST_014366,invoiced,2021-07-16T21:37:00.000Z,2021-07-17T06:37:00.000Z,2021-07-19T06:37:00.000Z,null,2021-07-26T21:37:00.000Z
ORD_0000841,CUST_006728,delivered,2022-09-14T02:34:00.000Z,2022-09-14T08:34:00.000Z,2022-09-15T08:34:00.000Z,2022-09-24T02:34:00.000Z,2022-09-29T02:34:00.000Z
ORD_0000842,CUST_011733,shipped,2021-03-28T20:19:00.000Z,2021-03-29T05:19:00.000Z,2021-03-30T05:19:00.000Z,null,2021-04-15T20:19:00.000Z
ORD_0000843,CUST_010554,invoiced,2023-05-18T07:42:00.000Z,2023-05-18T15:42:00.000Z,2023-05-20T15:42:00.000Z,null,2023-06-06T07:42:00.000Z
ORD_0000844,CUST_007666,delivered,2022-10-24T01:39:00.000Z,2022-10-24T18:39:00.000Z,2022-10-26T18:39:00.000Z,2022-11-07T01:39:00.000Z,2022-11-07T01:39:00.000Z
ORD_0000845,CUST_011720,processing,2022-09-10T09:28:00.000Z,2022-09-10T16:28:00.000Z,2022-09-11T16:28:00.000Z,null,2022-09-25T09:28:00.000Z
ORD_0000846,CUST_009727,delivered,2021-08-12T20:16:00.000Z,2021-08-13T19:16:00.000Z,2021-08-16T19:16:00.000Z,2021-08-19T20:16:00.000Z,2021-08-19T20:16:00.000Z
ORD_0000847,CUST_006546,cancelled,2021-06-19T20:31:00.000Z,2021-06-20T02:31:00.000Z,2021-06-21T02:31:00.000Z,null,2021-06-30T20:31:00.000Z
ORD_0000848,CUST_012379,cancelled,2023-01-12T21:05:00.000Z,2023-01-13T00:05:00.000Z,2023-01-14T00:05:00.000Z,null,2023-01-20T21:05:00.000Z
ORD_0000849,CUST_008570,processing,2023-04-14T13:31:00.000Z,2023-04-15T13:31:00.000Z,2023-04-16T13:31:00.000Z,null,2023-05-04T13:31:00.000Z
ORD_0000850,CUST_014510,delivered,2022-09-16T13:02:00.000Z,2022-09-16T14:02:00.000Z,2022-09-18T14:02:00.000Z,2022-10-08T13:02:00.000Z,2022-09-29T13:02:00.000Z
ORD_0000851,CUST_005907,delivered,2022-09-29T14:32:00.000Z,2022-09-30T13:32:00.000Z,2022-10-02T13:32:00.000Z,2022-10-08T14:32:00.000Z,2022-10-08T14:32:00.000Z
ORD_0000852,CUST_010289,delivered,2022-07-20T04:48:00.000Z,2022-07-20T22:48:00.000Z,2022-07-22T22:48:00.000Z,2022-07-23T04:48:00.000Z,2022-07-31T04:48:00.000Z
ORD_0000853,CUST_011296,shipped,2022-11-06T09:46:00.000Z,2022-11-07T06:46:00.000Z,2022-11-09T06:46:00.000Z,null,2022-11-13T09:46:00.000Z
ORD_0000854,CUST_012231,processing,2021-08-27T18:35:00.000Z,2021-08-28T01:35:00.000Z,2021-08-31T01:35:00.000Z,null,2021-09-06T18:35:00.000Z
ORD_0000855,CUST_006412,delivered,2021-09-17T12:24:00.000Z,2021-09-18T05:24:00.000Z,2021-09-19T05:24:00.000Z,2021-09-28T12:24:00.000Z,2021-09-28T12:24:00.000Z
ORD_0000856,CUST_011262,processing,2021-02-14T04:38:00.000Z,2021-02-14T15:38:00.000Z,2021-02-15T15:38:00.000Z,null,2021-02-23T04:38:00.000Z
ORD_0000857,CUST_007855,delivered,2022-07-24T22:57:00.000Z,2022-07-25T01:57:00.000Z,2022-07-27T01:57:00.000Z,2022-08-11T22:57:00.000Z,2022-08-10T22:57:00.000Z
ORD_0000858,CUST_011404,delivered,2021-01-18T14:57:00.000Z,2021-01-19T10:57:00.000Z,2021-01-20T10:57:00.000Z,2021-01-29T14:57:00.000Z,2021-02-06T14:57:00.000Z
ORD_0000859,CUST_013136,delivered,2022-05-24T16:27:00.000Z,2022-05-24T19:27:00.000Z,2022-05-26T19:27:00.000Z,2022-06-06T16:27:00.000Z,2022-05-31T16:27:00.000Z
ORD_0000860,CUST_009932,shipped,2021-08-20T07:59:00.000Z,2021-08-20T18:59:00.000Z,2021-08-21T18:59:00.000Z,null,2021-08-29T07:59:00.000Z
ORD_0000861,CUST_001425,shipped,2022-06-25T04:38:00.000Z,2022-06-25T16:38:00.000Z,2022-06-27T16:38:00.000Z,null,2022-07-14T04:38:00.000Z
ORD_0000862,CUST_004986,invoiced,2022-06-05T06:12:00.000Z,2022-06-06T00:12:00.000Z,2022-06-09T00:12:00.000Z,null,2022-06-13T06:12:00.000Z
ORD_0000863,CUST_007502,shipped,2022-10-29T15:48:00.000Z,2022-10-29T20:48:00.000Z,2022-10-31T20:48:00.000Z,null,2022-11-05T15:48:00.000Z
ORD_0000864,CUST_000976,delivered,2023-04-03T09:14:00.000Z,2023-04-03T11:14:00.000Z,2023-04-04T11:14:00.000Z,2023-04-16T09:14:00.000Z,2023-04-19T09:14:00.000Z
ORD_0000865,CUST_005474,delivered,2022-10-28T22:51:00.000Z,2022-10-29T13:51:00.000Z,2022-11-01T13:51:00.000Z,2022-11-05T22:51:00.000Z,2022-11-10T22:51:00.000Z
ORD_0000866,CUST_007933,cancelled,2021-01-01T01:49:00.000Z,2021-01-01T08:49:00.000Z,2021-01-04T08:49:00.000Z,null,2021-01-13T01:49:00.000Z
ORD_0000867,CUST_003604,processing,2023-03-26T20:40:00.000Z,2023-03-27T19:40:00.000Z,2023-03-28T19:40:00.000Z,null,2023-04-12T20:40:00.000Z
ORD_0000868,CUST_007730,delivered,2022-02-06T14:13:00.000Z,2022-02-07T03:13:00.000Z,2022-02-08T03:13:00.000Z,2022-02-13T14:13:00.000Z,2022-02-17T14:13:00.000Z
ORD_0000869,CUST_007156,delivered,2021-10-15T02:22:00.000Z,2021-10-15T16:22:00.000Z,2021-10-18T16:22:00.000Z,2021-10-23T02:22:00.000Z,2021-10-25T02:22:00.000Z
ORD_0000870,CUST_011460,shipped,2022-03-02T22:04:00.000Z,2022-03-03T15:04:00.000Z,2022-03-06T15:04:00.000Z,null,2022-03-11T22:04:00.000Z
ORD_0000871,CUST_001232,processing,2021-09-28T20:15:00.000Z,2021-09-29T06:15:00.000Z,2021-10-02T06:15:00.000Z,null,2021-10-10T20:15:00.000Z
ORD_0000872,CUST_008118,invoiced,2022-03-31T16:10:00.000Z,2022-04-01T14:10:00.000Z,2022-04-03T14:10:00.000Z,null,2022-04-18T16:10:00.000Z
ORD_0000873,CUST_014949,processing,2022-05-01T06:03:00.000Z,2022-05-01T09:03:00.000Z,2022-05-03T09:03:00.000Z,null,2022-05-21T06:03:00.000Z
ORD_0000874,CUST_001409,invoiced,2022-02-05T00:05:00.000Z,2022-02-05T22:05:00.000Z,2022-02-07T22:05:00.000Z,null,2022-02-24T00:05:00.000Z
ORD_0000875,CUST_002541,delivered,2022-09-02T12:19:00.000Z,2022-09-03T12:19:00.000Z,2022-09-04T12:19:00.000Z,2022-09-14T12:19:00.000Z,2022-09-09T12:19:00.000Z
ORD_0000876,CUST_013583,delivered,2021-12-02T13:43:00.000Z,2021-12-03T11:43:00.000Z,2021-12-05T11:43:00.000Z,2021-12-11T13:43:00.000Z,2021-12-18T13:43:00.000Z
ORD_0000877,CUST_005382,delivered,2021-05-10T14:33:00.000Z,2021-05-11T11:33:00.000Z,2021-05-14T11:33:00.000Z,2021-05-19T14:33:00.000Z,2021-05-24T14:33:00.000Z
ORD_0000878,CUST_001876,delivered,2021-09-24T00:08:00.000Z,2021-09-24T10:08:00.000Z,2021-09-26T10:08:00.000Z,2021-10-02T00:08:00.000Z,2021-10-13T00:08:00.000Z
ORD_0000879,CUST_013410,delivered,2021-07-17T14:17:00.000Z,2021-07-17T19:17:00.000Z,2021-07-20T19:17:00.000Z,2021-07-26T14:17:00.000Z,2021-08-03T14:17:00.000Z
ORD_0000880,CUST_003650,processing,2021-12-31T20:49:00.000Z,2022-01-01T07:49:00.000Z,2022-01-02T07:49:00.000Z,null,2022-01-16T20:49:00.000Z
ORD_0000881,CUST_006060,cancelled,2022-11-15T12:30:00.000Z,2022-11-16T01:30:00.000Z,2022-11-17T01:30:00.000Z,null,2022-11-29T12:30:00.000Z
ORD_0000882,CUST_004997,shipped,2023-02-19T08:21:00.000Z,2023-02-19T09:21:00.000Z,2023-02-20T09:21:00.000Z,null,2023-03-10T08:21:00.000Z
ORD_0000883,CUST_003881,delivered,2022-08-22T20:32:00.000Z,2022-08-23T16:32:00.000Z,2022-08-25T16:32:00.000Z,2022-08-30T20:32:00.000Z,2022-09-03T20:32:00.000Z
ORD_0000884,CUST_007177,delivered,2022-02-13T21:19:00.000Z,2022-02-14T03:19:00.000Z,2022-02-17T03:19:00.000Z,2022-02-25T21:19:00.000Z,2022-02-20T21:19:00.000Z
ORD_0000885,CUST_008263,shipped,2021-02-04T10:16:00.000Z,2021-02-05T02:16:00.000Z,2021-02-07T02:16:00.000Z,null,2021-02-16T10:16:00.000Z
ORD_0000886,CUST_001116,delivered,2023-06-17T22:44:00.000Z,2023-06-18T18:44:00.000Z,2023-06-21T18:44:00.000Z,2023-06-20T22:44:00.000Z,2023-07-06T22:44:00.000Z
ORD_0000887,CUST_009940,invoiced,2022-07-30T23:41:00.000Z,2022-07-31T12:41:00.000Z,2022-08-03T12:41:00.000Z,null,2022-08-19T23:41:00.000Z
ORD_0000888,CUST_005426,shipped,2021-06-18T14:03:00.000Z,2021-06-18T22:03:00.000Z,2021-06-21T22:03:00.000Z,null,2021-07-03T14:03:00.000Z
ORD_0000889,CUST_011299,invoiced,2023-01-11T04:55:00.000Z,2023-01-11T07:55:00.000Z,2023-01-13T07:55:00.000Z,null,2023-01-30T04:55:00.000Z
ORD_0000890,CUST_013484,shipped,2022-06-15T07:17:00.000Z,2022-06-15T15:17:00.000Z,2022-06-16T15:17:00.000Z,null,2022-06-24T07:17:00.000Z
ORD_0000891,CUST_005209,invoiced,2022-08-20T19:44:00.000Z,2022-08-21T18:44:00.000Z,2022-08-22T18:44:00.000Z,null,2022-09-04T19:44:00.000Z
ORD_0000892,CUST_013438,delivered,2021-11-15T08:55:00.000Z,2021-11-15T17:55:00.000Z,2021-11-16T17:55:00.000Z,2021-11-22T08:55:00.000Z,2021-11-24T08:55:00.000Z
ORD_0000893,CUST_011512,processing,2022-07-03T00:19:00.000Z,2022-07-03T17:19:00.000Z,2022-07-06T17:19:00.000Z,null,2022-07-16T00:19:00.000Z
ORD_0000894,CUST_010768,delivered,2023-01-12T20:39:00.000Z,2023-01-13T14:39:00.000Z,2023-01-16T14:39:00.000Z,2023-01-19T20:39:00.000Z,2023-01-26T20:39:00.000Z
ORD_0000895,CUST_001826,shipped,2021-06-28T15:10:00.000Z,2021-06-29T06:10:00.000Z,2021-07-01T06:10:00.000Z,null,2021-07-06T15:10:00.000Z
ORD_0000896,CUST_008799,invoiced,2021-12-26T14:35:00.000Z,2021-12-26T21:35:00.000Z,2021-12-28T21:35:00.000Z,null,2022-01-14T14:35:00.000Z
ORD_0000897,CUST_001065,processing,2021-03-29T10:56:00.000Z,2021-03-29T14:56:00.000Z,2021-03-31T14:56:00.000Z,null,2021-04-07T10:56:00.000Z
ORD_0000898,CUST_012158,processing,2023-01-29T15:13:00.000Z,2023-01-30T07:13:00.000Z,2023-01-31T07:13:00.000Z,null,2023-02-08T15:13:00.000Z
ORD_0000899,CUST_014841,delivered,2022-06-25T23:31:00.000Z,2022-06-26T02:31:00.000Z,2022-06-28T02:31:00.000Z,2022-07-01T23:31:00.000Z,2022-07-02T23:31:00.000Z
ORD_0000900,CUST_006951,delivered,2021-03-19T18:44:00.000Z,2021-03-20T07:44:00.000Z,2021-03-22T07:44:00.000Z,2021-04-03T18:44:00.000Z,2021-04-01T18:44:00.000Z
ORD_0000901,CUST_008565,processing,2021-06-23T09:47:00.000Z,2021-06-24T05:47:00.000Z,2021-06-27T05:47:00.000Z,null,2021-07-08T09:47:00.000Z
ORD_0000902,CUST_012068,processing,2023-01-11T18:41:00.000Z,2023-01-12T10:41:00.000Z,2023-01-14T10:41:00.000Z,null,2023-01-20T18:41:00.000Z
ORD_0000903,CUST_002064,delivered,2021-03-19T16:08:00.000Z,2021-03-20T02:08:00.000Z,2021-03-22T02:08:00.000Z,2021-04-07T16:08:00.000Z,2021-04-04T16:08:00.000Z
ORD_0000904,CUST_007469,processing,2021-09-21T15:25:00.000Z,2021-09-22T06:25:00.000Z,2021-09-23T06:25:00.000Z,null,2021-10-08T15:25:00.000Z
ORD_0000905,CUST_008501,invoiced,2021-04-15T12:53:00.000Z,2021-04-15T15:53:00.000Z,2021-04-18T15:53:00.000Z,null,2021-04-26T12:53:00.000Z
ORD_0000906,CUST_007473,invoiced,2022-11-13T18:22:00.000Z,2022-11-14T14:22:00.000Z,2022-11-15T14:22:00.000Z,null,2022-11-25T18:22:00.000Z
ORD_0000907,CUST_000425,delivered,2022-07-04T11:44:00.000Z,2022-07-04T18:44:00.000Z,2022-07-06T18:44:00.000Z,2022-07-07T11:44:00.000Z,2022-07-13T11:44:00.000Z
ORD_0000908,CUST_007234,shipped,2023-03-15T19:12:00.000Z,2023-03-15T22:12:00.000Z,2023-03-16T22:12:00.000Z,null,2023-04-03T19:12:00.000Z
ORD_0000909,CUST_013637,shipped,2021-09-02T08:21:00.000Z,2021-09-02T13:21:00.000Z,2021-09-04T13:21:00.000Z,null,2021-09-16T08:21:00.000Z
ORD_0000910,CUST_014050,cancelled,2023-06-12T03:04:00.000Z,2023-06-12T14:04:00.000Z,2023-06-15T14:04:00.000Z,null,2023-06-21T03:04:00.000Z
ORD_0000911,CUST_000032,delivered,2021-07-05T02:35:00.000Z,2021-07-05T21:35:00.000Z,2021-07-07T21:35:00.000Z,2021-07-17T02:35:00.000Z,2021-07-13T02:35:00.000Z
ORD_0000912,CUST_010936,invoiced,2022-04-07T00:27:00.000Z,2022-04-07T16:27:00.000Z,2022-04-10T16:27:00.000Z,null,2022-04-20T00:27:00.000Z
ORD_0000913,CUST_005124,delivered,2022-09-13T06:52:00.000Z,2022-09-13T13:52:00.000Z,2022-09-14T13:52:00.000Z,2022-09-20T06:52:00.000Z,2022-10-02T06:52:00.000Z
ORD_0000914,CUST_014013,delivered,2021-09-07T17:12:00.000Z,2021-09-08T06:12:00.000Z,2021-09-10T06:12:00.000Z,2021-09-10T17:12:00.000Z,2021-09-16T17:12:00.000Z
ORD_0000915,CUST_013359,delivered,2021-08-17T11:15:00.000Z,2021-08-18T10:15:00.000Z,2021-08-21T10:15:00.000Z,2021-08-22T11:15:00.000Z,2021-09-04T11:15:00.000Z
ORD_0000916,CUST_005366,delivered,2023-01-21T02:02:00.000Z,2023-01-21T08:02:00.000Z,2023-01-23T08:02:00.000Z,2023-01-31T02:02:00.000Z,2023-02-01T02:02:00.000Z
ORD_0000917,CUST_009918,shipped,2023-02-27T19:04:00.000Z,2023-02-28T14:04:00.000Z,2023-03-03T14:04:00.000Z,null,2023-03-16T19:04:00.000Z
ORD_0000918,CUST_001562,invoiced,2022-01-02T18:48:00.000Z,2022-01-03T10:48:00.000Z,2022-01-04T10:48:00.000Z,null,2022-01-12T18:48:00.000Z
ORD_0000919,CUST_011888,cancelled,2022-12-21T15:00:00.000Z,2022-12-22T05:00:00.000Z,2022-12-25T05:00:00.000Z,null,2023-01-07T15:00:00.000Z
ORD_0000920,CUST_005403,delivered,2021-05-09T11:35:00.000Z,2021-05-09T17:35:00.000Z,2021-05-10T17:35:00.000Z,2021-05-21T11:35:00.000Z,2021-05-17T11:35:00.000Z
ORD_0000921,CUST_013165,delivered,2021-11-10T11:24:00.000Z,2021-11-11T00:24:00.000Z,2021-11-13T00:24:00.000Z,2021-11-23T11:24:00.000Z,2021-11-26T11:24:00.000Z
