customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_region
CUST_009380,UNIQ_009380,47889,Aracaju,SE,Northeast
CUST_009384,UNIQ_009384,33207,Porto Alegre,RS,South
CUST_009393,UNIQ_009393,31031,Porto Alegre,RS,South
CUST_009402,UNIQ_009402,43398,Aracaju,SE,Northeast
CUST_009424,UNIQ_009424,97796,Natal,RN,Northeast
CUST_009455,UNIQ_009455,42809,Belo Horizonte,MG,Southeast
CUST_009463,UNIQ_009463,76021,Belo Horizonte,MG,Southeast
CUST_009481,UNIQ_009481,25450,Rio De Janeiro,RJ,Southeast
CUST_009483,UNIQ_009483,66599,Belem,PA,North
CUST_009491,UNIQ_009491,30648,Belo Horizonte,MG,Southeast
CUST_009494,UNIQ_009494,66966,Salvador,BA,Northeast
CUST_009509,UNIQ_009509,48736,Natal,RN,Northeast
CUST_009517,UNIQ_009517,27723,Cuiaba,MT,Central-West
CUST_009519,UNIQ_009519,80651,Curitiba,PR,South
CUST_009523,UNIQ_009523,19721,Maceio,AL,Northeast
CUST_009526,UNIQ_009526,78822,Goiania,GO,Central-West
CUST_009529,UNIQ_009529,81946,Goiania,GO,Central-West
CUST_009546,UNIQ_009546,93498,Curitiba,PR,South
CUST_009550,UNIQ_009550,80651,Campo Grande,MS,Central-West
CUST_009560,UNIQ_009560,80780,Cuiaba,MT,Central-West
CUST_009596,UNIQ_009596,91841,Sao Paulo,SP,Southeast
CUST_009606,UNIQ_009606,81758,Curitiba,PR,South
CUST_009610,UNIQ_009610,79248,Manaus,AM,North
CUST_009613,UNIQ_009613,98211,Fortaleza,CE,Northeast
CUST_009614,UNIQ_009614,28546,Belo Horizonte,MG,Southeast
CUST_009652,UNIQ_009652,48191,Rio De Janeiro,RJ,Southeast
CUST_009673,UNIQ_009673,20071,Rio De Janeiro,RJ,Southeast
CUST_009676,UNIQ_009676,61031,Goiania,GO,Central-West
CUST_009686,UNIQ_009686,88275,Fortaleza,CE,Northeast
CUST_009705,UNIQ_009705,72566,Aracaju,SE,Northeast
CUST_009715,UNIQ_009715,64823,Goiania,GO,Central-West
CUST_009731,UNIQ_009731,57359,Manaus,AM,North
CUST_009747,UNIQ_009747,94430,Maceio,AL,Northeast
CUST_009764,UNIQ_009764,97428,Salvador,BA,Northeast
CUST_009767,UNIQ_009767,76505,Rio De Janeiro,RJ,Southeast
CUST_009784,UNIQ_009784,85927,Florianopolis,SC,South
CUST_009785,UNIQ_009785,93463,Natal,RN,Northeast
CUST_009787,UNIQ_009787,53300,Fortaleza,CE,Northeast
CUST_009792,UNIQ_009792,32953,Manaus,AM,North
CUST_009819,UNIQ_009819,63245,Fortaleza,CE,Northeast
CUST_009821,UNIQ_009821,98677,Maceio,AL,Northeast
CUST_009834,UNIQ_009834,43021,Salvador,BA,Northeast
CUST_009842,UNIQ_009842,10128,Recife,PE,Northeast
CUST_009964,UNIQ_009964,11944,Florianopolis,SC,South
CUST_009968,UNIQ_009968,29705,Cuiaba,MT,Central-West
CUST_009982,UNIQ_009982,14952,Fortaleza,CE,Northeast
CUST_009991,UNIQ_009991,92511,Maceio,AL,Northeast
CUST_010012,UNIQ_010012,85313,Porto Velho,RO,North
CUST_010017,UNIQ_010017,74737,Manaus,AM,North
CUST_010023,UNIQ_010023,58323,Recife,PE,Northeast
CUST_010059,UNIQ_010059,89683,Aracaju,SE,Northeast
CUST_010065,UNIQ_010065,78017,Joao Pessoa,PB,Northeast
CUST_010066,UNIQ_010066,60630,Porto Alegre,RS,South
CUST_010115,UNIQ_010115,17650,Teresina,PI,Northeast
CUST_010118,UNIQ_010118,80636,Campo Grande,MS,Central-West
CUST_010121,UNIQ_010121,74580,Fortaleza,CE,Northeast
CUST_010145,UNIQ_010145,36750,Aracaju,SE,Northeast
CUST_010156,UNIQ_010156,93535,Campo Grande,MS,Central-West
CUST_010163,UNIQ_010163,78921,Belo Horizonte,MG,Southeast
CUST_010167,UNIQ_010167,26553,Belo Horizonte,MG,Southeast
CUST_010178,UNIQ_010178,70710,Maceio,AL,Northeast
CUST_010187,UNIQ_010187,83667,Florianopolis,SC,South
CUST_010207,UNIQ_010207,32615,Curitiba,PR,South
CUST_010212,UNIQ_010212,52854,Teresina,PI,Northeast
CUST_010216,UNIQ_010216,40992,Fortaleza,CE,Northeast
CUST_010228,UNIQ_010228,53597,Cuiaba,MT,Central-West
CUST_010257,UNIQ_010257,67458,Cuiaba,MT,Central-West
CUST_010259,UNIQ_010259,58784,Manaus,AM,North
CUST_010277,UNIQ_010277,36062,Belem,PA,North
CUST_010310,UNIQ_010310,37315,Goiania,GO,Central-West
CUST_010311,UNIQ_010311,11757,Maceio,AL,Northeast
CUST_010312,UNIQ_010312,69682,Curitiba,PR,South
CUST_010341,UNIQ_010341,50231,Natal,RN,Northeast
CUST_010347,UNIQ_010347,26136,Teresina,PI,Northeast
CUST_010359,UNIQ_010359,46883,Fortaleza,CE,Northeast
CUST_010396,UNIQ_010396,97843,Salvador,BA,Northeast
CUST_010410,UNIQ_010410,46116,Aracaju,SE,Northeast
CUST_010411,UNIQ_010411,49352,Joao Pessoa,PB,Northeast
CUST_010444,UNIQ_010444,26295,Campo Grande,MS,Central-West
CUST_010454,UNIQ_010454,51506,Belo Horizonte,MG,Southeast
CUST_010459,UNIQ_010459,94749,Belem,PA,North
CUST_010461,UNIQ_010461,89443,Natal,RN,Northeast
CUST_010467,UNIQ_010467,64339,Salvador,BA,Northeast
CUST_010538,UNIQ_010538,45013,Rio De Janeiro,RJ,Southeast
CUST_010544,UNIQ_010544,65987,Florianopolis,SC,South
CUST_010551,UNIQ_010551,56405,Natal,RN,Northeast
CUST_010578,UNIQ_010578,75773,Maceio,AL,Northeast
CUST_010607,UNIQ_010607,90777,Salvador,BA,Northeast
CUST_010614,UNIQ_010614,71609,Belo Horizonte,MG,Southeast
CUST_010651,UNIQ_010651,19225,Salvador,BA,Northeast
CUST_010654,UNIQ_010654,39762,Rio De Janeiro,RJ,Southeast
CUST_010676,UNIQ_010676,75208,Teresina,PI,Northeast
CUST_010680,UNIQ_010680,50729,Sao Paulo,SP,Southeast
CUST_010683,UNIQ_010683,54553,Campo Grande,MS,Central-West
CUST_010698,UNIQ_010698,89121,Goiania,GO,Central-West
CUST_010700,UNIQ_010700,17038,Recife,PE,Northeast
CUST_010720,UNIQ_010720,24201,Sao Paulo,SP,Southeast
CUST_010731,UNIQ_010731,31510,Porto Alegre,RS,South
CUST_010732,UNIQ_010732,19979,Teresina,PI,Northeast
CUST_010735,UNIQ_010735,79305,Manaus,AM,North
CUST_010777,UNIQ_010777,43414,Rio De Janeiro,RJ,Southeast
CUST_010778,UNIQ_010778,93275,Goiania,GO,Central-West
CUST_010796,UNIQ_010796,44295,Florianopolis,SC,South
CUST_010803,UNIQ_010803,82413,Campo Grande,MS,Central-West
CUST_010835,UNIQ_010835,75531,Maceio,AL,Northeast
CUST_010843,UNIQ_010843,15869,Salvador,BA,Northeast
CUST_010847,UNIQ_010847,18261,Sao Paulo,SP,Southeast
CUST_010863,UNIQ_010863,95180,Goiania,GO,Central-West
CUST_010891,UNIQ_010891,80995,Campo Grande,MS,Central-West
CUST_010912,UNIQ_010912,25507,Cuiaba,MT,Central-West
CUST_010918,UNIQ_010918,57581,Curitiba,PR,South
CUST_010972,UNIQ_010972,32502,Campo Grande,MS,Central-West
CUST_010992,UNIQ_010992,85282,Salvador,BA,Northeast
CUST_010993,UNIQ_010993,10134,Florianopolis,SC,South
CUST_010996,UNIQ_010996,51285,Belo Horizonte,MG,Southeast
CUST_010998,UNIQ_010998,15717,Belo Horizonte,MG,Southeast
CUST_011070,UNIQ_011070,23071,Recife,PE,Northeast
CUST_011072,UNIQ_011072,76520,Campo Grande,MS,Central-West
CUST_011088,UNIQ_011088,11386,Rio De Janeiro,RJ,Southeast
CUST_011100,UNIQ_011100,35069,Campo Grande,MS,Central-West
CUST_011113,UNIQ_011113,10393,Salvador,BA,Northeast
CUST_011183,UNIQ_011183,46908,Sao Paulo,SP,Southeast
CUST_011197,UNIQ_011197,56363,Florianopolis,SC,South
CUST_011210,UNIQ_011210,96540,Porto Velho,RO,North
CUST_011226,UNIQ_011226,22346,Curitiba,PR,South
CUST_011254,UNIQ_011254,24379,Aracaju,SE,Northeast
CUST_011272,UNIQ_011272,16164,Goiania,GO,Central-West
CUST_011279,UNIQ_011279,56643,Campo Grande,MS,Central-West
CUST_011282,UNIQ_011282,39392,Maceio,AL,Northeast
CUST_011286,UNIQ_011286,64488,Belo Horizonte,MG,Southeast
CUST_011317,UNIQ_011317,99765,Manaus,AM,North
CUST_011376,UNIQ_011376,20364,Fortaleza,CE,Northeast
CUST_011456,UNIQ_011456,85191,Recife,PE,Northeast
CUST_011473,UNIQ_011473,40753,Manaus,AM,North
CUST_011485,UNIQ_011485,21417,Teresina,PI,Northeast
CUST_011504,UNIQ_011504,21749,Curitiba,PR,South
CUST_011547,UNIQ_011547,40046,Natal,RN,Northeast
CUST_011563,UNIQ_011563,85527,Belo Horizonte,MG,Southeast
CUST_011565,UNIQ_011565,87454,Manaus,AM,North
CUST_011572,UNIQ_011572,66963,Curitiba,PR,South
CUST_011584,UNIQ_011584,94838,Cuiaba,MT,Central-West
CUST_011593,UNIQ_011593,67389,Fortaleza,CE,Northeast
CUST_011599,UNIQ_011599,65096,Maceio,AL,Northeast
CUST_011639,UNIQ_011639,60609,Cuiaba,MT,Central-West
CUST_011684,UNIQ_011684,87767,Rio De Janeiro,RJ,Southeast
CUST_011686,UNIQ_011686,26817,Teresina,PI,Northeast
CUST_011691,UNIQ_011691,23075,Porto Alegre,RS,South
CUST_011699,UNIQ_011699,77970,Belem,PA,North
CUST_011703,UNIQ_011703,71946,Goiania,GO,Central-West
CUST_011718,UNIQ_011718,56692,Natal,RN,Northeast
CUST_011732,UNIQ_011732,21094,Recife,PE,Northeast
CUST_011758,UNIQ_011758,18442,Belem,PA,North
CUST_011800,UNIQ_011800,38414,Sao Paulo,SP,Southeast
CUST_011821,UNIQ_011821,67764,Maceio,AL,Northeast
CUST_011836,UNIQ_011836,20001,Cuiaba,MT,Central-West
CUST_011858,UNIQ_011858,74517,Fortaleza,CE,Northeast
CUST_011863,UNIQ_011863,57279,Sao Paulo,SP,Southeast
CUST_011864,UNIQ_011864,29615,Belem,PA,North
CUST_011866,UNIQ_011866,33088,Natal,RN,Northeast
CUST_011888,UNIQ_011888,75121,Campo Grande,MS,Central-West
CUST_011895,UNIQ_011895,34246,Porto Alegre,RS,South
CUST_011904,UNIQ_011904,89244,Fortaleza,CE,Northeast
CUST_011942,UNIQ_011942,80226,Teresina,PI,Northeast
CUST_011951,UNIQ_011951,98305,Fortaleza,CE,Northeast
CUST_011973,UNIQ_011973,43152,Porto Velho,RO,North
CUST_011996,UNIQ_011996,61908,Maceio,AL,Northeast
CUST_012041,UNIQ_012041,60546,Joao Pessoa,PB,Northeast
CUST_012083,UNIQ_012083,18248,Belem,PA,North
CUST_012086,UNIQ_012086,12830,Joao Pessoa,PB,Northeast
CUST_012092,UNIQ_012092,84839,Porto Velho,RO,North
CUST_012094,UNIQ_012094,19865,Porto Alegre,RS,South
CUST_012099,UNIQ_012099,47876,Recife,PE,Northeast
CUST_012101,UNIQ_012101,37034,Goiania,GO,Central-West
CUST_012106,UNIQ_012106,13664,Maceio,AL,Northeast
CUST_012107,UNIQ_012107,48012,Porto Alegre,RS,South
CUST_012108,UNIQ_012108,11294,Goiania,GO,Central-West
CUST_012119,UNIQ_012119,81350,Sao Paulo,SP,Southeast
CUST_012139,UNIQ_012139,99084,Rio De Janeiro,RJ,Southeast
CUST_012183,UNIQ_012183,67616,Belem,PA,North
CUST_012188,UNIQ_012188,99749,Belem,PA,North
CUST_012190,UNIQ_012190,39207,Porto Velho,RO,North
CUST_012198,UNIQ_012198,55573,Goiania,GO,Central-West
CUST_012230,UNIQ_012230,69520,Campo Grande,MS,Central-West
CUST_012235,UNIQ_012235,49002,Fortaleza,CE,Northeast
CUST_012247,UNIQ_012247,39130,Sao Paulo,SP,Southeast
CUST_012267,UNIQ_012267,50072,Campo Grande,MS,Central-West
CUST_012275,UNIQ_012275,34640,Joao Pessoa,PB,Northeast
CUST_012280,UNIQ_012280,87658,Curitiba,PR,South
CUST_012282,UNIQ_012282,50683,Belo Horizonte,MG,Southeast
CUST_012295,UNIQ_012295,54601,Maceio,AL,Northeast
CUST_012330,UNIQ_012330,22960,Goiania,GO,Central-West
CUST_012345,UNIQ_012345,85554,Goiania,GO,Central-West
CUST_012382,UNIQ_012382,62489,Manaus,AM,North
CUST_012405,UNIQ_012405,23272,Salvador,BA,Northeast
CUST_012413,UNIQ_012413,81395,Curitiba,PR,South
CUST_012422,UNIQ_012422,20032,Teresina,PI,Northeast
CUST_012453,UNIQ_012453,32692,Curitiba,PR,South
CUST_012485,UNIQ_012485,35297,Florianopolis,SC,South
CUST_012487,UNIQ_012487,13039,Teresina,PI,Northeast
CUST_012521,UNIQ_012521,75012,Belo Horizonte,MG,Southeast
CUST_012529,UNIQ_012529,35220,Rio De Janeiro,RJ,Southeast
CUST_012533,UNIQ_012533,16587,Manaus,AM,North
CUST_012576,UNIQ_012576,63354,Recife,PE,Northeast
CUST_012578,UNIQ_012578,49522,Recife,PE,Northeast
CUST_012584,UNIQ_012584,38137,Curitiba,PR,South
CUST_012606,UNIQ_012606,23863,Fortaleza,CE,Northeast
CUST_012608,UNIQ_012608,51899,Salvador,BA,Northeast
CUST_012614,UNIQ_012614,43462,Teresina,PI,Northeast
CUST_012628,UNIQ_012628,14263,Cuiaba,MT,Central-West
CUST_012632,UNIQ_012632,49423,Teresina,PI,Northeast
CUST_012636,UNIQ_012636,89682,Natal,RN,Northeast
CUST_012640,UNIQ_012640,76828,Porto Alegre,RS,South
CUST_012648,UNIQ_012648,29403,Curitiba,PR,South
CUST_012693,UNIQ_012693,78601,Salvador,BA,Northeast
CUST_012704,UNIQ_012704,36667,Florianopolis,SC,South
CUST_012711,UNIQ_012711,47143,Porto Alegre,RS,South
CUST_012713,UNIQ_012713,66615,Natal,RN,Northeast
CUST_012766,UNIQ_012766,79776,Porto Alegre,RS,South
CUST_012770,UNIQ_012770,43888,Recife,PE,Northeast
CUST_012771,UNIQ_012771,60047,Belem,PA,North
CUST_012780,UNIQ_012780,57965,Sao Paulo,SP,Southeast
CUST_012814,UNIQ_012814,51052,Recife,PE,Northeast
CUST_012840,UNIQ_012840,47683,Cuiaba,MT,Central-West
CUST_012870,UNIQ_012870,16487,Porto Velho,RO,North
CUST_012919,UNIQ_012919,47590,Curitiba,PR,South
CUST_012922,UNIQ_012922,71016,Florianopolis,SC,South
CUST_012938,UNIQ_012938,18689,Florianopolis,SC,South
CUST_012946,UNIQ_012946,19528,Natal,RN,Northeast
CUST_012958,UNIQ_012958,18645,Aracaju,SE,Northeast
CUST_012959,UNIQ_012959,13091,Recife,PE,Northeast
CUST_012965,UNIQ_012965,23229,Fortaleza,CE,Northeast
CUST_013055,UNIQ_013055,40843,Florianopolis,SC,South
CUST_013097,UNIQ_013097,59125,Rio De Janeiro,RJ,Southeast
CUST_013099,UNIQ_013099,85836,Teresina,PI,Northeast
CUST_013103,UNIQ_013103,64160,Curitiba,PR,South
CUST_013118,UNIQ_013118,86454,Belem,PA,North
CUST_013121,UNIQ_013121,34056,Campo Grande,MS,Central-West
CUST_013124,UNIQ_013124,24828,Recife,PE,Northeast
CUST_013142,UNIQ_013142,30980,Belo Horizonte,MG,Southeast
CUST_013143,UNIQ_013143,25449,Cuiaba,MT,Central-West
CUST_013189,UNIQ_013189,47182,Goiania,GO,Central-West
CUST_013201,UNIQ_013201,10949,Fortaleza,CE,Northeast
CUST_013226,UNIQ_013226,68738,Manaus,AM,North
CUST_013227,UNIQ_013227,91544,Goiania,GO,Central-West
CUST_013240,UNIQ_013240,23485,Natal,RN,Northeast
CUST_013252,UNIQ_013252,40182,Florianopolis,SC,South
CUST_013263,UNIQ_013263,44200,Fortaleza,CE,Northeast
CUST_013264,UNIQ_013264,89359,Campo Grande,MS,Central-West
CUST_013273,UNIQ_013273,81136,Belem,PA,North
CUST_013328,UNIQ_013328,62232,Teresina,PI,Northeast
CUST_013362,UNIQ_013362,36199,Curitiba,PR,South
CUST_013384,UNIQ_013384,89220,Porto Alegre,RS,South
CUST_013426,UNIQ_013426,61224,Belo Horizonte,MG,Southeast
CUST_013437,UNIQ_013437,39114,Belem,PA,North
CUST_013456,UNIQ_013456,72308,Campo Grande,MS,Central-West
CUST_013467,UNIQ_013467,39870,Rio De Janeiro,RJ,Southeast
CUST_013473,UNIQ_013473,94490,Joao Pessoa,PB,Northeast
CUST_013479,UNIQ_013479,65132,Curitiba,PR,South
CUST_013483,UNIQ_013483,12116,Porto Velho,RO,North
CUST_013484,UNIQ_013484,69260,Aracaju,SE,Northeast
CUST_013493,UNIQ_013493,99094,Belem,PA,North
CUST_013535,UNIQ_013535,12526,Porto Velho,RO,North
CUST_013542,UNIQ_013542,54561,Porto Velho,RO,North
CUST_013564,UNIQ_013564,86142,Porto Alegre,RS,South
CUST_013565,UNIQ_013565,95727,Fortaleza,CE,Northeast
CUST_013578,UNIQ_013578,93967,Aracaju,SE,Northeast
CUST_013581,UNIQ_013581,79296,Fortaleza,CE,Northeast
CUST_013589,UNIQ_013589,77677,Fortaleza,CE,Northeast
CUST_013604,UNIQ_013604,27494,Aracaju,SE,Northeast
CUST_013607,UNIQ_013607,17447,Campo Grande,MS,Central-West
CUST_013610,UNIQ_013610,46780,Porto Alegre,RS,South
CUST_013613,UNIQ_013613,92603,Natal,RN,Northeast
CUST_013640,UNIQ_013640,65694,Recife,PE,Northeast
CUST_013644,UNIQ_013644,99085,Porto Alegre,RS,South
CUST_013660,UNIQ_013660,47185,Teresina,PI,Northeast
CUST_013705,UNIQ_013705,62284,Campo Grande,MS,Central-West
CUST_013712,UNIQ_013712,36755,Sao Paulo,SP,Southeast
CUST_013729,UNIQ_013729,14060,Recife,PE,Northeast
CUST_013732,UNIQ_013732,23409,Porto Velho,RO,North
CUST_013747,UNIQ_013747,53673,Cuiaba,MT,Central-West
CUST_013750,UNIQ_013750,42493,Belem,PA,North
CUST_013751,UNIQ_013751,74323,Belem,PA,North
CUST_013756,UNIQ_013756,51385,Porto Velho,RO,North
CUST_013759,UNIQ_013759,74250,Joao Pessoa,PB,Northeast
CUST_013778,UNIQ_013778,89814,Maceio,AL,Northeast
CUST_013792,UNIQ_013792,80544,Curitiba,PR,South
CUST_013820,UNIQ_013820,20673,Curitiba,PR,South
CUST_013839,UNIQ_013839,64725,Goiania,GO,Central-West
CUST_013845,UNIQ_013845,17002,Aracaju,SE,Northeast
CUST_013880,UNIQ_013880,93961,Fortaleza,CE,Northeast
CUST_013883,UNIQ_013883,61170,Belem,PA,North
CUST_013895,UNIQ_013895,60379,Fortaleza,CE,Northeast
CUST_013896,UNIQ_013896,80073,Belo Horizonte,MG,Southeast
CUST_013901,UNIQ_013901,60890,Manaus,AM,North
CUST_013906,UNIQ_013906,61879,Natal,RN,Northeast
CUST_013912,UNIQ_013912,44862,Teresina,PI,Northeast
CUST_013936,UNIQ_013936,96715,Belem,PA,North
CUST_013939,UNIQ_013939,27965,Cuiaba,MT,Central-West
CUST_013978,UNIQ_013978,65464,Belo Horizonte,MG,Southeast
CUST_013980,UNIQ_013980,65475,Goiania,GO,Central-West
CUST_013992,UNIQ_013992,57889,Porto Alegre,RS,South
CUST_013998,UNIQ_013998,94277,Belo Horizonte,MG,Southeast
CUST_014026,UNIQ_014026,37879,Joao Pessoa,PB,Northeast
CUST_014027,UNIQ_014027,37568,Fortaleza,CE,Northeast
CUST_014051,UNIQ_014051,28127,Belem,PA,North
CUST_014057,UNIQ_014057,98167,Sao Paulo,SP,Southeast
CUST_014068,UNIQ_014068,13860,Salvador,BA,Northeast
CUST_014069,UNIQ_014069,61556,Sao Paulo,SP,Southeast
CUST_014076,UNIQ_014076,71192,Campo Grande,MS,Central-West
CUST_014095,UNIQ_014095,45422,Joao Pessoa,PB,Northeast
CUST_014101,UNIQ_014101,58660,Fortaleza,CE,Northeast
CUST_014106,UNIQ_014106,76631,Manaus,AM,North
CUST_014133,UNIQ_014133,27139,Salvador,BA,Northeast
CUST_014146,UNIQ_014146,87539,Manaus,AM,North
CUST_014151,UNIQ_014151,70436,Natal,RN,Northeast
CUST_014154,UNIQ_014154,78990,Aracaju,SE,Northeast
CUST_014164,UNIQ_014164,20097,Natal,RN,Northeast
CUST_014173,UNIQ_014173,68172,Teresina,PI,Northeast
CUST_014175,UNIQ_014175,60701,Cuiaba,MT,Central-West
CUST_014178,UNIQ_014178,91382,Sao Paulo,SP,Southeast
CUST_014195,UNIQ_014195,74688,Florianopolis,SC,South
CUST_014200,UNIQ_014200,16855,Sao Paulo,SP,Southeast
CUST_014202,UNIQ_014202,54247,Campo Grande,MS,Central-West
CUST_014212,UNIQ_014212,44080,Belem,PA,North
CUST_014214,UNIQ_014214,90166,Cuiaba,MT,Central-West
CUST_014290,UNIQ_014290,51943,Porto Velho,RO,North
CUST_014299,UNIQ_014299,91619,Natal,RN,Northeast
CUST_014304,UNIQ_014304,68124,Salvador,BA,Northeast
CUST_014320,UNIQ_014320,40876,Fortaleza,CE,Northeast
CUST_014330,UNIQ_014330,66152,Rio De Janeiro,RJ,Southeast
CUST_014340,UNIQ_014340,36545,Goiania,GO,Central-West
CUST_014369,UNIQ_014369,21562,Goiania,GO,Central-West
CUST_014394,UNIQ_014394,52978,Joao Pessoa,PB,Northeast
CUST_014400,UNIQ_014400,73810,Sao Paulo,SP,Southeast
CUST_014435,UNIQ_014435,92255,Belem,PA,North
CUST_014436,UNIQ_014436,56813,Porto Alegre,RS,South
CUST_014441,UNIQ_014441,40395,Sao Paulo,SP,Southeast
CUST_014444,UNIQ_014444,66623,Belo Horizonte,MG,Southeast
CUST_014464,UNIQ_014464,32944,Recife,PE,Northeast
CUST_014466,UNIQ_014466,58869,Natal,RN,Northeast
CUST_014470,UNIQ_014470,86425,Recife,PE,Northeast
CUST_014472,UNIQ_014472,71153,Sao Paulo,SP,Southeast
CUST_014477,UNIQ_014477,55269,Salvador,BA,Northeast
CUST_014479,UNIQ_014479,47150,Maceio,AL,Northeast
CUST_014503,UNIQ_014503,36382,Recife,PE,Northeast
CUST_014530,UNIQ_014530,22292,Sao Paulo,SP,Southeast
CUST_014531,UNIQ_014531,69289,Joao Pessoa,PB,Northeast
CUST_014533,UNIQ_014533,29624,Goiania,GO,Central-West
CUST_014541,UNIQ_014541,61832,Belem,PA,North
CUST_014551,UNIQ_014551,90260,Natal,RN,Northeast
CUST_014568,UNIQ_014568,80247,Maceio,AL,Northeast
CUST_014577,UNIQ_014577,35948,Cuiaba,MT,Central-West
CUST_014581,UNIQ_014581,78941,Campo Grande,MS,Central-West
CUST_014585,UNIQ_014585,11058,Fortaleza,CE,Northeast
CUST_014603,UNIQ_014603,80105,Joao Pessoa,PB,Northeast
CUST_014610,UNIQ_014610,92688,Natal,RN,Northeast
CUST_014623,UNIQ_014623,14356,Natal,RN,Northeast
CUST_014662,UNIQ_014662,25301,Natal,RN,Northeast
CUST_014663,UNIQ_014663,30751,Manaus,AM,North
CUST_014664,UNIQ_014664,88342,Recife,PE,Northeast
CUST_014685,UNIQ_014685,33245,Florianopolis,SC,South
CUST_014695,UNIQ_014695,42281,Florianopolis,SC,South
CUST_014696,UNIQ_014696,17940,Aracaju,SE,Northeast
CUST_014703,UNIQ_014703,30873,Florianopolis,SC,South
CUST_014726,UNIQ_014726,53060,Maceio,AL,Northeast
CUST_014735,UNIQ_014735,90728,Recife,PE,Northeast
CUST_014736,UNIQ_014736,81614,Porto Velho,RO,North
CUST_014739,UNIQ_014739,98317,Recife,PE,Northeast
CUST_014743,UNIQ_014743,70542,Manaus,AM,North
CUST_014757,UNIQ_014757,25443,Manaus,AM,North
CUST_014783,UNIQ_014783,98111,Campo Grande,MS,Central-West
CUST_014784,UNIQ_014784,63961,Sao Paulo,SP,Southeast
CUST_014785,UNIQ_014785,39385,Maceio,AL,Northeast
CUST_014791,UNIQ_014791,84870,Florianopolis,SC,South
CUST_014798,UNIQ_014798,45674,Recife,PE,Northeast
CUST_014800,UNIQ_014800,97278,Joao Pessoa,PB,Northeast
CUST_014806,UNIQ_014806,44773,Maceio,AL,Northeast
CUST_014821,UNIQ_014821,64687,Maceio,AL,Northeast
CUST_014837,UNIQ_014837,73656,Salvador,BA,Northeast
CUST_014852,UNIQ_014852,47922,Belo Horizonte,MG,Southeast
CUST_014862,UNIQ_014862,48609,Natal,RN,Northeast
CUST_014877,UNIQ_014877,16736,Goiania,GO,Central-West
CUST_014897,UNIQ_014897,76412,Belem,PA,North
CUST_014898,UNIQ_014898,88365,Cuiaba,MT,Central-West
CUST_014904,UNIQ_014904,37290,Natal,RN,Northeast
CUST_014916,UNIQ_014916,96944,Sao Paulo,SP,Southeast
CUST_014940,UNIQ_014940,29409,Maceio,AL,Northeast
CUST_014945,UNIQ_014945,52826,Joao Pessoa,PB,Northeast
CUST_014950,UNIQ_014950,10168,Rio De Janeiro,RJ,Southeast
CUST_014962,UNIQ_014962,87601,Aracaju,SE,Northeast
CUST_014972,UNIQ_014972,13110,Belo Horizonte,MG,Southeast
CUST_014979,UNIQ_014979,95955,Salvador,BA,Northeast
CUST_014992,UNIQ_014992,94210,Maceio,AL,Northeast
CUST_014993,UNIQ_014993,98301,Sao Paulo,SP,Southeast
CUST_000006,UNIQ_000006,65302,Cuiaba,MT,Central-West
CUST_000014,UNIQ_000014,46463,Cuiaba,MT,Central-West
CUST_000020,UNIQ_000020,22676,Natal,RN,Northeast
CUST_000027,UNIQ_000027,57400,Porto Velho,RO,North
CUST_000048,UNIQ_000048,84341,Manaus,AM,North
CUST_000057,UNIQ_000057,38746,Florianopolis,SC,South
CUST_000079,UNIQ_000079,30032,Manaus,AM,North
CUST_000087,UNIQ_000087,84364,Recife,PE,Northeast
CUST_000090,UNIQ_000090,26483,Maceio,AL,Northeast
CUST_000100,UNIQ_000100,42493,Salvador,BA,Northeast
CUST_000110,UNIQ_000110,41195,Aracaju,SE,Northeast
CUST_000148,UNIQ_000148,16572,Rio De Janeiro,RJ,Southeast
CUST_000155,UNIQ_000155,62923,Recife,PE,Northeast
CUST_000165,UNIQ_000165,61876,Porto Alegre,RS,South
CUST_000173,UNIQ_000173,44760,Aracaju,SE,Northeast
CUST_000184,UNIQ_000184,82512,Salvador,BA,Northeast
CUST_000192,UNIQ_000192,46265,Teresina,PI,Northeast
CUST_000195,UNIQ_000195,31178,Porto Alegre,RS,South
CUST_000210,UNIQ_000210,30257,Porto Velho,RO,North
CUST_000214,UNIQ_000214,63964,Goiania,GO,Central-West
CUST_000215,UNIQ_000215,44970,Recife,PE,Northeast
CUST_000221,UNIQ_000221,39219,Recife,PE,Northeast
CUST_000229,UNIQ_000229,25118,Sao Paulo,SP,Southeast
CUST_000259,UNIQ_000259,95813,Porto Velho,RO,North
CUST_000270,UNIQ_000270,16057,Sao Paulo,SP,Southeast
CUST_000298,UNIQ_000298,54020,Porto Alegre,RS,South
CUST_000307,UNIQ_000307,37110,Rio De Janeiro,RJ,Southeast
CUST_000318,UNIQ_000318,13804,Joao Pessoa,PB,Northeast
CUST_000336,UNIQ_000336,55870,Rio De Janeiro,RJ,Southeast
CUST_000341,UNIQ_000341,91439,Sao Paulo,SP,Southeast
CUST_000365,UNIQ_000365,74251,Teresina,PI,Northeast
CUST_000370,UNIQ_000370,95256,Aracaju,SE,Northeast
CUST_000382,UNIQ_000382,33834,Goiania,GO,Central-West
CUST_000391,UNIQ_000391,41499,Maceio,AL,Northeast
CUST_000416,UNIQ_000416,80010,Sao Paulo,SP,Southeast
