order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,purchase_date,purchase_year,purchase_month,purchase_month_name,purchase_day,purchase_day_name,purchase_week,purchase_quarter,purchase_hour,approval_time_hours,carrier_time_hours,delivery_time_days,estimated_delivery_days,delivery_delay_days,delivery_status
ORD_0027321,CUST_001525,Delivered,2022-04-21T08:18:00.000Z,2022-04-22T08:18:00.000Z,2022-04-25T08:18:00.000Z,2022-04-28T08:18:00.000Z,2022-05-10T08:18:00.000Z,2022-04-21,2022,4,April,21,Thursday,16,2,8,24,72,7,19,-12,On Time
ORD_0027330,CUST_011385,Invoiced,2023-03-22T12:50:00.000Z,2023-03-23T11:50:00.000Z,2023-03-24T11:50:00.000Z,null,2023-04-11T12:50:00.000Z,2023-03-22,2023,3,March,22,Wednesday,12,1,12,23,24,null,20,null,Pending
ORD_0027355,CUST_003197,Delivered,2021-10-02T22:02:00.000Z,2021-10-03T21:02:00.000Z,2021-10-05T21:02:00.000Z,2021-10-06T22:02:00.000Z,2021-10-15T22:02:00.000Z,2021-10-02,2021,10,October,2,Saturday,39,4,22,23,48,4,13,-9,On Time
ORD_0027380,CUST_012672,Invoiced,2021-03-31T02:57:00.000Z,2021-03-31T11:57:00.000Z,2021-04-02T11:57:00.000Z,null,2021-04-20T02:57:00.000Z,2021-03-31,2021,3,March,31,Wednesday,13,1,2,9,48,null,20,null,Pending
ORD_0027390,CUST_014059,Shipped,2023-01-30T07:28:00.000Z,2023-01-30T10:28:00.000Z,2023-02-02T10:28:00.000Z,null,2023-02-11T07:28:00.000Z,2023-01-30,2023,1,January,30,Monday,5,1,7,3,72,null,12,null,Pending
ORD_0027392,CUST_008333,Delivered,2023-01-17T08:41:00.000Z,2023-01-17T20:41:00.000Z,2023-01-18T20:41:00.000Z,2023-01-21T08:41:00.000Z,2023-01-31T08:41:00.000Z,2023-01-17,2023,1,January,17,Tuesday,3,1,8,12,24,4,14,-10,On Time
ORD_0027413,CUST_013242,Delivered,2021-05-20T04:57:00.000Z,2021-05-20T22:57:00.000Z,2021-05-23T22:57:00.000Z,2021-05-24T04:57:00.000Z,2021-06-04T04:57:00.000Z,2021-05-20,2021,5,May,20,Thursday,20,2,4,18,72,4,15,-11,On Time
ORD_0027436,CUST_010794,Delivered,2022-01-30T01:51:00.000Z,2022-01-30T05:51:00.000Z,2022-02-02T05:51:00.000Z,2022-02-05T01:51:00.000Z,2022-02-15T01:51:00.000Z,2022-01-30,2022,1,January,30,Sunday,4,1,1,4,72,6,16,-10,On Time
ORD_0027437,CUST_001772,Delivered,2023-02-04T18:11:00.000Z,2023-02-05T08:11:00.000Z,2023-02-07T08:11:00.000Z,2023-02-18T18:11:00.000Z,2023-02-20T18:11:00.000Z,2023-02-04,2023,2,February,4,Saturday,5,1,18,14,48,14,16,-2,On Time
ORD_0027443,CUST_012442,Delivered,2023-06-18T11:17:00.000Z,2023-06-18T21:17:00.000Z,2023-06-21T21:17:00.000Z,2023-06-28T11:17:00.000Z,2023-07-04T11:17:00.000Z,2023-06-18,2023,6,June,18,Sunday,24,2,11,10,72,10,16,-6,On Time
ORD_0027449,CUST_011785,Shipped,2021-09-04T11:58:00.000Z,2021-09-04T17:58:00.000Z,2021-09-05T17:58:00.000Z,null,2021-09-13T11:58:00.000Z,2021-09-04,2021,9,September,4,Saturday,35,3,11,6,24,null,9,null,Pending
ORD_0027457,CUST_007347,Delivered,2022-04-14T01:47:00.000Z,2022-04-14T09:47:00.000Z,2022-04-17T09:47:00.000Z,2022-04-25T01:47:00.000Z,2022-04-30T01:47:00.000Z,2022-04-14,2022,4,April,14,Thursday,15,2,1,8,72,11,16,-5,On Time
ORD_0027478,CUST_013213,Cancelled,2021-02-01T18:51:00.000Z,2021-02-02T18:51:00.000Z,2021-02-03T18:51:00.000Z,null,2021-02-21T18:51:00.000Z,2021-02-01,2021,2,February,1,Monday,5,1,18,24,24,null,20,null,Pending
ORD_0027503,CUST_002491,Processing,2022-07-22T21:28:00.000Z,2022-07-23T14:28:00.000Z,2022-07-26T14:28:00.000Z,null,2022-07-31T21:28:00.000Z,2022-07-22,2022,7,July,22,Friday,29,3,21,17,72,null,9,null,Pending
ORD_0027560,CUST_009321,Delivered,2021-11-15T03:44:00.000Z,2021-11-15T22:44:00.000Z,2021-11-18T22:44:00.000Z,2021-11-19T03:44:00.000Z,2021-12-05T03:44:00.000Z,2021-11-15,2021,11,November,15,Monday,46,4,3,19,72,4,20,-16,On Time
ORD_0027571,CUST_002956,Invoiced,2021-02-06T05:09:00.000Z,2021-02-06T18:09:00.000Z,2021-02-08T18:09:00.000Z,null,2021-02-18T05:09:00.000Z,2021-02-06,2021,2,February,6,Saturday,5,1,5,13,48,null,12,null,Pending
ORD_0027584,CUST_003729,Delivered,2021-04-20T18:46:00.000Z,2021-04-21T08:46:00.000Z,2021-04-22T08:46:00.000Z,2021-04-24T18:46:00.000Z,2021-05-07T18:46:00.000Z,2021-04-20,2021,4,April,20,Tuesday,16,2,18,14,24,4,17,-13,On Time
ORD_0027586,CUST_012524,Delivered,2021-10-04T14:38:00.000Z,2021-10-05T08:38:00.000Z,2021-10-07T08:38:00.000Z,2021-10-14T14:38:00.000Z,2021-10-16T14:38:00.000Z,2021-10-04,2021,10,October,4,Monday,40,4,14,18,48,10,12,-2,On Time
ORD_0027612,CUST_008130,Invoiced,2023-05-02T15:34:00.000Z,2023-05-02T18:34:00.000Z,2023-05-05T18:34:00.000Z,null,2023-05-13T15:34:00.000Z,2023-05-02,2023,5,May,2,Tuesday,18,2,15,3,72,null,11,null,Pending
ORD_0027624,CUST_013800,Shipped,2022-10-08T19:21:00.000Z,2022-10-09T01:21:00.000Z,2022-10-11T01:21:00.000Z,null,2022-10-24T19:21:00.000Z,2022-10-08,2022,10,October,8,Saturday,40,4,19,6,48,null,16,null,Pending
ORD_0027668,CUST_000794,Delivered,2021-10-28T01:03:00.000Z,2021-10-28T16:03:00.000Z,2021-10-29T16:03:00.000Z,2021-10-31T01:03:00.000Z,2021-11-07T01:03:00.000Z,2021-10-28,2021,10,October,28,Thursday,43,4,1,15,24,3,10,-7,On Time
ORD_0027681,CUST_009946,Delivered,2021-03-19T21:31:00.000Z,2021-03-19T22:31:00.000Z,2021-03-21T22:31:00.000Z,2021-03-31T21:31:00.000Z,2021-04-08T21:31:00.000Z,2021-03-19,2021,3,March,19,Friday,11,1,21,1,48,12,20,-8,On Time
ORD_0027694,CUST_006926,Delivered,2021-08-20T14:57:00.000Z,2021-08-21T05:57:00.000Z,2021-08-23T05:57:00.000Z,2021-09-02T14:57:00.000Z,2021-08-29T14:57:00.000Z,2021-08-20,2021,8,August,20,Friday,33,3,14,15,48,13,9,4,Delayed
ORD_0027712,CUST_000287,Processing,2021-11-30T15:53:00.000Z,2021-12-01T10:53:00.000Z,2021-12-04T10:53:00.000Z,null,2021-12-12T15:53:00.000Z,2021-11-30,2021,11,November,30,Tuesday,48,4,15,19,72,null,12,null,Pending
ORD_0027715,CUST_006513,Delivered,2023-06-09T21:59:00.000Z,2023-06-09T22:59:00.000Z,2023-06-11T22:59:00.000Z,2023-06-14T21:59:00.000Z,2023-06-17T21:59:00.000Z,2023-06-09,2023,6,June,9,Friday,23,2,21,1,48,5,8,-3,On Time
ORD_0027736,CUST_005112,Delivered,2022-08-25T09:10:00.000Z,2022-08-26T04:10:00.000Z,2022-08-27T04:10:00.000Z,2022-09-07T09:10:00.000Z,2022-09-05T09:10:00.000Z,2022-08-25,2022,8,August,25,Thursday,34,3,9,19,24,13,11,2,Delayed
ORD_0027783,CUST_013531,Delivered,2021-01-27T16:01:00.000Z,2021-01-28T15:01:00.000Z,2021-01-29T15:01:00.000Z,2021-02-04T16:01:00.000Z,2021-02-10T16:01:00.000Z,2021-01-27,2021,1,January,27,Wednesday,4,1,16,23,24,8,14,-6,On Time
ORD_0027788,CUST_006038,Cancelled,2021-08-26T16:18:00.000Z,2021-08-27T04:18:00.000Z,2021-08-30T04:18:00.000Z,null,2021-09-11T16:18:00.000Z,2021-08-26,2021,8,August,26,Thursday,34,3,16,12,72,null,16,null,Pending
ORD_0027800,CUST_010342,Delivered,2023-06-10T17:24:00.000Z,2023-06-11T13:24:00.000Z,2023-06-14T13:24:00.000Z,2023-06-16T17:24:00.000Z,2023-06-24T17:24:00.000Z,2023-06-10,2023,6,June,10,Saturday,23,2,17,20,72,6,14,-8,On Time
ORD_0027847,CUST_011831,Invoiced,2023-02-15T04:18:00.000Z,2023-02-15T09:18:00.000Z,2023-02-18T09:18:00.000Z,null,2023-03-05T04:18:00.000Z,2023-02-15,2023,2,February,15,Wednesday,7,1,4,5,72,null,18,null,Pending
ORD_0027852,CUST_014129,Delivered,2022-10-13T18:11:00.000Z,2022-10-14T04:11:00.000Z,2022-10-17T04:11:00.000Z,2022-11-05T18:11:00.000Z,2022-10-28T18:11:00.000Z,2022-10-13,2022,10,October,13,Thursday,41,4,18,10,72,23,15,8,Delayed
ORD_0027877,CUST_013036,Delivered,2022-05-08T22:19:00.000Z,2022-05-09T22:19:00.000Z,2022-05-10T22:19:00.000Z,2022-05-15T22:19:00.000Z,2022-05-17T22:19:00.000Z,2022-05-08,2022,5,May,8,Sunday,18,2,22,24,24,7,9,-2,On Time
ORD_0027885,CUST_006310,Delivered,2023-01-19T16:55:00.000Z,2023-01-20T13:55:00.000Z,2023-01-21T13:55:00.000Z,2023-02-01T16:55:00.000Z,2023-02-08T16:55:00.000Z,2023-01-19,2023,1,January,19,Thursday,3,1,16,21,24,13,20,-7,On Time
ORD_0027942,CUST_002127,Delivered,2022-06-01T09:16:00.000Z,2022-06-02T04:16:00.000Z,2022-06-03T04:16:00.000Z,2022-06-04T09:16:00.000Z,2022-06-16T09:16:00.000Z,2022-06-01,2022,6,June,1,Wednesday,22,2,9,19,24,3,15,-12,On Time
ORD_0027945,CUST_005862,Cancelled,2021-10-15T21:44:00.000Z,2021-10-16T00:44:00.000Z,2021-10-17T00:44:00.000Z,null,2021-10-31T21:44:00.000Z,2021-10-15,2021,10,October,15,Friday,41,4,21,3,24,null,16,null,Pending
ORD_0027960,CUST_014134,Invoiced,2022-04-04T07:17:00.000Z,2022-04-04T23:17:00.000Z,2022-04-06T23:17:00.000Z,null,2022-04-24T07:17:00.000Z,2022-04-04,2022,4,April,4,Monday,14,2,7,16,48,null,20,null,Pending
ORD_0027973,CUST_006650,Invoiced,2021-05-04T23:51:00.000Z,2021-05-05T04:51:00.000Z,2021-05-08T04:51:00.000Z,null,2021-05-16T23:51:00.000Z,2021-05-04,2021,5,May,4,Tuesday,18,2,23,5,72,null,12,null,Pending
ORD_0027979,CUST_014213,Delivered,2023-01-29T21:43:00.000Z,2023-01-30T00:43:00.000Z,2023-02-01T00:43:00.000Z,2023-02-01T21:43:00.000Z,2023-02-08T21:43:00.000Z,2023-01-29,2023,1,January,29,Sunday,4,1,21,3,48,3,10,-7,On Time
ORD_0028000,CUST_011208,Delivered,2022-06-18T21:39:00.000Z,2022-06-19T13:39:00.000Z,2022-06-20T13:39:00.000Z,2022-06-26T21:39:00.000Z,2022-06-25T21:39:00.000Z,2022-06-18,2022,6,June,18,Saturday,24,2,21,16,24,8,7,1,Delayed
ORD_0028015,CUST_008174,Cancelled,2022-11-21T20:45:00.000Z,2022-11-22T16:45:00.000Z,2022-11-24T16:45:00.000Z,null,2022-12-05T20:45:00.000Z,2022-11-21,2022,11,November,21,Monday,47,4,20,20,48,null,14,null,Pending
ORD_0028026,CUST_007994,Shipped,2021-05-14T05:14:00.000Z,2021-05-14T23:14:00.000Z,2021-05-15T23:14:00.000Z,null,2021-05-24T05:14:00.000Z,2021-05-14,2021,5,May,14,Friday,19,2,5,18,24,null,10,null,Pending
ORD_0028067,CUST_013153,Cancelled,2021-12-08T12:36:00.000Z,2021-12-09T00:36:00.000Z,2021-12-12T00:36:00.000Z,null,2021-12-20T12:36:00.000Z,2021-12-08,2021,12,December,8,Wednesday,49,4,12,12,72,null,12,null,Pending
ORD_0028105,CUST_011665,Delivered,2022-08-11T16:04:00.000Z,2022-08-12T06:04:00.000Z,2022-08-13T06:04:00.000Z,2022-08-25T16:04:00.000Z,2022-08-21T16:04:00.000Z,2022-08-11,2022,8,August,11,Thursday,32,3,16,14,24,14,10,4,Delayed
ORD_0028135,CUST_004032,Delivered,2021-07-13T05:54:00.000Z,2021-07-13T08:54:00.000Z,2021-07-15T08:54:00.000Z,2021-07-26T05:54:00.000Z,2021-07-29T05:54:00.000Z,2021-07-13,2021,7,July,13,Tuesday,28,3,5,3,48,13,16,-3,On Time
ORD_0028154,CUST_009319,Cancelled,2023-04-22T21:51:00.000Z,2023-04-23T06:51:00.000Z,2023-04-26T06:51:00.000Z,null,2023-05-03T21:51:00.000Z,2023-04-22,2023,4,April,22,Saturday,16,2,21,9,72,null,11,null,Pending
ORD_0028166,CUST_014262,Processing,2022-11-25T06:12:00.000Z,2022-11-25T08:12:00.000Z,2022-11-27T08:12:00.000Z,null,2022-12-05T06:12:00.000Z,2022-11-25,2022,11,November,25,Friday,47,4,6,2,48,null,10,null,Pending
ORD_0028208,CUST_000044,Delivered,2022-12-06T22:19:00.000Z,2022-12-07T08:19:00.000Z,2022-12-08T08:19:00.000Z,2022-12-10T22:19:00.000Z,2022-12-13T22:19:00.000Z,2022-12-06,2022,12,December,6,Tuesday,49,4,22,10,24,4,7,-3,On Time
ORD_0028231,CUST_006713,Shipped,2023-02-24T00:59:00.000Z,2023-02-24T14:59:00.000Z,2023-02-25T14:59:00.000Z,null,2023-03-15T00:59:00.000Z,2023-02-24,2023,2,February,24,Friday,8,1,0,14,24,null,19,null,Pending
ORD_0028233,CUST_008700,Processing,2021-11-15T11:55:00.000Z,2021-11-16T08:55:00.000Z,2021-11-19T08:55:00.000Z,null,2021-12-03T11:55:00.000Z,2021-11-15,2021,11,November,15,Monday,46,4,11,21,72,null,18,null,Pending
ORD_0028273,CUST_011478,Delivered,2021-12-26T20:34:00.000Z,2021-12-27T08:34:00.000Z,2021-12-30T08:34:00.000Z,2022-01-06T20:34:00.000Z,2022-01-10T20:34:00.000Z,2021-12-26,2021,12,December,26,Sunday,51,4,20,12,72,11,15,-4,On Time
ORD_0028314,CUST_013692,Invoiced,2022-03-16T02:34:00.000Z,2022-03-16T08:34:00.000Z,2022-03-17T08:34:00.000Z,null,2022-03-30T02:34:00.000Z,2022-03-16,2022,3,March,16,Wednesday,11,1,2,6,24,null,14,null,Pending
ORD_0028367,CUST_002371,Invoiced,2022-08-22T21:24:00.000Z,2022-08-23T07:24:00.000Z,2022-08-24T07:24:00.000Z,null,2022-09-07T21:24:00.000Z,2022-08-22,2022,8,August,22,Monday,34,3,21,10,24,null,16,null,Pending
ORD_0028373,CUST_008528,Invoiced,2022-07-31T10:47:00.000Z,2022-08-01T05:47:00.000Z,2022-08-02T05:47:00.000Z,null,2022-08-13T10:47:00.000Z,2022-07-31,2022,7,July,31,Sunday,30,3,10,19,24,null,13,null,Pending
ORD_0028378,CUST_010865,Delivered,2023-04-07T09:23:00.000Z,2023-04-08T02:23:00.000Z,2023-04-11T02:23:00.000Z,2023-04-19T09:23:00.000Z,2023-04-16T09:23:00.000Z,2023-04-07,2023,4,April,7,Friday,14,2,9,17,72,12,9,3,Delayed
ORD_0028415,CUST_006506,Invoiced,2021-01-15T22:47:00.000Z,2021-01-16T16:47:00.000Z,2021-01-18T16:47:00.000Z,null,2021-01-24T22:47:00.000Z,2021-01-15,2021,1,January,15,Friday,2,1,22,18,48,null,9,null,Pending
ORD_0028416,CUST_014286,Delivered,2023-04-16T23:13:00.000Z,2023-04-17T13:13:00.000Z,2023-04-18T13:13:00.000Z,2023-04-26T23:13:00.000Z,2023-05-04T23:13:00.000Z,2023-04-16,2023,4,April,16,Sunday,15,2,23,14,24,10,18,-8,On Time
ORD_0028423,CUST_005790,Delivered,2022-05-21T15:39:00.000Z,2022-05-21T17:39:00.000Z,2022-05-22T17:39:00.000Z,2022-06-06T15:39:00.000Z,2022-06-01T15:39:00.000Z,2022-05-21,2022,5,May,21,Saturday,20,2,15,2,24,16,11,5,Delayed
ORD_0028439,CUST_008020,Delivered,2023-06-12T04:49:00.000Z,2023-06-12T21:49:00.000Z,2023-06-13T21:49:00.000Z,2023-06-25T04:49:00.000Z,2023-06-29T04:49:00.000Z,2023-06-12,2023,6,June,12,Monday,24,2,4,17,24,13,17,-4,On Time
ORD_0028468,CUST_002329,Shipped,2021-11-15T09:18:00.000Z,2021-11-16T01:18:00.000Z,2021-11-19T01:18:00.000Z,null,2021-11-26T09:18:00.000Z,2021-11-15,2021,11,November,15,Monday,46,4,9,16,72,null,11,null,Pending
ORD_0028473,CUST_005262,Delivered,2023-04-25T17:33:00.000Z,2023-04-25T19:33:00.000Z,2023-04-28T19:33:00.000Z,2023-05-03T17:33:00.000Z,2023-05-13T17:33:00.000Z,2023-04-25,2023,4,April,25,Tuesday,17,2,17,2,72,8,18,-10,On Time
ORD_0028496,CUST_011963,Delivered,2021-03-25T12:22:00.000Z,2021-03-26T03:22:00.000Z,2021-03-27T03:22:00.000Z,2021-03-31T12:22:00.000Z,2021-04-14T12:22:00.000Z,2021-03-25,2021,3,March,25,Thursday,12,1,12,15,24,6,20,-14,On Time
ORD_0028541,CUST_002688,Processing,2021-07-21T01:17:00.000Z,2021-07-22T01:17:00.000Z,2021-07-25T01:17:00.000Z,null,2021-08-02T01:17:00.000Z,2021-07-21,2021,7,July,21,Wednesday,29,3,1,24,72,null,12,null,Pending
ORD_0028557,CUST_013438,Shipped,2022-09-15T19:25:00.000Z,2022-09-16T05:25:00.000Z,2022-09-19T05:25:00.000Z,null,2022-09-29T19:25:00.000Z,2022-09-15,2022,9,September,15,Thursday,37,3,19,10,72,null,14,null,Pending
ORD_0028605,CUST_012846,Delivered,2022-05-17T06:57:00.000Z,2022-05-17T09:57:00.000Z,2022-05-18T09:57:00.000Z,2022-05-31T06:57:00.000Z,2022-06-03T06:57:00.000Z,2022-05-17,2022,5,May,17,Tuesday,20,2,6,3,24,14,17,-3,On Time
ORD_0028622,CUST_000077,Invoiced,2021-11-10T11:43:00.000Z,2021-11-10T19:43:00.000Z,2021-11-12T19:43:00.000Z,null,2021-11-26T11:43:00.000Z,2021-11-10,2021,11,November,10,Wednesday,45,4,11,8,48,null,16,null,Pending
ORD_0028666,CUST_012598,Cancelled,2022-11-23T13:44:00.000Z,2022-11-24T05:44:00.000Z,2022-11-27T05:44:00.000Z,null,2022-12-11T13:44:00.000Z,2022-11-23,2022,11,November,23,Wednesday,47,4,13,16,72,null,18,null,Pending
ORD_0028693,CUST_013936,Delivered,2022-11-04T18:04:00.000Z,2022-11-04T20:04:00.000Z,2022-11-05T20:04:00.000Z,2022-11-08T18:04:00.000Z,2022-11-22T18:04:00.000Z,2022-11-04,2022,11,November,4,Friday,44,4,18,2,24,4,18,-14,On Time
ORD_0028694,CUST_009789,Processing,2021-03-30T11:34:00.000Z,2021-03-31T10:34:00.000Z,2021-04-02T10:34:00.000Z,null,2021-04-11T11:34:00.000Z,2021-03-30,2021,3,March,30,Tuesday,13,1,11,23,48,null,12,null,Pending
ORD_0028705,CUST_010737,Delivered,2023-05-28T01:41:00.000Z,2023-05-28T06:41:00.000Z,2023-05-31T06:41:00.000Z,2023-06-08T01:41:00.000Z,2023-06-16T01:41:00.000Z,2023-05-28,2023,5,May,28,Sunday,21,2,1,5,72,11,19,-8,On Time
ORD_0028711,CUST_014731,Delivered,2022-11-12T06:20:00.000Z,2022-11-13T04:20:00.000Z,2022-11-15T04:20:00.000Z,2022-11-18T06:20:00.000Z,2022-11-24T06:20:00.000Z,2022-11-12,2022,11,November,12,Saturday,45,4,6,22,48,6,12,-6,On Time
ORD_0028717,CUST_010179,Shipped,2022-12-07T11:20:00.000Z,2022-12-08T07:20:00.000Z,2022-12-09T07:20:00.000Z,null,2022-12-14T11:20:00.000Z,2022-12-07,2022,12,December,7,Wednesday,49,4,11,20,24,null,7,null,Pending
ORD_0028731,CUST_009146,Shipped,2023-06-14T07:12:00.000Z,2023-06-15T07:12:00.000Z,2023-06-18T07:12:00.000Z,null,2023-07-01T07:12:00.000Z,2023-06-14,2023,6,June,14,Wednesday,24,2,7,24,72,null,17,null,Pending
ORD_0028747,CUST_012524,Delivered,2022-01-27T03:38:00.000Z,2022-01-27T20:38:00.000Z,2022-01-29T20:38:00.000Z,2022-02-07T03:38:00.000Z,2022-02-06T03:38:00.000Z,2022-01-27,2022,1,January,27,Thursday,4,1,3,17,48,11,10,1,Delayed
ORD_0028749,CUST_013700,Processing,2022-04-29T05:02:00.000Z,2022-04-30T03:02:00.000Z,2022-05-01T03:02:00.000Z,null,2022-05-09T05:02:00.000Z,2022-04-29,2022,4,April,29,Friday,17,2,5,22,24,null,10,null,Pending
ORD_0028763,CUST_006108,Delivered,2021-01-17T21:00:00.000Z,2021-01-18T19:00:00.000Z,2021-01-21T19:00:00.000Z,2021-01-27T21:00:00.000Z,2021-02-06T21:00:00.000Z,2021-01-17,2021,1,January,17,Sunday,2,1,21,22,72,10,20,-10,On Time
ORD_0028795,CUST_006948,Cancelled,2022-07-08T23:34:00.000Z,2022-07-09T17:34:00.000Z,2022-07-12T17:34:00.000Z,null,2022-07-16T23:34:00.000Z,2022-07-08,2022,7,July,8,Friday,27,3,23,18,72,null,8,null,Pending
ORD_0028813,CUST_013353,Cancelled,2021-02-21T17:49:00.000Z,2021-02-22T06:49:00.000Z,2021-02-23T06:49:00.000Z,null,2021-03-01T17:49:00.000Z,2021-02-21,2021,2,February,21,Sunday,7,1,17,13,24,null,8,null,Pending
ORD_0028835,CUST_011036,Delivered,2023-05-12T10:20:00.000Z,2023-05-12T21:20:00.000Z,2023-05-15T21:20:00.000Z,2023-05-17T10:20:00.000Z,2023-06-01T10:20:00.000Z,2023-05-12,2023,5,May,12,Friday,19,2,10,11,72,5,20,-15,On Time
ORD_0028836,CUST_007649,Delivered,2023-05-29T17:14:00.000Z,2023-05-30T17:14:00.000Z,2023-05-31T17:14:00.000Z,2023-06-04T17:14:00.000Z,2023-06-06T17:14:00.000Z,2023-05-29,2023,5,May,29,Monday,22,2,17,24,24,6,8,-2,On Time
ORD_0028841,CUST_012566,Delivered,2021-08-31T21:50:00.000Z,2021-09-01T14:50:00.000Z,2021-09-02T14:50:00.000Z,2021-09-21T21:50:00.000Z,2021-09-17T21:50:00.000Z,2021-08-31,2021,8,August,31,Tuesday,35,3,21,17,24,21,17,4,Delayed
ORD_0028888,CUST_011459,Delivered,2021-03-10T11:04:00.000Z,2021-03-10T23:04:00.000Z,2021-03-13T23:04:00.000Z,2021-03-14T11:04:00.000Z,2021-03-21T11:04:00.000Z,2021-03-10,2021,3,March,10,Wednesday,10,1,11,12,72,4,11,-7,On Time
ORD_0028894,CUST_013907,Delivered,2021-10-10T08:56:00.000Z,2021-10-10T23:56:00.000Z,2021-10-11T23:56:00.000Z,2021-10-20T08:56:00.000Z,2021-10-18T08:56:00.000Z,2021-10-10,2021,10,October,10,Sunday,40,4,8,15,24,10,8,2,Delayed
ORD_0028911,CUST_014242,Invoiced,2022-08-05T00:06:00.000Z,2022-08-05T14:06:00.000Z,2022-08-06T14:06:00.000Z,null,2022-08-25T00:06:00.000Z,2022-08-05,2022,8,August,5,Friday,31,3,0,14,24,null,20,null,Pending
ORD_0028958,CUST_004766,Cancelled,2021-04-25T00:23:00.000Z,2021-04-25T01:23:00.000Z,2021-04-26T01:23:00.000Z,null,2021-05-06T00:23:00.000Z,2021-04-25,2021,4,April,25,Sunday,16,2,0,1,24,null,11,null,Pending
ORD_0028971,CUST_009486,Delivered,2021-11-25T12:04:00.000Z,2021-11-26T07:04:00.000Z,2021-11-29T07:04:00.000Z,2021-12-02T12:04:00.000Z,2021-12-04T12:04:00.000Z,2021-11-25,2021,11,November,25,Thursday,47,4,12,19,72,7,9,-2,On Time
ORD_0029001,CUST_004405,Shipped,2021-01-31T00:01:00.000Z,2021-01-31T04:01:00.000Z,2021-02-01T04:01:00.000Z,null,2021-02-08T00:01:00.000Z,2021-01-31,2021,1,January,31,Sunday,4,1,0,4,24,null,8,null,Pending
ORD_0029010,CUST_013646,Invoiced,2023-03-21T21:35:00.000Z,2023-03-22T13:35:00.000Z,2023-03-23T13:35:00.000Z,null,2023-04-09T21:35:00.000Z,2023-03-21,2023,3,March,21,Tuesday,12,1,21,16,24,null,19,null,Pending
ORD_0029034,CUST_010206,Delivered,2022-04-17T03:08:00.000Z,2022-04-17T04:08:00.000Z,2022-04-18T04:08:00.000Z,2022-05-01T03:08:00.000Z,2022-05-01T03:08:00.000Z,2022-04-17,2022,4,April,17,Sunday,15,2,3,1,24,14,14,0,On Time
ORD_0029078,CUST_002594,Delivered,2022-11-06T11:50:00.000Z,2022-11-07T08:50:00.000Z,2022-11-09T08:50:00.000Z,2022-11-18T11:50:00.000Z,2022-11-15T11:50:00.000Z,2022-11-06,2022,11,November,6,Sunday,44,4,11,21,48,12,9,3,Delayed
ORD_0029082,CUST_009996,Processing,2021-07-08T03:41:00.000Z,2021-07-09T00:41:00.000Z,2021-07-10T00:41:00.000Z,null,2021-07-17T03:41:00.000Z,2021-07-08,2021,7,July,8,Thursday,27,3,3,21,24,null,9,null,Pending
ORD_0029129,CUST_014938,Delivered,2021-07-25T13:23:00.000Z,2021-07-26T07:23:00.000Z,2021-07-27T07:23:00.000Z,2021-08-21T13:23:00.000Z,2021-08-13T13:23:00.000Z,2021-07-25,2021,7,July,25,Sunday,29,3,13,18,24,27,19,8,Delayed
ORD_0029200,CUST_006018,Delivered,2022-11-21T18:54:00.000Z,2022-11-22T09:54:00.000Z,2022-11-23T09:54:00.000Z,2022-12-05T18:54:00.000Z,2022-12-09T18:54:00.000Z,2022-11-21,2022,11,November,21,Monday,47,4,18,15,24,14,18,-4,On Time
ORD_0029222,CUST_005614,Cancelled,2022-09-02T02:37:00.000Z,2022-09-02T07:37:00.000Z,2022-09-04T07:37:00.000Z,null,2022-09-10T02:37:00.000Z,2022-09-02,2022,9,September,2,Friday,35,3,2,5,48,null,8,null,Pending
ORD_0029255,CUST_006303,Delivered,2022-06-04T05:49:00.000Z,2022-06-04T13:49:00.000Z,2022-06-05T13:49:00.000Z,2022-06-10T05:49:00.000Z,2022-06-22T05:49:00.000Z,2022-06-04,2022,6,June,4,Saturday,22,2,5,8,24,6,18,-12,On Time
ORD_0029257,CUST_012491,Invoiced,2022-05-06T21:12:00.000Z,2022-05-07T16:12:00.000Z,2022-05-09T16:12:00.000Z,null,2022-05-15T21:12:00.000Z,2022-05-06,2022,5,May,6,Friday,18,2,21,19,48,null,9,null,Pending
ORD_0029267,CUST_011871,Delivered,2021-11-13T22:07:00.000Z,2021-11-14T08:07:00.000Z,2021-11-16T08:07:00.000Z,2021-11-20T22:07:00.000Z,2021-11-27T22:07:00.000Z,2021-11-13,2021,11,November,13,Saturday,45,4,22,10,48,7,14,-7,On Time
ORD_0029289,CUST_002025,Delivered,2022-07-10T14:54:00.000Z,2022-07-10T23:54:00.000Z,2022-07-11T23:54:00.000Z,2022-07-21T14:54:00.000Z,2022-07-21T14:54:00.000Z,2022-07-10,2022,7,July,10,Sunday,27,3,14,9,24,11,11,0,On Time
ORD_0029330,CUST_008708,Shipped,2023-06-18T11:30:00.000Z,2023-06-18T17:30:00.000Z,2023-06-19T17:30:00.000Z,null,2023-06-27T11:30:00.000Z,2023-06-18,2023,6,June,18,Sunday,24,2,11,6,24,null,9,null,Pending
