order_id,product_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,purchase_date,purchase_year,purchase_month,purchase_month_name,purchase_day,purchase_day_name,purchase_week,purchase_quarter,purchase_hour,approval_time_hours,carrier_time_hours,delivery_time_days,estimated_delivery_days,delivery_delay_days,delivery_status,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_region,order_item_id,seller_id,shipping_limit_date,price,freight_value,gross_sales,shipping_cost,total_amount,shipping_percentage,shipping_category,price_category,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,size_category,weight_category,shipping_type,payment_sequential,payment_type,payment_installments,payment_value,is_installment,payment_value_category,installment_category,net_sales,shipping_amount,total_sales,profit,order_value_segment,delivery_performance
ORD_0002282,PROD_001042,CUST_008339,Shipped,2022-12-12T17:09:00.000Z,2022-12-13T09:09:00.000Z,2022-12-16T09:09:00.000Z,null,2022-12-19T17:09:00.000Z,2022-12-12,2022,12,December,12,Monday,50,4,17,16,72,null,7,null,Pending,UNIQ_008339,51820,Porto Alegre,RS,South,2,SELL_0300,2022-12-15T17:09:00.000Z,567.25,31.64,567.25,31.64,598.89,5.58,Medium,Premium,Garden,66,429,5,7386,31,9,41,11439,Large,Heavy,Special Handling,1,Debit_card,12,620.82,Yes,High Value,Long Term EMI,567.25,31.64,598.89,113.45,High,Delayed
ORD_0002286,PROD_002490,CUST_006529,Delivered,2022-01-31T19:56:00.000Z,2022-02-01T16:56:00.000Z,2022-02-03T16:56:00.000Z,2022-02-07T19:56:00.000Z,2022-02-20T19:56:00.000Z,2022-01-31,2022,1,January,31,Monday,5,1,19,21,48,7,20,-13,On Time,UNIQ_006529,44478,Joao Pessoa,PB,Northeast,1,SELL_0088,2022-02-02T19:56:00.000Z,1093.47,47.8,1093.47,47.8,1141.27,4.37,Medium,Premium,Fashion,21,551,1,24186,54,47,56,142128,Large,Heavy,Special Handling,1,Credit_card,1,251.82,No,Medium Value,Single Payment,1093.47,47.8,1141.27,218.69,Premium,On Time
ORD_0002301,PROD_000035,CUST_014830,Cancelled,2022-10-01T00:13:00.000Z,2022-10-01T18:13:00.000Z,2022-10-02T18:13:00.000Z,null,2022-10-20T00:13:00.000Z,2022-10-01,2022,10,October,1,Saturday,39,4,0,18,24,null,19,null,Pending,UNIQ_014830,49631,Goiania,GO,Central-West,2,SELL_0241,2022-10-04T00:13:00.000Z,1605.91,79.56,1605.91,79.56,1685.47,4.95,High,Premium,Electronics,66,560,5,20470,28,19,10,5320,Medium,Heavy,Special Handling,1,Debit_card,3,2278.18,Yes,Premium Value,Short Term EMI,1605.91,79.56,1685.47,321.18,Premium,Delayed
ORD_0002325,PROD_001422,CUST_001043,Delivered,2022-04-03T04:03:00.000Z,2022-04-03T20:03:00.000Z,2022-04-06T20:03:00.000Z,2022-04-06T04:03:00.000Z,2022-04-21T04:03:00.000Z,2022-04-03,2022,4,April,3,Sunday,13,2,4,16,72,3,18,-15,On Time,UNIQ_001043,39552,Goiania,GO,Central-West,1,SELL_0298,2022-04-05T04:03:00.000Z,1063.34,57.03,1063.34,57.03,1120.37,5.36,High,Premium,Food,63,190,4,24910,100,6,49,29400,Large,Heavy,Special Handling,1,Credit_card,12,133.22,Yes,Medium Value,Long Term EMI,1063.34,57.03,1120.37,212.67,Premium,On Time
ORD_0002337,PROD_002483,CUST_013827,Delivered,2021-02-09T19:37:00.000Z,2021-02-10T12:37:00.000Z,2021-02-11T12:37:00.000Z,2021-02-21T19:37:00.000Z,2021-02-28T19:37:00.000Z,2021-02-09,2021,2,February,9,Tuesday,6,1,19,17,24,12,19,-7,On Time,UNIQ_013827,62342,Maceio,AL,Northeast,1,SELL_0194,2021-02-10T19:37:00.000Z,1806.1,27.9,1806.1,27.9,1834,1.54,Medium,Premium,Books,48,545,4,10683,46,46,10,21160,Large,Heavy,Special Handling,1,Credit_card,12,1761.8,Yes,Premium Value,Long Term EMI,1806.1,27.9,1834,361.22,Premium,On Time
ORD_0002347,PROD_001846,CUST_005634,Cancelled,2021-07-04T15:44:00.000Z,2021-07-04T21:44:00.000Z,2021-07-05T21:44:00.000Z,null,2021-07-21T15:44:00.000Z,2021-07-04,2021,7,July,4,Sunday,26,3,15,6,24,null,17,null,Pending,UNIQ_005634,37529,Porto Alegre,RS,South,1,SELL_0165,2021-07-07T15:44:00.000Z,179.95,36.62,179.95,36.62,216.57,20.35,Medium,Standard,Health,55,460,6,28455,47,46,58,125396,Large,Heavy,Special Handling,1,Voucher,1,2859.9,No,Premium Value,Single Payment,179.95,36.62,216.57,35.99,Medium,Delayed
ORD_0002361,PROD_000666,CUST_004640,Cancelled,2021-10-26T11:16:00.000Z,2021-10-27T11:16:00.000Z,2021-10-29T11:16:00.000Z,null,2021-11-14T11:16:00.000Z,2021-10-26,2021,10,October,26,Tuesday,43,4,11,24,48,null,19,null,Pending,UNIQ_004640,34824,Aracaju,SE,Northeast,1,SELL_0446,2021-10-29T11:16:00.000Z,1785.06,52.67,1785.06,52.67,1837.73,2.95,High,Premium,Home_appliances,63,263,6,23146,93,5,20,9300,Medium,Heavy,Special Handling,1,Boleto,6,723.54,Yes,High Value,Medium Term EMI,1785.06,52.67,1837.73,357.01,Premium,Delayed
ORD_0002370,PROD_001999,CUST_014803,Delivered,2022-02-20T06:20:00.000Z,2022-02-20T18:20:00.000Z,2022-02-22T18:20:00.000Z,2022-02-25T06:20:00.000Z,2022-03-06T06:20:00.000Z,2022-02-20,2022,2,February,20,Sunday,7,1,6,12,48,5,14,-9,On Time,UNIQ_014803,79924,Porto Alegre,RS,South,1,SELL_0009,2022-02-21T06:20:00.000Z,649.79,7.5,649.79,7.5,657.29,1.15,Low,Premium,Garden,25,394,2,2861,21,31,33,21483,Large,Heavy,Standard,1,Debit_card,1,126.08,No,Medium Value,Single Payment,649.79,7.5,657.29,129.96,High,On Time
ORD_0002397,PROD_001100,CUST_009182,Cancelled,2022-01-27T10:01:00.000Z,2022-01-28T10:01:00.000Z,2022-01-31T10:01:00.000Z,null,2022-02-07T10:01:00.000Z,2022-01-27,2022,1,January,27,Thursday,4,1,10,24,72,null,11,null,Pending,UNIQ_009182,63390,Sao Paulo,SP,Southeast,1,SELL_0427,2022-01-30T10:01:00.000Z,195.79,60.48,195.79,60.48,256.27,30.89,High,Standard,Office,34,312,2,23420,32,44,19,26752,Large,Heavy,Special Handling,1,Boleto,12,2487.34,Yes,Premium Value,Long Term EMI,195.79,60.48,256.27,39.16,Medium,Delayed
ORD_0002406,PROD_001274,CUST_011657,Cancelled,2021-04-17T05:26:00.000Z,2021-04-17T07:26:00.000Z,2021-04-20T07:26:00.000Z,null,2021-05-02T05:26:00.000Z,2021-04-17,2021,4,April,17,Saturday,15,2,5,2,72,null,15,null,Pending,UNIQ_011657,65910,Manaus,AM,North,1,SELL_0379,2021-04-19T05:26:00.000Z,705.99,66.44,705.99,66.44,772.43,9.41,High,Premium,Home_appliances,50,490,2,5103,23,25,55,31625,Large,Heavy,Special Handling,1,Debit_card,6,956.96,Yes,High Value,Medium Term EMI,705.99,66.44,772.43,141.2,High,Delayed
ORD_0002432,PROD_002602,CUST_012888,Shipped,2021-04-30T12:10:00.000Z,2021-04-30T17:10:00.000Z,2021-05-03T17:10:00.000Z,null,2021-05-19T12:10:00.000Z,2021-04-30,2021,4,April,30,Friday,17,2,12,5,72,null,19,null,Pending,UNIQ_012888,57796,Goiania,GO,Central-West,1,SELL_0037,2021-05-03T12:10:00.000Z,1204.54,78.43,1204.54,78.43,1282.97,6.51,High,Premium,Music,44,374,6,13705,96,9,33,28512,Large,Heavy,Special Handling,1,Credit_card,1,1725.04,No,Premium Value,Single Payment,1204.54,78.43,1282.97,240.91,Premium,Delayed
ORD_0002455,PROD_000121,CUST_009840,Delivered,2023-04-06T03:29:00.000Z,2023-04-06T04:29:00.000Z,2023-04-08T04:29:00.000Z,2023-04-12T03:29:00.000Z,2023-04-26T03:29:00.000Z,2023-04-06,2023,4,April,6,Thursday,14,2,3,1,48,6,20,-14,On Time,UNIQ_009840,13860,Rio De Janeiro,RJ,Southeast,1,SELL_0421,2023-04-09T03:29:00.000Z,1712.46,50.08,1712.46,50.08,1762.54,2.92,High,Premium,Computers,44,303,1,25666,87,8,11,7656,Medium,Heavy,Special Handling,1,Credit_card,3,1742.86,Yes,Premium Value,Short Term EMI,1712.46,50.08,1762.54,342.49,Premium,On Time
ORD_0002476,PROD_002689,CUST_002255,Invoiced,2022-12-26T13:52:00.000Z,2022-12-26T23:52:00.000Z,2022-12-29T23:52:00.000Z,null,2023-01-06T13:52:00.000Z,2022-12-26,2022,12,December,26,Monday,52,4,13,10,72,null,11,null,Pending,UNIQ_002255,33758,Campo Grande,MS,Central-West,1,SELL_0090,2022-12-29T13:52:00.000Z,498.32,65.42,498.32,65.42,563.74,13.13,High,Standard,Fashion,38,842,5,5691,49,10,38,18620,Large,Heavy,Special Handling,1,Boleto,1,1113.46,No,Premium Value,Single Payment,498.32,65.42,563.74,99.66,High,Delayed
ORD_0002499,PROD_000131,CUST_011638,Delivered,2023-05-25T12:56:00.000Z,2023-05-26T12:56:00.000Z,2023-05-27T12:56:00.000Z,2023-06-01T12:56:00.000Z,2023-06-10T12:56:00.000Z,2023-05-25,2023,5,May,25,Thursday,21,2,12,24,24,7,16,-9,On Time,UNIQ_011638,14932,Manaus,AM,North,1,SELL_0045,2023-05-26T12:56:00.000Z,1958.89,5.86,1958.89,5.86,1964.75,0.3,Low,Premium,Office,31,230,1,19087,19,21,41,16359,Large,Heavy,Special Handling,2,Credit_card,1,74.4,No,Low Value,Single Payment,1958.89,5.86,1964.75,391.78,Premium,On Time
ORD_0002502,PROD_002729,CUST_014101,Delivered,2022-01-10T19:53:00.000Z,2022-01-10T23:53:00.000Z,2022-01-11T23:53:00.000Z,2022-01-16T19:53:00.000Z,2022-01-20T19:53:00.000Z,2022-01-10,2022,1,January,10,Monday,2,1,19,4,24,6,10,-4,On Time,UNIQ_014101,58660,Fortaleza,CE,Northeast,1,SELL_0240,2022-01-13T19:53:00.000Z,1612.48,69.78,1612.48,69.78,1682.26,4.33,High,Premium,Health,67,754,5,10227,72,22,56,88704,Large,Heavy,Special Handling,1,Debit_card,1,2907.36,No,Premium Value,Single Payment,1612.48,69.78,1682.26,322.5,Premium,On Time
ORD_0002513,PROD_002429,CUST_012526,Delivered,2022-09-23T09:35:00.000Z,2022-09-24T00:35:00.000Z,2022-09-25T00:35:00.000Z,2022-10-03T09:35:00.000Z,2022-10-12T09:35:00.000Z,2022-09-23,2022,9,September,23,Friday,38,3,9,15,24,10,19,-9,On Time,UNIQ_012526,23065,Teresina,PI,Northeast,1,SELL_0257,2022-09-25T09:35:00.000Z,1140.55,49.92,1140.55,49.92,1190.47,4.38,Medium,Premium,Electronics,33,739,3,7975,86,28,27,65016,Large,Heavy,Special Handling,1,Credit_card,1,2514.52,No,Premium Value,Single Payment,1140.55,49.92,1190.47,228.11,Premium,On Time
ORD_0002541,PROD_000519,CUST_005837,Invoiced,2022-06-07T05:18:00.000Z,2022-06-07T20:18:00.000Z,2022-06-08T20:18:00.000Z,null,2022-06-26T05:18:00.000Z,2022-06-07,2022,6,June,7,Tuesday,23,2,5,15,24,null,19,null,Pending,UNIQ_005837,78354,Belo Horizonte,MG,Southeast,3,SELL_0159,2022-06-08T05:18:00.000Z,369.83,32.78,369.83,32.78,402.61,8.86,Medium,Standard,Music,42,518,4,24311,90,48,29,125280,Large,Heavy,Special Handling,1,Debit_card,6,2297.19,Yes,Premium Value,Medium Term EMI,369.83,32.78,402.61,73.97,Medium,Delayed
ORD_0002546,PROD_001531,CUST_001780,Delivered,2021-06-18T18:13:00.000Z,2021-06-19T04:13:00.000Z,2021-06-22T04:13:00.000Z,2021-06-26T18:13:00.000Z,2021-07-04T18:13:00.000Z,2021-06-18,2021,6,June,18,Friday,24,2,18,10,72,8,16,-8,On Time,UNIQ_001780,75803,Salvador,BA,Northeast,1,SELL_0492,2021-06-19T18:13:00.000Z,267.69,53.15,267.69,53.15,320.84,19.86,High,Standard,Music,38,854,5,26715,41,35,70,100450,Large,Heavy,Special Handling,1,Credit_card,1,2006.35,No,Premium Value,Single Payment,267.69,53.15,320.84,53.54,Medium,On Time
ORD_0002560,PROD_000704,CUST_009857,Delivered,2021-10-06T02:36:00.000Z,2021-10-06T21:36:00.000Z,2021-10-09T21:36:00.000Z,2021-10-20T02:36:00.000Z,2021-10-22T02:36:00.000Z,2021-10-06,2021,10,October,6,Wednesday,40,4,2,19,72,14,16,-2,On Time,UNIQ_009857,92557,Belem,PA,North,1,SELL_0053,2021-10-08T02:36:00.000Z,457.31,64.26,457.31,64.26,521.57,14.05,High,Standard,Office,27,870,4,6140,33,30,49,48510,Large,Heavy,Special Handling,1,Voucher,2,1426.52,Yes,Premium Value,Short Term EMI,457.31,64.26,521.57,91.46,High,On Time
ORD_0002571,PROD_000220,CUST_000303,Cancelled,2021-05-13T23:37:00.000Z,2021-05-14T21:37:00.000Z,2021-05-16T21:37:00.000Z,null,2021-05-29T23:37:00.000Z,2021-05-13,2021,5,May,13,Thursday,19,2,23,22,48,null,16,null,Pending,UNIQ_000303,18418,Manaus,AM,North,1,SELL_0319,2021-05-14T23:37:00.000Z,645.91,26.27,645.91,26.27,672.18,4.07,Medium,Premium,Toys,31,571,3,4982,80,32,58,148480,Large,Heavy,Standard,1,Voucher,2,1911.9,Yes,Premium Value,Short Term EMI,645.91,26.27,672.18,129.18,High,Delayed
ORD_0002575,PROD_000556,CUST_009868,Delivered,2021-03-19T05:05:00.000Z,2021-03-19T13:05:00.000Z,2021-03-21T13:05:00.000Z,2021-03-27T05:05:00.000Z,2021-04-04T05:05:00.000Z,2021-03-19,2021,3,March,19,Friday,11,1,5,8,48,8,16,-8,On Time,UNIQ_009868,74915,Sao Paulo,SP,Southeast,1,SELL_0374,2021-03-21T05:05:00.000Z,1172.28,7.2,1172.28,7.2,1179.48,0.61,Low,Premium,Electronics,24,571,3,20277,96,6,15,8640,Medium,Heavy,Special Handling,1,Boleto,3,1594.09,Yes,Premium Value,Short Term EMI,1172.28,7.2,1179.48,234.46,Premium,On Time
ORD_0002610,PROD_000724,CUST_001823,Cancelled,2022-01-09T13:05:00.000Z,2022-01-10T07:05:00.000Z,2022-01-11T07:05:00.000Z,null,2022-01-24T13:05:00.000Z,2022-01-09,2022,1,January,9,Sunday,1,1,13,18,24,null,15,null,Pending,UNIQ_001823,24283,Cuiaba,MT,Central-West,1,SELL_0041,2022-01-11T13:05:00.000Z,1982.59,6.2,1982.59,6.2,1988.79,0.31,Low,Premium,Electronics,31,335,4,10265,22,16,29,10208,Large,Heavy,Special Handling,1,Credit_card,12,2654.7,Yes,Premium Value,Long Term EMI,1982.59,6.2,1988.79,396.52,Premium,Delayed
ORD_0002624,PROD_000462,CUST_011254,Cancelled,2021-06-06T09:09:00.000Z,2021-06-06T11:09:00.000Z,2021-06-08T11:09:00.000Z,null,2021-06-22T09:09:00.000Z,2021-06-06,2021,6,June,6,Sunday,22,2,9,2,48,null,16,null,Pending,UNIQ_011254,24379,Aracaju,SE,Northeast,1,SELL_0079,2021-06-07T09:09:00.000Z,1675.5,13.42,1675.5,13.42,1688.92,0.8,Low,Premium,Electronics,42,682,2,4659,94,45,55,232650,Large,Heavy,Standard,1,Credit_card,1,641.82,No,High Value,Single Payment,1675.5,13.42,1688.92,335.1,Premium,Delayed
ORD_0002629,PROD_001711,CUST_010296,Invoiced,2021-11-05T05:49:00.000Z,2021-11-05T17:49:00.000Z,2021-11-08T17:49:00.000Z,null,2021-11-20T05:49:00.000Z,2021-11-05,2021,11,November,5,Friday,44,4,5,12,72,null,15,null,Pending,UNIQ_010296,25195,Belo Horizonte,MG,Southeast,1,SELL_0104,2021-11-08T05:49:00.000Z,1267.79,37.8,1267.79,37.8,1305.59,2.98,Medium,Premium,Fashion,38,212,3,324,20,18,75,27000,Large,Light,Standard,1,Credit_card,6,2254.36,Yes,Premium Value,Medium Term EMI,1267.79,37.8,1305.59,253.56,Premium,Delayed
ORD_0002630,PROD_001565,CUST_000477,Shipped,2021-04-01T01:05:00.000Z,2021-04-01T04:05:00.000Z,2021-04-02T04:05:00.000Z,null,2021-04-19T01:05:00.000Z,2021-04-01,2021,4,April,1,Thursday,13,2,1,3,24,null,18,null,Pending,UNIQ_000477,98117,Sao Paulo,SP,Southeast,1,SELL_0021,2021-04-04T01:05:00.000Z,1303.75,18.76,1303.75,18.76,1322.51,1.44,Low,Premium,Beauty,59,680,2,10294,59,38,67,150214,Large,Heavy,Special Handling,1,Credit_card,3,1387.84,Yes,Premium Value,Short Term EMI,1303.75,18.76,1322.51,260.75,Premium,Delayed
ORD_0002635,PROD_002381,CUST_012134,Shipped,2022-01-18T01:32:00.000Z,2022-01-18T22:32:00.000Z,2022-01-21T22:32:00.000Z,null,2022-02-03T01:32:00.000Z,2022-01-18,2022,1,January,18,Tuesday,3,1,1,21,72,null,16,null,Pending,UNIQ_012134,41006,Teresina,PI,Northeast,1,SELL_0195,2022-01-21T01:32:00.000Z,1481.61,50.66,1481.61,50.66,1532.27,3.42,High,Premium,Office,22,857,6,25999,17,16,59,16048,Large,Heavy,Special Handling,1,Credit_card,1,2468.33,No,Premium Value,Single Payment,1481.61,50.66,1532.27,296.32,Premium,Delayed
ORD_0002645,PROD_002690,CUST_004692,Delivered,2021-04-25T22:48:00.000Z,2021-04-26T08:48:00.000Z,2021-04-28T08:48:00.000Z,2021-05-09T22:48:00.000Z,2021-05-12T22:48:00.000Z,2021-04-25,2021,4,April,25,Sunday,16,2,22,10,48,14,17,-3,On Time,UNIQ_004692,32044,Maceio,AL,Northeast,1,SELL_0218,2021-04-26T22:48:00.000Z,1097.15,67.44,1097.15,67.44,1164.59,6.15,High,Premium,Furniture,26,590,2,182,64,49,34,106624,Large,Light,Standard,2,Credit_card,1,75.61,No,Low Value,Single Payment,1097.15,67.44,1164.59,219.43,Premium,On Time
ORD_0002656,PROD_000519,CUST_003095,Processing,2023-03-08T23:17:00.000Z,2023-03-09T10:17:00.000Z,2023-03-10T10:17:00.000Z,null,2023-03-23T23:17:00.000Z,2023-03-08,2023,3,March,8,Wednesday,10,1,23,11,24,null,15,null,Pending,UNIQ_003095,90997,Manaus,AM,North,1,SELL_0441,2023-03-09T23:17:00.000Z,1683.26,13.27,1683.26,13.27,1696.53,0.79,Low,Premium,Music,42,518,4,24311,90,48,29,125280,Large,Heavy,Special Handling,1,Debit_card,1,1440.64,No,Premium Value,Single Payment,1683.26,13.27,1696.53,336.65,Premium,Delayed
ORD_0002670,PROD_000470,CUST_003810,Shipped,2021-11-05T18:08:00.000Z,2021-11-05T21:08:00.000Z,2021-11-07T21:08:00.000Z,null,2021-11-23T18:08:00.000Z,2021-11-05,2021,11,November,5,Friday,44,4,18,3,48,null,18,null,Pending,UNIQ_003810,99443,Teresina,PI,Northeast,2,SELL_0269,2021-11-07T18:08:00.000Z,448.06,34.88,448.06,34.88,482.94,7.78,Medium,Standard,Beauty,20,528,3,27860,48,35,43,72240,Large,Heavy,Special Handling,1,Debit_card,1,103.88,No,Medium Value,Single Payment,448.06,34.88,482.94,89.61,Medium,Delayed
ORD_0002682,PROD_000615,CUST_005516,Shipped,2021-03-02T10:13:00.000Z,2021-03-02T19:13:00.000Z,2021-03-05T19:13:00.000Z,null,2021-03-16T10:13:00.000Z,2021-03-02,2021,3,March,2,Tuesday,9,1,10,9,72,null,14,null,Pending,UNIQ_005516,55227,Maceio,AL,Northeast,2,SELL_0023,2021-03-04T10:13:00.000Z,781.04,45.79,781.04,45.79,826.83,5.86,Medium,Premium,Computers,34,447,5,14969,22,36,73,57816,Large,Heavy,Special Handling,1,Voucher,12,303.52,Yes,Medium Value,Long Term EMI,781.04,45.79,826.83,156.21,High,Delayed
ORD_0002707,PROD_001465,CUST_012382,Delivered,2023-05-02T22:51:00.000Z,2023-05-03T12:51:00.000Z,2023-05-05T12:51:00.000Z,2023-05-10T22:51:00.000Z,2023-05-22T22:51:00.000Z,2023-05-02,2023,5,May,2,Tuesday,18,2,22,14,48,8,20,-12,On Time,UNIQ_012382,62489,Manaus,AM,North,2,SELL_0273,2023-05-03T22:51:00.000Z,2140.27,69.32,2140.27,69.32,2209.59,3.24,High,Premium,Computers,45,694,2,6212,87,12,41,42804,Large,Heavy,Special Handling,1,Credit_card,6,2905.89,Yes,Premium Value,Medium Term EMI,2140.27,69.32,2209.59,428.05,Premium,On Time
ORD_0002741,PROD_002355,CUST_006123,Processing,2023-05-23T20:58:00.000Z,2023-05-24T00:58:00.000Z,2023-05-27T00:58:00.000Z,null,2023-06-01T20:58:00.000Z,2023-05-23,2023,5,May,23,Tuesday,21,2,20,4,72,null,9,null,Pending,UNIQ_006123,59015,Florianopolis,SC,South,1,SELL_0007,2023-05-26T20:58:00.000Z,137.15,66.53,137.15,66.53,203.68,48.51,High,Standard,Fashion,69,913,6,5857,99,19,27,50787,Large,Heavy,Special Handling,1,Voucher,2,1585.84,Yes,Premium Value,Short Term EMI,137.15,66.53,203.68,27.43,Medium,Delayed
ORD_0002797,PROD_002236,CUST_006869,Shipped,2022-03-12T06:46:00.000Z,2022-03-13T00:46:00.000Z,2022-03-15T00:46:00.000Z,null,2022-04-01T06:46:00.000Z,2022-03-12,2022,3,March,12,Saturday,10,1,6,18,48,null,20,null,Pending,UNIQ_006869,91957,Manaus,AM,North,1,SELL_0355,2022-03-13T06:46:00.000Z,1074.23,42.78,1074.23,42.78,1117.01,3.98,Medium,Premium,Electronics,56,345,4,24553,40,29,42,48720,Large,Heavy,Special Handling,1,Boleto,1,1326.97,No,Premium Value,Single Payment,1074.23,42.78,1117.01,214.85,Premium,Delayed
ORD_0002799,PROD_002025,CUST_012851,Processing,2023-05-11T01:59:00.000Z,2023-05-11T21:59:00.000Z,2023-05-13T21:59:00.000Z,null,2023-05-23T01:59:00.000Z,2023-05-11,2023,5,May,11,Thursday,19,2,1,20,48,null,12,null,Pending,UNIQ_012851,31102,Belo Horizonte,MG,Southeast,1,SELL_0468,2023-05-14T01:59:00.000Z,313.67,34.46,313.67,34.46,348.13,10.99,Medium,Standard,Home_appliances,47,414,2,1981,33,44,70,101640,Large,Medium,Standard,1,Credit_card,1,1858.82,No,Premium Value,Single Payment,313.67,34.46,348.13,62.73,Medium,Delayed
ORD_0002808,PROD_001592,CUST_008925,Shipped,2022-07-16T15:32:00.000Z,2022-07-17T11:32:00.000Z,2022-07-20T11:32:00.000Z,null,2022-08-05T15:32:00.000Z,2022-07-16,2022,7,July,16,Saturday,28,3,15,20,72,null,20,null,Pending,UNIQ_008925,22094,Recife,PE,Northeast,2,SELL_0120,2022-07-18T15:32:00.000Z,733.66,39.53,733.66,39.53,773.19,5.39,Medium,Premium,Books,22,861,5,20272,19,36,15,10260,Large,Heavy,Special Handling,1,Debit_card,1,471.64,No,Medium Value,Single Payment,733.66,39.53,773.19,146.73,High,Delayed
ORD_0002815,PROD_000278,CUST_010357,Delivered,2021-08-28T17:19:00.000Z,2021-08-29T16:19:00.000Z,2021-08-30T16:19:00.000Z,2021-09-09T17:19:00.000Z,2021-09-17T17:19:00.000Z,2021-08-28,2021,8,August,28,Saturday,34,3,17,23,24,12,20,-8,On Time,UNIQ_010357,64046,Sao Paulo,SP,Southeast,1,SELL_0209,2021-08-29T17:19:00.000Z,814.04,26.79,814.04,26.79,840.83,3.29,Medium,Premium,Toys,36,472,4,19941,70,14,60,58800,Large,Heavy,Special Handling,1,Credit_card,1,279.42,No,Medium Value,Single Payment,814.04,26.79,840.83,162.81,High,On Time
ORD_0002828,PROD_000817,CUST_001359,Delivered,2021-12-12T11:52:00.000Z,2021-12-12T14:52:00.000Z,2021-12-13T14:52:00.000Z,2021-12-18T11:52:00.000Z,2021-12-28T11:52:00.000Z,2021-12-12,2021,12,December,12,Sunday,49,4,11,3,24,6,16,-10,On Time,UNIQ_001359,58589,Manaus,AM,North,1,SELL_0087,2021-12-14T11:52:00.000Z,2249.68,26.72,2249.68,26.72,2276.4,1.19,Medium,Premium,Computers,38,121,1,9304,66,23,76,115368,Large,Heavy,Special Handling,1,Voucher,1,897.62,No,High Value,Single Payment,2249.68,26.72,2276.4,449.94,Premium,On Time
ORD_0002839,PROD_002808,CUST_000088,Delivered,2023-01-03T05:38:00.000Z,2023-01-04T02:38:00.000Z,2023-01-05T02:38:00.000Z,2023-01-10T05:38:00.000Z,2023-01-13T05:38:00.000Z,2023-01-03,2023,1,January,3,Tuesday,1,1,5,21,24,7,10,-3,On Time,UNIQ_000088,21226,Belo Horizonte,MG,Southeast,1,SELL_0048,2023-01-04T05:38:00.000Z,1556.59,57.88,1556.59,57.88,1614.47,3.72,High,Premium,Furniture,67,356,1,11059,24,43,56,57792,Large,Heavy,Special Handling,1,Credit_card,1,632.04,No,High Value,Single Payment,1556.59,57.88,1614.47,311.32,Premium,On Time
ORD_0002854,PROD_001545,CUST_002190,Delivered,2023-03-13T22:04:00.000Z,2023-03-14T16:04:00.000Z,2023-03-17T16:04:00.000Z,2023-03-17T22:04:00.000Z,2023-03-27T22:04:00.000Z,2023-03-13,2023,3,March,13,Monday,11,1,22,18,72,4,14,-10,On Time,UNIQ_002190,12872,Manaus,AM,North,2,SELL_0401,2023-03-15T22:04:00.000Z,2383.97,38.61,2383.97,38.61,2422.58,1.62,Medium,Premium,Beauty,67,694,1,1082,74,31,16,36704,Large,Medium,Standard,2,Credit_card,12,43.03,Yes,Low Value,Long Term EMI,2383.97,38.61,2422.58,476.79,Premium,On Time
ORD_0002856,PROD_001123,CUST_013826,Invoiced,2022-09-20T17:29:00.000Z,2022-09-21T13:29:00.000Z,2022-09-24T13:29:00.000Z,null,2022-10-06T17:29:00.000Z,2022-09-20,2022,9,September,20,Tuesday,38,3,17,20,72,null,16,null,Pending,UNIQ_013826,81301,Florianopolis,SC,South,2,SELL_0248,2022-09-23T17:29:00.000Z,166.58,79.39,166.58,79.39,245.97,47.66,High,Standard,Health,59,368,4,6734,13,37,80,38480,Large,Heavy,Special Handling,1,Voucher,1,1325.78,No,Premium Value,Single Payment,166.58,79.39,245.97,33.32,Medium,Delayed
ORD_0002860,PROD_000573,CUST_001176,Processing,2021-11-28T16:59:00.000Z,2021-11-29T09:59:00.000Z,2021-12-01T09:59:00.000Z,null,2021-12-13T16:59:00.000Z,2021-11-28,2021,11,November,28,Sunday,47,4,16,17,48,null,15,null,Pending,UNIQ_001176,55398,Belo Horizonte,MG,Southeast,1,SELL_0301,2021-12-01T16:59:00.000Z,51.19,76.11,51.19,76.11,127.3,148.68,High,Budget,Office,69,919,1,4736,74,38,59,165908,Large,Heavy,Standard,1,Debit_card,1,2259.03,No,Premium Value,Single Payment,51.19,76.11,127.3,10.24,Medium,Delayed
ORD_0002875,PROD_002758,CUST_006593,Delivered,2022-01-19T15:03:00.000Z,2022-01-19T19:03:00.000Z,2022-01-20T19:03:00.000Z,2022-01-28T15:03:00.000Z,2022-02-01T15:03:00.000Z,2022-01-19,2022,1,January,19,Wednesday,3,1,15,4,24,9,13,-4,On Time,UNIQ_006593,20282,Porto Alegre,RS,South,1,SELL_0401,2022-01-22T15:03:00.000Z,285.27,20.87,285.27,20.87,306.14,7.32,Medium,Standard,Home_appliances,66,868,4,13497,74,21,10,15540,Large,Heavy,Special Handling,1,Voucher,12,2939.54,Yes,Premium Value,Long Term EMI,285.27,20.87,306.14,57.05,Medium,On Time
